stream_index	book	chapter	verse	predication_id	previous_predication_id	finite_verb	finite_lemma	finite_compact	subject_person	subject_number	subject_status	subject_source	continuity_status	continuity_source	previous_subject_person	previous_subject_number	previous_finite_verb	independence_status	subordination_status
777	1corintios	14	16	1corintios-14-16-P03	1corintios-14-16-P02	λέγεις	λέγω	V-PAI-2S	2	S	confirmed	finite_verb_morphology	shift	person_number_change	3	S	ἐρεῖ	unresolved	candidate
778	1corintios	14	16	1corintios-14-16-P04	1corintios-14-16-P03	οἶδεν	οἶδα	V-XAI-3S	3	S	confirmed	finite_verb_morphology	shift	person_number_change	2	S	λέγεις	candidate	not_detected
779	1corintios	14	17	1corintios-14-17-P01	1corintios-14-16-P04	εὐχαριστεῖς	εὐχαριστέω	V-PAI-2S	2	S	confirmed	finite_verb_morphology	shift	person_number_change	3	S	οἶδεν	candidate	not_detected
780	1corintios	14	17	1corintios-14-17-P02	1corintios-14-17-P01	οἰκοδομεῖται	οἰκοδομέω	V-PPI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	2	S	εὐχαριστεῖς	candidate	not_detected
781	1corintios	14	18	1corintios-14-18-P01	1corintios-14-17-P02	εὐχαριστῶ	εὐχαριστέω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			οἰκοδομεῖται	candidate	not_detected
782	1corintios	14	18	1corintios-14-18-P02	1corintios-14-18-P01	λαλῶ	λαλέω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	same	person_number_match	1	S	εὐχαριστῶ	candidate	not_detected
783	1corintios	14	19	1corintios-14-19-P01	1corintios-14-18-P02	θέλω	θέλω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	same	person_number_match	1	S	λαλῶ	candidate	not_detected
784	1corintios	14	19	1corintios-14-19-P02	1corintios-14-19-P01	κατηχήσω	κατηχέω	V-AAS-1S	1	S	confirmed	finite_verb_morphology	same	person_number_match	1	S	θέλω	unresolved	candidate
785	1corintios	14	20	1corintios-14-20-P01	1corintios-14-19-P02	γίνεσθε	γίνομαι	V-PMD-2P	2	P	confirmed	finite_verb_morphology	shift	person_number_change	1	S	κατηχήσω	candidate	not_detected
786	1corintios	14	20	1corintios-14-20-P02	1corintios-14-20-P01	νηπιάζετε	νηπιάζω	V-PAD-2P	2	P	confirmed	finite_verb_morphology	same	person_number_match	2	P	γίνεσθε	candidate	not_detected
787	1corintios	14	20	1corintios-14-20-P03	1corintios-14-20-P02	γίνεσθε	γίνομαι	V-PMD-2P	2	P	confirmed	finite_verb_morphology	same	person_number_match	2	P	νηπιάζετε	candidate	not_detected
788	1corintios	14	21	1corintios-14-21-P01	1corintios-14-20-P03	γέγραπται	γράφω	V-XPI-3S	3	S	confirmed	finite_verb_morphology	shift	person_number_change	2	P	γίνεσθε	candidate	not_detected
789	1corintios	14	21	1corintios-14-21-P02	1corintios-14-21-P01	λαλήσω	λαλέω	V-FAI-1S	1	S	confirmed	finite_verb_morphology	shift	person_number_change	3	S	γέγραπται	unresolved	candidate
790	1corintios	14	21	1corintios-14-21-P03	1corintios-14-21-P02	εἰσακούσονταί	εἰσακούω	V-FMI-3P	3	P	confirmed	finite_verb_morphology	shift	person_number_change	1	S	λαλήσω	candidate	not_detected
791	1corintios	14	21	1corintios-14-21-P04	1corintios-14-21-P03	λέγει	λέγω	V-PAI-3S	3	S	confirmed	finite_verb_morphology	shift	person_number_change	3	P	εἰσακούσονταί	candidate	not_detected
792	1corintios	14	22	1corintios-14-22-P01	1corintios-14-21-P04	εἰσιν	εἰμί	V-PAI-3P			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	λέγει	unresolved	candidate
793	1corintios	14	23	1corintios-14-23-P01	1corintios-14-22-P01	συνέλθῃ	συνέρχομαι	V-AAS-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			εἰσιν	unresolved	candidate
794	1corintios	14	23	1corintios-14-23-P02	1corintios-14-23-P01	λαλῶσιν	λαλέω	V-PAS-3P			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	συνέλθῃ	candidate	not_detected
795	1corintios	14	23	1corintios-14-23-P03	1corintios-14-23-P02	εἰσέλθωσιν	εἰσέρχομαι	V-AAS-3P	3	P	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			λαλῶσιν	candidate	not_detected
796	1corintios	14	23	1corintios-14-23-P04	1corintios-14-23-P03	ἐροῦσιν	λέγω	V-FAI-3P			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	P	εἰσέλθωσιν	candidate	not_detected
797	1corintios	14	23	1corintios-14-23-P05	1corintios-14-23-P04	μαίνεσθε	μαίνομαι	V-PMI-2P	2	P	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἐροῦσιν	unresolved	candidate
798	1corintios	14	24	1corintios-14-24-P01	1corintios-14-23-P05	προφητεύωσιν	προφητεύω	V-PAS-3P			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	2	P	μαίνεσθε	unresolved	candidate
799	1corintios	14	24	1corintios-14-24-P02	1corintios-14-24-P01	εἰσέλθῃ	εἰσέρχομαι	V-AAS-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			προφητεύωσιν	candidate	not_detected
800	1corintios	14	24	1corintios-14-24-P03	1corintios-14-24-P02	ἐλέγχεται	ἐλέγχω	V-PPI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	εἰσέλθῃ	candidate	not_detected
801	1corintios	14	24	1corintios-14-24-P04	1corintios-14-24-P03	ἀνακρίνεται	ἀνακρίνω	V-PPI-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἐλέγχεται	candidate	not_detected
802	1corintios	14	25	1corintios-14-25-P01	1corintios-14-24-P04	γίνεται	γίνομαι	V-PMI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	ἀνακρίνεται	candidate	not_detected
803	1corintios	14	25	1corintios-14-25-P02	1corintios-14-25-P01	προσκυνήσει	προσκυνέω	V-FAI-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			γίνεται	candidate	not_detected
804	1corintios	14	25	1corintios-14-25-P03	1corintios-14-25-P02	ἐστιν	εἰμί	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	προσκυνήσει	unresolved	candidate
805	1corintios	14	26	1corintios-14-26-P01	1corintios-14-25-P03	ἐστιν	εἰμί	V-PAI-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἐστιν	candidate	not_detected
806	1corintios	14	26	1corintios-14-26-P02	1corintios-14-26-P01	συνέρχησθε	συνέρχομαι	V-PMS-2P	2	P	confirmed	finite_verb_morphology	shift	person_number_change	3	S	ἐστιν	unresolved	candidate
807	1corintios	14	26	1corintios-14-26-P03	1corintios-14-26-P02	ἔχει	ἔχω	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	2	P	συνέρχησθε	candidate	not_detected
808	1corintios	14	26	1corintios-14-26-P04	1corintios-14-26-P03	ἔχει	ἔχω	V-PAI-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἔχει	candidate	not_detected
809	1corintios	14	26	1corintios-14-26-P05	1corintios-14-26-P04	ἔχει	ἔχω	V-PAI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	ἔχει	candidate	not_detected
810	1corintios	14	26	1corintios-14-26-P06	1corintios-14-26-P05	ἔχει	ἔχω	V-PAI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	ἔχει	candidate	not_detected
811	1corintios	14	26	1corintios-14-26-P07	1corintios-14-26-P06	ἔχει	ἔχω	V-PAI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	ἔχει	candidate	not_detected
812	1corintios	14	26	1corintios-14-26-P08	1corintios-14-26-P07	γινέσθω	γίνομαι	V-PMD-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	ἔχει	candidate	not_detected
813	1corintios	14	27	1corintios-14-27-P01	1corintios-14-26-P08	λαλεῖ	λαλέω	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			γινέσθω	candidate	not_detected
814	1corintios	14	27	1corintios-14-27-P02	1corintios-14-27-P01	διερμηνευέτω	διερμηνεύω	V-PAD-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			λαλεῖ	candidate	not_detected
815	1corintios	14	28	1corintios-14-28-P01	1corintios-14-27-P02	ᾖ	εἰμί	V-PAS-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			διερμηνευέτω	unresolved	candidate
816	1corintios	14	28	1corintios-14-28-P02	1corintios-14-28-P01	σιγάτω	σιγάω	V-PAD-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	ᾖ	candidate	not_detected
817	1corintios	14	28	1corintios-14-28-P03	1corintios-14-28-P02	λαλείτω	λαλέω	V-PAD-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			σιγάτω	candidate	not_detected
818	1corintios	14	29	1corintios-14-29-P01	1corintios-14-28-P03	λαλείτωσαν	λαλέω	V-PAD-3P			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	λαλείτω	candidate	not_detected
819	1corintios	14	29	1corintios-14-29-P02	1corintios-14-29-P01	διακρινέτωσαν	διακρίνω	V-PAD-3P			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			λαλείτωσαν	candidate	not_detected
820	1corintios	14	30	1corintios-14-30-P01	1corintios-14-29-P02	ἀποκαλυφθῇ	ἀποκαλύπτω	V-APS-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			διακρινέτωσαν	unresolved	candidate
821	1corintios	14	30	1corintios-14-30-P02	1corintios-14-30-P01	σιγάτω	σιγάω	V-PAD-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	ἀποκαλυφθῇ	candidate	not_detected
822	1corintios	14	31	1corintios-14-31-P01	1corintios-14-30-P02	δύνασθε	δύναμαι	V-PMI-2P	2	P	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			σιγάτω	candidate	not_detected
823	1corintios	14	31	1corintios-14-31-P02	1corintios-14-31-P01	μανθάνωσιν	μανθάνω	V-PAS-3P			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	2	P	δύνασθε	unresolved	candidate
824	1corintios	14	31	1corintios-14-31-P03	1corintios-14-31-P02	παρακαλῶνται	παρακαλέω	V-PPS-3P			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			μανθάνωσιν	candidate	not_detected
825	1corintios	14	32	1corintios-14-32-P01	1corintios-14-31-P03	ὑποτάσσεται	ὑποτάσσω	V-PPI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			παρακαλῶνται	candidate	not_detected
826	1corintios	14	33	1corintios-14-33-P01	1corintios-14-32-P01	ἐστιν	εἰμί	V-PAI-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ὑποτάσσεται	candidate	not_detected
827	1corintios	14	34	1corintios-14-34-P01	1corintios-14-33-P01	σιγάτωσαν	σιγάω	V-PAD-3P			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	ἐστιν	candidate	not_detected
828	1corintios	14	34	1corintios-14-34-P02	1corintios-14-34-P01	ἐπιτρέπεται	ἐπιτρέπω	V-PPI-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			σιγάτωσαν	candidate	not_detected
829	1corintios	14	34	1corintios-14-34-P03	1corintios-14-34-P02	ὑποτασσέσθωσαν	ὑποτάσσω	V-PPD-3P	3	P	confirmed	finite_verb_morphology	shift	person_number_change	3	S	ἐπιτρέπεται	candidate	not_detected
830	1corintios	14	34	1corintios-14-34-P04	1corintios-14-34-P03	λέγει	λέγω	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	P	ὑποτασσέσθωσαν	unresolved	candidate
831	1corintios	14	35	1corintios-14-35-P01	1corintios-14-34-P04	θέλουσιν	θέλω	V-PAI-3P	3	P	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			λέγει	unresolved	candidate
832	1corintios	14	35	1corintios-14-35-P02	1corintios-14-35-P01	ἐπερωτάτωσαν	ἐπερωτάω	V-PAD-3P	3	P	confirmed	finite_verb_morphology	same	person_number_match	3	P	θέλουσιν	candidate	not_detected
833	1corintios	14	35	1corintios-14-35-P03	1corintios-14-35-P02	ἐστιν	εἰμί	V-PAI-3S	3	S	confirmed	finite_verb_morphology	shift	person_number_change	3	P	ἐπερωτάτωσαν	candidate	not_detected
834	1corintios	14	36	1corintios-14-36-P01	1corintios-14-35-P03	ἐξῆλθεν	ἐξέρχομαι	V-AAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	ἐστιν	candidate	not_detected
835	1corintios	14	36	1corintios-14-36-P02	1corintios-14-36-P01	κατήντησεν	καταντάω	V-AAI-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἐξῆλθεν	candidate	not_detected
836	1corintios	14	37	1corintios-14-37-P01	1corintios-14-36-P02	δοκεῖ	δοκέω	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	κατήντησεν	unresolved	candidate
837	1corintios	14	37	1corintios-14-37-P02	1corintios-14-37-P01	ἐπιγινωσκέτω	ἐπιγινώσκω	V-PAD-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			δοκεῖ	candidate	not_detected
838	1corintios	14	37	1corintios-14-37-P03	1corintios-14-37-P02	γράφω	γράφω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἐπιγινωσκέτω	candidate	not_detected
839	1corintios	14	37	1corintios-14-37-P04	1corintios-14-37-P03	ἐστίν	εἰμί	V-PAI-3S	3	S	confirmed	finite_verb_morphology	shift	person_number_change	1	S	γράφω	unresolved	candidate
840	1corintios	14	38	1corintios-14-38-P01	1corintios-14-37-P04	ἀγνοεῖ	ἀγνοέω	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	ἐστίν	unresolved	candidate
841	1corintios	14	38	1corintios-14-38-P02	1corintios-14-38-P01	ἀγνοεῖται	ἀγνοέω	V-PPI-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἀγνοεῖ	candidate	not_detected
842	1corintios	14	39	1corintios-14-39-P01	1corintios-14-38-P02	ζηλοῦτε	ζηλόω	V-PAD-2P	2	P	confirmed	finite_verb_morphology	shift	person_number_change	3	S	ἀγνοεῖται	unresolved	candidate
843	1corintios	14	39	1corintios-14-39-P02	1corintios-14-39-P01	κωλύετε	κωλύω	V-PAD-2P	2	P	confirmed	finite_verb_morphology	same	person_number_match	2	P	ζηλοῦτε	candidate	not_detected
844	1corintios	14	40	1corintios-14-40-P01	1corintios-14-39-P02	γινέσθω	γίνομαι	V-PMD-3S	3	S	confirmed	finite_verb_morphology	shift	person_number_change	2	P	κωλύετε	candidate	not_detected
845	1corintios	15	1	1corintios-15-1-P01	1corintios-14-40-P01	γνωρίζω	γνωρίζω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	shift	person_number_change	3	S	γινέσθω	candidate	not_detected
846	1corintios	15	1	1corintios-15-1-P02	1corintios-15-1-P01	εὐηγγελισάμην	εὐαγγελίζω	V-AMI-1S	1	S	confirmed	finite_verb_morphology	same	person_number_match	1	S	γνωρίζω	candidate	not_detected
847	1corintios	15	1	1corintios-15-1-P03	1corintios-15-1-P02	παρελάβετε	παραλαμβάνω	V-AAI-2P	2	P	confirmed	finite_verb_morphology	shift	person_number_change	1	S	εὐηγγελισάμην	candidate	not_detected
848	1corintios	15	1	1corintios-15-1-P04	1corintios-15-1-P03	ἑστήκατε	ἵστημι	V-XAI-2P	2	P	confirmed	finite_verb_morphology	same	person_number_match	2	P	παρελάβετε	candidate	not_detected
849	1corintios	15	2	1corintios-15-2-P01	1corintios-15-1-P04	σῴζεσθε	σῴζω	V-PPI-2P	2	P	confirmed	finite_verb_morphology	same	person_number_match	2	P	ἑστήκατε	candidate	not_detected
850	1corintios	15	2	1corintios-15-2-P02	1corintios-15-2-P01	εὐηγγελισάμην	εὐαγγελίζω	V-AMI-1S	1	S	confirmed	finite_verb_morphology	shift	person_number_change	2	P	σῴζεσθε	candidate	not_detected
851	1corintios	15	2	1corintios-15-2-P03	1corintios-15-2-P02	κατέχετε	κατέχω	V-PAI-2P	2	P	confirmed	finite_verb_morphology	shift	person_number_change	1	S	εὐηγγελισάμην	unresolved	candidate
852	1corintios	15	2	1corintios-15-2-P04	1corintios-15-2-P03	ἐπιστεύσατε	πιστεύω	V-AAI-2P	2	P	confirmed	finite_verb_morphology	same	person_number_match	2	P	κατέχετε	unresolved	candidate
853	1corintios	15	3	1corintios-15-3-P01	1corintios-15-2-P04	παρέδωκα	παραδίδωμι	V-AAI-1S	1	S	confirmed	finite_verb_morphology	shift	person_number_change	2	P	ἐπιστεύσατε	candidate	not_detected
854	1corintios	15	3	1corintios-15-3-P02	1corintios-15-3-P01	παρέλαβον	παραλαμβάνω	V-AAI-1S	1	S	confirmed	finite_verb_morphology	same	person_number_match	1	S	παρέδωκα	candidate	not_detected
855	1corintios	15	3	1corintios-15-3-P03	1corintios-15-3-P02	ἀπέθανεν	ἀποθνῄσκω	V-AAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	1	S	παρέλαβον	unresolved	candidate
856	1corintios	15	4	1corintios-15-4-P01	1corintios-15-3-P03	ἐτάφη	θάπτω	V-API-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἀπέθανεν	unresolved	candidate
857	1corintios	15	4	1corintios-15-4-P02	1corintios-15-4-P01	ἐγήγερται	ἐγείρω	V-XPI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	ἐτάφη	unresolved	candidate
858	1corintios	15	5	1corintios-15-5-P01	1corintios-15-4-P02	ὤφθη	ὁράω	V-API-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	ἐγήγερται	unresolved	candidate
859	1corintios	15	6	1corintios-15-6-P01	1corintios-15-5-P01	ὤφθη	ὁράω	V-API-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	ὤφθη	candidate	not_detected
860	1corintios	15	6	1corintios-15-6-P02	1corintios-15-6-P01	μένουσιν	μένω	V-PAI-3P			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	ὤφθη	candidate	not_detected
861	1corintios	15	6	1corintios-15-6-P03	1corintios-15-6-P02	ἐκοιμήθησαν	κοιμάομαι	V-API-3P	3	P	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			μένουσιν	candidate	not_detected
862	1corintios	15	7	1corintios-15-7-P01	1corintios-15-6-P03	ὤφθη	ὁράω	V-API-3S	3	S	confirmed	finite_verb_morphology	shift	person_number_change	3	P	ἐκοιμήθησαν	candidate	not_detected
863	1corintios	15	8	1corintios-15-8-P01	1corintios-15-7-P01	ὤφθη	ὁράω	V-API-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	ὤφθη	candidate	not_detected
864	1corintios	15	9	1corintios-15-9-P01	1corintios-15-8-P01	εἰμι	εἰμί	V-PAI-1S	1	S	confirmed	finite_verb_morphology	shift	person_number_change	3	S	ὤφθη	candidate	not_detected
865	1corintios	15	9	1corintios-15-9-P02	1corintios-15-9-P01	εἰμὶ	εἰμί	V-PAI-1S	1	S	confirmed	finite_verb_morphology	same	person_number_match	1	S	εἰμι	candidate	not_detected
866	1corintios	15	9	1corintios-15-9-P03	1corintios-15-9-P02	ἐδίωξα	διώκω	V-AAI-1S	1	S	confirmed	finite_verb_morphology	same	person_number_match	1	S	εἰμὶ	candidate	not_detected
867	1corintios	15	10	1corintios-15-10-P01	1corintios-15-9-P03	εἰμι	εἰμί	V-PAI-1S	1	S	confirmed	finite_verb_morphology	same	person_number_match	1	S	ἐδίωξα	candidate	not_detected
868	1corintios	15	10	1corintios-15-10-P02	1corintios-15-10-P01	εἰμι	εἰμί	V-PAI-1S	1	S	confirmed	finite_verb_morphology	same	person_number_match	1	S	εἰμι	candidate	not_detected
869	1corintios	15	10	1corintios-15-10-P03	1corintios-15-10-P02	ἐγενήθη	γίνομαι	V-API-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	1	S	εἰμι	candidate	not_detected
870	1corintios	15	10	1corintios-15-10-P04	1corintios-15-10-P03	ἐκοπίασα	κοπιάω	V-AAI-1S	1	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἐγενήθη	candidate	not_detected
871	1corintios	15	11	1corintios-15-11-P01	1corintios-15-10-P04	κηρύσσομεν	κηρύσσω	V-PAI-1P	1	P	confirmed	finite_verb_morphology	shift	person_number_change	1	S	ἐκοπίασα	candidate	not_detected
872	1corintios	15	11	1corintios-15-11-P02	1corintios-15-11-P01	ἐπιστεύσατε	πιστεύω	V-AAI-2P	2	P	confirmed	finite_verb_morphology	shift	person_number_change	1	P	κηρύσσομεν	candidate	not_detected
873	1corintios	15	12	1corintios-15-12-P01	1corintios-15-11-P02	κηρύσσεται	κηρύσσω	V-PPI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	2	P	ἐπιστεύσατε	unresolved	candidate
874	1corintios	15	12	1corintios-15-12-P02	1corintios-15-12-P01	ἐγήγερται	ἐγείρω	V-XPI-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			κηρύσσεται	unresolved	candidate
875	1corintios	15	12	1corintios-15-12-P03	1corintios-15-12-P02	λέγουσιν	λέγω	V-PAI-3P	3	P	confirmed	finite_verb_morphology	shift	person_number_change	3	S	ἐγήγερται	candidate	not_detected
876	1corintios	15	12	1corintios-15-12-P04	1corintios-15-12-P03	ἔστιν	εἰμί	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	P	λέγουσιν	unresolved	candidate
877	1corintios	15	13	1corintios-15-13-P01	1corintios-15-12-P04	ἔστιν	εἰμί	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			ἔστιν	unresolved	candidate
878	1corintios	15	13	1corintios-15-13-P02	1corintios-15-13-P01	ἐγήγερται	ἐγείρω	V-XPI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			ἔστιν	candidate	not_detected
879	1corintios	15	14	1corintios-15-14-P01	1corintios-15-13-P02	ἐγήγερται	ἐγείρω	V-XPI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			ἐγήγερται	unresolved	candidate
880	1corintios	15	15	1corintios-15-15-P01	1corintios-15-14-P01	εὑρισκόμεθα	εὑρίσκω	V-PPI-1P	1	P	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἐγήγερται	candidate	not_detected
881	1corintios	15	15	1corintios-15-15-P02	1corintios-15-15-P01	ἐμαρτυρήσαμεν	μαρτυρέω	V-AAI-1P	1	P	confirmed	finite_verb_morphology	same	person_number_match	1	P	εὑρισκόμεθα	unresolved	candidate
882	1corintios	15	15	1corintios-15-15-P03	1corintios-15-15-P02	ἤγειρεν	ἐγείρω	V-AAI-3S	3	S	confirmed	finite_verb_morphology	shift	person_number_change	1	P	ἐμαρτυρήσαμεν	unresolved	candidate
883	1corintios	15	15	1corintios-15-15-P04	1corintios-15-15-P03	ἤγειρεν	ἐγείρω	V-AAI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	ἤγειρεν	candidate	not_detected
884	1corintios	15	15	1corintios-15-15-P05	1corintios-15-15-P04	ἐγείρονται	ἐγείρω	V-PPI-3P			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	ἤγειρεν	candidate	not_detected
885	1corintios	15	16	1corintios-15-16-P01	1corintios-15-15-P05	ἐγείρονται	ἐγείρω	V-PPI-3P			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			ἐγείρονται	unresolved	candidate
886	1corintios	15	16	1corintios-15-16-P02	1corintios-15-16-P01	ἐγήγερται	ἐγείρω	V-XPI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			ἐγείρονται	candidate	not_detected
887	1corintios	15	17	1corintios-15-17-P01	1corintios-15-16-P02	ἐγήγερται	ἐγείρω	V-XPI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			ἐγήγερται	unresolved	candidate
888	1corintios	15	17	1corintios-15-17-P02	1corintios-15-17-P01	ἐστὲ	εἰμί	V-PAI-2P	2	P	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἐγήγερται	candidate	not_detected
889	1corintios	15	18	1corintios-15-18-P01	1corintios-15-17-P02	ἀπώλοντο	ἀπόλλυμι	V-AMI-3P			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	2	P	ἐστὲ	candidate	not_detected
890	1corintios	15	19	1corintios-15-19-P01	1corintios-15-18-P01	ἐσμὲν	εἰμί	V-PAI-1P	1	P	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἀπώλοντο	unresolved	candidate
891	1corintios	15	19	1corintios-15-19-P02	1corintios-15-19-P01	ἐσμέν	εἰμί	V-PAI-1P	1	P	confirmed	finite_verb_morphology	same	person_number_match	1	P	ἐσμὲν	candidate	not_detected
892	1corintios	15	20	1corintios-15-20-P01	1corintios-15-19-P02	ἐγήγερται	ἐγείρω	V-XPI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	1	P	ἐσμέν	candidate	not_detected
893	1corintios	15	22	1corintios-15-22-P01	1corintios-15-20-P01	ἀποθνῄσκουσιν	ἀποθνῄσκω	V-PAI-3P			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			ἐγήγερται	candidate	not_detected
894	1corintios	15	22	1corintios-15-22-P02	1corintios-15-22-P01	ζῳοποιηθήσονται	ζῳοποιέω	V-FPI-3P			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			ἀποθνῄσκουσιν	candidate	not_detected
895	1corintios	15	24	1corintios-15-24-P01	1corintios-15-22-P02	παραδιδῷ	παραδίδωμι	V-PAS-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			ζῳοποιηθήσονται	unresolved	candidate
896	1corintios	15	24	1corintios-15-24-P02	1corintios-15-24-P01	καταργήσῃ	καταργέω	V-AAS-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			παραδιδῷ	unresolved	candidate
