stream_index	book	chapter	verse	predication_id	previous_predication_id	finite_verb	finite_lemma	finite_compact	subject_person	subject_number	subject_status	subject_source	continuity_status	continuity_source	previous_subject_person	previous_subject_number	previous_finite_verb	independence_status	subordination_status
232	1corintios	6	8	1corintios-6-8-P01	1corintios-6-7-P04	ἀδικεῖτε	ἀδικέω	V-PAI-2P	2	P	confirmed	finite_verb_morphology	same	person_number_match	2	P	ἀποστερεῖσθε	candidate	not_detected
233	1corintios	6	8	1corintios-6-8-P02	1corintios-6-8-P01	ἀποστερεῖτε	ἀποστερέω	V-PAI-2P	2	P	confirmed	finite_verb_morphology	same	person_number_match	2	P	ἀδικεῖτε	candidate	not_detected
234	1corintios	6	9	1corintios-6-9-P01	1corintios-6-8-P02	οἴδατε	οἶδα	V-XAI-2P	2	P	confirmed	finite_verb_morphology	same	person_number_match	2	P	ἀποστερεῖτε	candidate	not_detected
235	1corintios	6	9	1corintios-6-9-P02	1corintios-6-9-P01	κληρονομήσουσιν	κληρονομέω	V-FAI-3P			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	2	P	οἴδατε	unresolved	candidate
236	1corintios	6	9	1corintios-6-9-P03	1corintios-6-9-P02	πλανᾶσθε	πλανάω	V-PPD-2P	2	P	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			κληρονομήσουσιν	candidate	not_detected
237	1corintios	6	10	1corintios-6-10-P01	1corintios-6-9-P03	κληρονομήσουσιν	κληρονομέω	V-FAI-3P			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	2	P	πλανᾶσθε	candidate	not_detected
238	1corintios	6	11	1corintios-6-11-P01	1corintios-6-10-P01	ἦτε	εἰμί	V-IAI-2P	2	P	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			κληρονομήσουσιν	candidate	not_detected
239	1corintios	6	11	1corintios-6-11-P02	1corintios-6-11-P01	ἀπελούσασθε	ἀπολούομαι	V-AMI-2P	2	P	confirmed	finite_verb_morphology	same	person_number_match	2	P	ἦτε	candidate	not_detected
240	1corintios	6	11	1corintios-6-11-P03	1corintios-6-11-P02	ἡγιάσθητε	ἁγιάζω	V-API-2P	2	P	confirmed	finite_verb_morphology	same	person_number_match	2	P	ἀπελούσασθε	candidate	not_detected
241	1corintios	6	11	1corintios-6-11-P04	1corintios-6-11-P03	ἐδικαιώθητε	δικαιόω	V-API-2P	2	P	confirmed	finite_verb_morphology	same	person_number_match	2	P	ἡγιάσθητε	candidate	not_detected
242	1corintios	6	12	1corintios-6-12-P01	1corintios-6-11-P04	ἔξεστιν	ἔξεστι(ν)	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	2	P	ἐδικαιώθητε	candidate	not_detected
243	1corintios	6	12	1corintios-6-12-P02	1corintios-6-12-P01	συμφέρει	συμφέρω	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			ἔξεστιν	candidate	not_detected
244	1corintios	6	12	1corintios-6-12-P03	1corintios-6-12-P02	ἔξεστιν	ἔξεστι(ν)	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			συμφέρει	candidate	not_detected
245	1corintios	6	12	1corintios-6-12-P04	1corintios-6-12-P03	ἐξουσιασθήσομαι	ἐξουσιάζω	V-FPI-1S	1	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἔξεστιν	candidate	not_detected
246	1corintios	6	13	1corintios-6-13-P01	1corintios-6-12-P04	καταργήσει	καταργέω	V-FAI-3S	3	S	confirmed	finite_verb_morphology	shift	person_number_change	1	S	ἐξουσιασθήσομαι	candidate	not_detected
247	1corintios	6	14	1corintios-6-14-P01	1corintios-6-13-P01	ἤγειρεν	ἐγείρω	V-AAI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	καταργήσει	candidate	not_detected
248	1corintios	6	14	1corintios-6-14-P02	1corintios-6-14-P01	ἐξεγερεῖ	ἐξεγείρω	V-FAI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	ἤγειρεν	candidate	not_detected
249	1corintios	6	15	1corintios-6-15-P01	1corintios-6-14-P02	οἴδατε	οἶδα	V-XAI-2P	2	P	confirmed	finite_verb_morphology	shift	person_number_change	3	S	ἐξεγερεῖ	candidate	not_detected
250	1corintios	6	15	1corintios-6-15-P02	1corintios-6-15-P01	ἐστιν	εἰμί	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	2	P	οἴδατε	unresolved	candidate
251	1corintios	6	15	1corintios-6-15-P03	1corintios-6-15-P02	ποιήσω	ποιέω	V-AAS-1S	1	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἐστιν	candidate	not_detected
252	1corintios	6	15	1corintios-6-15-P04	1corintios-6-15-P03	γένοιτο	γίνομαι	V-AMO-3S	3	S	confirmed	finite_verb_morphology	shift	person_number_change	1	S	ποιήσω	candidate	not_detected
253	1corintios	6	16	1corintios-6-16-P01	1corintios-6-15-P04	οἴδατε	οἶδα	V-XAI-2P	2	P	confirmed	finite_verb_morphology	shift	person_number_change	3	S	γένοιτο	candidate	not_detected
254	1corintios	6	16	1corintios-6-16-P02	1corintios-6-16-P01	ἐστιν	εἰμί	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	2	P	οἴδατε	unresolved	candidate
255	1corintios	6	16	1corintios-6-16-P03	1corintios-6-16-P02	ἔσονται	εἰμί	V-FMI-3P	3	P	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἐστιν	candidate	not_detected
256	1corintios	6	16	1corintios-6-16-P04	1corintios-6-16-P03	φησίν	φημί	V-PAI-3S	3	S	confirmed	finite_verb_morphology	shift	person_number_change	3	P	ἔσονται	candidate	not_detected
257	1corintios	6	17	1corintios-6-17-P01	1corintios-6-16-P04	ἐστιν	εἰμί	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	φησίν	candidate	not_detected
258	1corintios	6	18	1corintios-6-18-P01	1corintios-6-17-P01	φεύγετε	φεύγω	V-PAD-2P	2	P	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἐστιν	candidate	not_detected
259	1corintios	6	18	1corintios-6-18-P02	1corintios-6-18-P01	ποιήσῃ	ποιέω	V-AAS-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	2	P	φεύγετε	unresolved	candidate
260	1corintios	6	18	1corintios-6-18-P03	1corintios-6-18-P02	ἐστιν	εἰμί	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			ποιήσῃ	candidate	not_detected
261	1corintios	6	18	1corintios-6-18-P04	1corintios-6-18-P03	ἁμαρτάνει	ἁμαρτάνω	V-PAI-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἐστιν	candidate	not_detected
262	1corintios	6	19	1corintios-6-19-P01	1corintios-6-18-P04	οἴδατε	οἶδα	V-XAI-2P	2	P	confirmed	finite_verb_morphology	shift	person_number_change	3	S	ἁμαρτάνει	candidate	not_detected
263	1corintios	6	19	1corintios-6-19-P02	1corintios-6-19-P01	ἐστιν	εἰμί	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	2	P	οἴδατε	unresolved	candidate
264	1corintios	6	19	1corintios-6-19-P03	1corintios-6-19-P02	ἔχετε	ἔχω	V-PAI-2P	2	P	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἐστιν	candidate	not_detected
265	1corintios	6	19	1corintios-6-19-P04	1corintios-6-19-P03	ἐστὲ	εἰμί	V-PAI-2P	2	P	confirmed	finite_verb_morphology	same	person_number_match	2	P	ἔχετε	candidate	not_detected
266	1corintios	6	20	1corintios-6-20-P01	1corintios-6-19-P04	ἠγοράσθητε	ἀγοράζω	V-API-2P	2	P	confirmed	finite_verb_morphology	same	person_number_match	2	P	ἐστὲ	candidate	not_detected
267	1corintios	6	20	1corintios-6-20-P02	1corintios-6-20-P01	δοξάσατε	δοξάζω	V-AAD-2P	2	P	confirmed	finite_verb_morphology	same	person_number_match	2	P	ἠγοράσθητε	candidate	not_detected
268	1corintios	7	1	1corintios-7-1-P01	1corintios-6-20-P02	ἐγράψατε	γράφω	V-AAI-2P	2	P	confirmed	finite_verb_morphology	same	person_number_match	2	P	δοξάσατε	candidate	not_detected
269	1corintios	7	2	1corintios-7-2-P01	1corintios-7-1-P01	ἐχέτω	ἔχω	V-PAD-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	2	P	ἐγράψατε	candidate	not_detected
270	1corintios	7	2	1corintios-7-2-P02	1corintios-7-2-P01	ἐχέτω	ἔχω	V-PAD-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			ἐχέτω	candidate	not_detected
271	1corintios	7	3	1corintios-7-3-P01	1corintios-7-2-P02	ἀποδιδότω	ἀποδίδωμι	V-PAD-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			ἐχέτω	candidate	not_detected
272	1corintios	7	4	1corintios-7-4-P01	1corintios-7-3-P01	ἐξουσιάζει	ἐξουσιάζω	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			ἀποδιδότω	candidate	not_detected
273	1corintios	7	4	1corintios-7-4-P02	1corintios-7-4-P01	ἐξουσιάζει	ἐξουσιάζω	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			ἐξουσιάζει	candidate	not_detected
274	1corintios	7	5	1corintios-7-5-P01	1corintios-7-4-P02	ἀποστερεῖτε	ἀποστερέω	V-PAD-2P	2	P	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἐξουσιάζει	candidate	not_detected
275	1corintios	7	5	1corintios-7-5-P02	1corintios-7-5-P01	σχολάσητε	σχολάζω	V-AAS-2P	2	P	confirmed	finite_verb_morphology	same	person_number_match	2	P	ἀποστερεῖτε	unresolved	candidate
276	1corintios	7	5	1corintios-7-5-P03	1corintios-7-5-P02	ἦτε	εἰμί	V-PAS-2P	2	P	confirmed	finite_verb_morphology	same	person_number_match	2	P	σχολάσητε	candidate	not_detected
277	1corintios	7	5	1corintios-7-5-P04	1corintios-7-5-P03	πειράζῃ	πειράζω	V-PAS-3S	3	S	confirmed	finite_verb_morphology	shift	person_number_change	2	P	ἦτε	unresolved	candidate
278	1corintios	7	6	1corintios-7-6-P01	1corintios-7-5-P04	λέγω	λέγω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	shift	person_number_change	3	S	πειράζῃ	candidate	not_detected
279	1corintios	7	7	1corintios-7-7-P01	1corintios-7-6-P01	θέλω	θέλω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	same	person_number_match	1	S	λέγω	candidate	not_detected
280	1corintios	7	7	1corintios-7-7-P02	1corintios-7-7-P01	ἔχει	ἔχω	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	1	S	θέλω	unresolved	candidate
281	1corintios	7	8	1corintios-7-8-P01	1corintios-7-7-P02	λέγω	λέγω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἔχει	candidate	not_detected
282	1corintios	7	8	1corintios-7-8-P02	1corintios-7-8-P01	μείνωσιν	μένω	V-AAS-3P	3	P	confirmed	finite_verb_morphology	shift	person_number_change	1	S	λέγω	unresolved	candidate
283	1corintios	7	9	1corintios-7-9-P01	1corintios-7-8-P02	ἐγκρατεύονται	ἐγκρατεύομαι	V-PMI-3P	3	P	confirmed	finite_verb_morphology	same	person_number_match	3	P	μείνωσιν	unresolved	candidate
284	1corintios	7	9	1corintios-7-9-P02	1corintios-7-9-P01	γαμησάτωσαν	γαμέω	V-AAD-3P	3	P	confirmed	finite_verb_morphology	same	person_number_match	3	P	ἐγκρατεύονται	candidate	not_detected
285	1corintios	7	9	1corintios-7-9-P03	1corintios-7-9-P02	ἐστιν	εἰμί	V-PAI-3S	3	S	confirmed	finite_verb_morphology	shift	person_number_change	3	P	γαμησάτωσαν	candidate	not_detected
286	1corintios	7	10	1corintios-7-10-P01	1corintios-7-9-P03	παραγγέλλω	παραγγέλλω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	shift	person_number_change	3	S	ἐστιν	candidate	not_detected
287	1corintios	7	11	1corintios-7-11-P01	1corintios-7-10-P01	χωρισθῇ	χωρίζω	V-APS-3S	3	S	confirmed	finite_verb_morphology	shift	person_number_change	1	S	παραγγέλλω	unresolved	candidate
288	1corintios	7	11	1corintios-7-11-P02	1corintios-7-11-P01	μενέτω	μένω	V-PAD-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	χωρισθῇ	candidate	not_detected
289	1corintios	7	11	1corintios-7-11-P03	1corintios-7-11-P02	καταλλαγήτω—	καταλλάσσω	V-APD-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	μενέτω	candidate	not_detected
290	1corintios	7	12	1corintios-7-12-P01	1corintios-7-11-P03	λέγω	λέγω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	shift	person_number_change	3	S	καταλλαγήτω—	candidate	not_detected
291	1corintios	7	12	1corintios-7-12-P02	1corintios-7-12-P01	ἔχει	ἔχω	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	1	S	λέγω	unresolved	candidate
292	1corintios	7	12	1corintios-7-12-P03	1corintios-7-12-P02	συνευδοκεῖ	συνευδοκέω	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			ἔχει	candidate	not_detected
293	1corintios	7	12	1corintios-7-12-P04	1corintios-7-12-P03	ἀφιέτω	ἀφίημι	V-PAD-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			συνευδοκεῖ	candidate	not_detected
294	1corintios	7	13	1corintios-7-13-P01	1corintios-7-12-P04	ἔχει	ἔχω	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	ἀφιέτω	unresolved	candidate
295	1corintios	7	13	1corintios-7-13-P02	1corintios-7-13-P01	συνευδοκεῖ	συνευδοκέω	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			ἔχει	candidate	not_detected
296	1corintios	7	13	1corintios-7-13-P03	1corintios-7-13-P02	ἀφιέτω	ἀφίημι	V-PAD-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			συνευδοκεῖ	candidate	not_detected
297	1corintios	7	14	1corintios-7-14-P01	1corintios-7-13-P03	ἡγίασται	ἁγιάζω	V-XPI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	ἀφιέτω	candidate	not_detected
298	1corintios	7	14	1corintios-7-14-P02	1corintios-7-14-P01	ἡγίασται	ἁγιάζω	V-XPI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	ἡγίασται	candidate	not_detected
299	1corintios	7	14	1corintios-7-14-P03	1corintios-7-14-P02	ἐστιν	εἰμί	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	ἡγίασται	unresolved	candidate
300	1corintios	7	14	1corintios-7-14-P04	1corintios-7-14-P03	ἐστιν	εἰμί	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			ἐστιν	candidate	not_detected
301	1corintios	7	15	1corintios-7-15-P01	1corintios-7-14-P04	χωρίζεται	χωρίζω	V-PPI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			ἐστιν	unresolved	candidate
302	1corintios	7	15	1corintios-7-15-P02	1corintios-7-15-P01	χωριζέσθω	χωρίζω	V-PPD-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			χωρίζεται	candidate	not_detected
303	1corintios	7	15	1corintios-7-15-P03	1corintios-7-15-P02	δεδούλωται	δουλόω	V-XPI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	χωριζέσθω	candidate	not_detected
304	1corintios	7	15	1corintios-7-15-P04	1corintios-7-15-P03	κέκληκεν	καλέω	V-XAI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	δεδούλωται	candidate	not_detected
305	1corintios	7	16	1corintios-7-16-P01	1corintios-7-15-P04	οἶδας	οἶδα	V-XAI-2S	2	S	confirmed	finite_verb_morphology	shift	person_number_change	3	S	κέκληκεν	candidate	not_detected
306	1corintios	7	16	1corintios-7-16-P02	1corintios-7-16-P01	σώσεις	σῴζω	V-FAI-2S	2	S	confirmed	finite_verb_morphology	same	person_number_match	2	S	οἶδας	unresolved	candidate
307	1corintios	7	16	1corintios-7-16-P03	1corintios-7-16-P02	οἶδας	οἶδα	V-XAI-2S	2	S	confirmed	finite_verb_morphology	same	person_number_match	2	S	σώσεις	candidate	not_detected
308	1corintios	7	16	1corintios-7-16-P04	1corintios-7-16-P03	σώσεις	σῴζω	V-FAI-2S	2	S	confirmed	finite_verb_morphology	same	person_number_match	2	S	οἶδας	unresolved	candidate
309	1corintios	7	17	1corintios-7-17-P01	1corintios-7-16-P04	ἐμέρισεν	μερίζω	V-AAI-3S	3	S	confirmed	finite_verb_morphology	shift	person_number_change	2	S	σώσεις	unresolved	candidate
310	1corintios	7	17	1corintios-7-17-P02	1corintios-7-17-P01	κέκληκεν	καλέω	V-XAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	ἐμέρισεν	unresolved	candidate
311	1corintios	7	17	1corintios-7-17-P03	1corintios-7-17-P02	περιπατείτω	περιπατέω	V-PAD-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			κέκληκεν	candidate	not_detected
312	1corintios	7	17	1corintios-7-17-P04	1corintios-7-17-P03	διατάσσομαι	διατάσσω	V-PMI-1S	1	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			περιπατείτω	candidate	not_detected
313	1corintios	7	18	1corintios-7-18-P01	1corintios-7-17-P04	ἐκλήθη;	καλέω	V-API-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	1	S	διατάσσομαι	candidate	not_detected
314	1corintios	7	18	1corintios-7-18-P02	1corintios-7-18-P01	ἐπισπάσθω	ἐπισπάομαι	V-PMD-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἐκλήθη;	candidate	not_detected
315	1corintios	7	18	1corintios-7-18-P03	1corintios-7-18-P02	κέκληταί	καλέω	V-XPI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	ἐπισπάσθω	candidate	not_detected
316	1corintios	7	18	1corintios-7-18-P04	1corintios-7-18-P03	περιτεμνέσθω	περιτέμνω	V-PPD-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	κέκληταί	candidate	not_detected
317	1corintios	7	19	1corintios-7-19-P01	1corintios-7-18-P04	ἐστιν	εἰμί	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			περιτεμνέσθω	candidate	not_detected
318	1corintios	7	19	1corintios-7-19-P02	1corintios-7-19-P01	ἐστιν	εἰμί	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			ἐστιν	candidate	not_detected
319	1corintios	7	20	1corintios-7-20-P01	1corintios-7-19-P02	ἐκλήθη	καλέω	V-API-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἐστιν	candidate	not_detected
320	1corintios	7	20	1corintios-7-20-P02	1corintios-7-20-P01	μενέτω	μένω	V-PAD-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	ἐκλήθη	candidate	not_detected
321	1corintios	7	21	1corintios-7-21-P01	1corintios-7-20-P02	ἐκλήθης;	καλέω	V-API-2S	2	S	confirmed	finite_verb_morphology	shift	person_number_change	3	S	μενέτω	candidate	not_detected
322	1corintios	7	21	1corintios-7-21-P02	1corintios-7-21-P01	μελέτω	μέλει	V-PAD-3S	3	S	confirmed	finite_verb_morphology	shift	person_number_change	2	S	ἐκλήθης;	candidate	not_detected
323	1corintios	7	21	1corintios-7-21-P03	1corintios-7-21-P02	δύνασαι	δύναμαι	V-PMI-2S	2	S	confirmed	finite_verb_morphology	shift	person_number_change	3	S	μελέτω	unresolved	candidate
324	1corintios	7	21	1corintios-7-21-P04	1corintios-7-21-P03	χρῆσαι	χράομαι	V-AMD-2S	2	S	confirmed	finite_verb_morphology	same	person_number_match	2	S	δύνασαι	candidate	not_detected
325	1corintios	7	22	1corintios-7-22-P01	1corintios-7-21-P04	ἐστίν	εἰμί	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	2	S	χρῆσαι	candidate	not_detected
326	1corintios	7	22	1corintios-7-22-P02	1corintios-7-22-P01	ἐστιν	εἰμί	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			ἐστίν	candidate	not_detected
327	1corintios	7	23	1corintios-7-23-P01	1corintios-7-22-P02	ἠγοράσθητε	ἀγοράζω	V-API-2P	2	P	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἐστιν	candidate	not_detected
328	1corintios	7	23	1corintios-7-23-P02	1corintios-7-23-P01	γίνεσθε	γίνομαι	V-PMD-2P	2	P	confirmed	finite_verb_morphology	same	person_number_match	2	P	ἠγοράσθητε	candidate	not_detected
329	1corintios	7	24	1corintios-7-24-P01	1corintios-7-23-P02	ἐκλήθη	καλέω	V-API-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	2	P	γίνεσθε	candidate	not_detected
330	1corintios	7	24	1corintios-7-24-P02	1corintios-7-24-P01	μενέτω	μένω	V-PAD-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἐκλήθη	candidate	not_detected
331	1corintios	7	25	1corintios-7-25-P01	1corintios-7-24-P02	ἔχω	ἔχω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	shift	person_number_change	3	S	μενέτω	candidate	not_detected
332	1corintios	7	25	1corintios-7-25-P02	1corintios-7-25-P01	δίδωμι	δίδωμι	V-PAI-1S	1	S	confirmed	finite_verb_morphology	same	person_number_match	1	S	ἔχω	candidate	not_detected
333	1corintios	7	26	1corintios-7-26-P01	1corintios-7-25-P02	νομίζω	νομίζω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	same	person_number_match	1	S	δίδωμι	candidate	not_detected
334	1corintios	7	27	1corintios-7-27-P01	1corintios-7-26-P01	δέδεσαι	δέω	V-XPI-2S	2	S	confirmed	finite_verb_morphology	shift	person_number_change	1	S	νομίζω	candidate	not_detected
335	1corintios	7	27	1corintios-7-27-P02	1corintios-7-27-P01	ζήτει	ζητέω	V-PAD-2S	2	S	confirmed	finite_verb_morphology	same	person_number_match	2	S	δέδεσαι	candidate	not_detected
336	1corintios	7	27	1corintios-7-27-P03	1corintios-7-27-P02	λέλυσαι	λύω	V-XPI-2S	2	S	confirmed	finite_verb_morphology	same	person_number_match	2	S	ζήτει	candidate	not_detected
337	1corintios	7	27	1corintios-7-27-P04	1corintios-7-27-P03	ζήτει	ζητέω	V-PAD-2S	2	S	confirmed	finite_verb_morphology	same	person_number_match	2	S	λέλυσαι	candidate	not_detected
338	1corintios	7	28	1corintios-7-28-P01	1corintios-7-27-P04	γαμήσῃς	γαμέω	V-AAS-2S	2	S	confirmed	finite_verb_morphology	same	person_number_match	2	S	ζήτει	unresolved	candidate
339	1corintios	7	28	1corintios-7-28-P02	1corintios-7-28-P01	ἥμαρτες	ἁμαρτάνω	V-AAI-2S	2	S	confirmed	finite_verb_morphology	same	person_number_match	2	S	γαμήσῃς	candidate	not_detected
340	1corintios	7	28	1corintios-7-28-P03	1corintios-7-28-P02	γήμῃ	γαμέω	V-AAS-3S	3	S	confirmed	finite_verb_morphology	shift	person_number_change	2	S	ἥμαρτες	unresolved	candidate
341	1corintios	7	28	1corintios-7-28-P04	1corintios-7-28-P03	ἥμαρτεν	ἁμαρτάνω	V-AAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	γήμῃ	candidate	not_detected
342	1corintios	7	28	1corintios-7-28-P05	1corintios-7-28-P04	ἕξουσιν	ἔχω	V-FAI-3P	3	P	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἥμαρτεν	candidate	not_detected
343	1corintios	7	28	1corintios-7-28-P06	1corintios-7-28-P05	φείδομαι	φείδομαι	V-PMI-1S	1	S	confirmed	finite_verb_morphology	shift	person_number_change	3	P	ἕξουσιν	candidate	not_detected
344	1corintios	7	29	1corintios-7-29-P01	1corintios-7-28-P06	φημι	φημί	V-PAI-1S	1	S	confirmed	finite_verb_morphology	same	person_number_match	1	S	φείδομαι	candidate	not_detected
345	1corintios	7	29	1corintios-7-29-P02	1corintios-7-29-P01	ἐστίν	εἰμί	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	1	S	φημι	candidate	not_detected
346	1corintios	7	29	1corintios-7-29-P03	1corintios-7-29-P02	ὦσιν	εἰμί	V-PAS-3P			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			ἐστίν	unresolved	candidate
347	1corintios	7	31	1corintios-7-31-P01	1corintios-7-29-P03	παράγει	παράγω	V-PAI-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ὦσιν	unresolved	candidate
348	1corintios	7	32	1corintios-7-32-P01	1corintios-7-31-P01	θέλω	θέλω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	shift	person_number_change	3	S	παράγει	candidate	not_detected
349	1corintios	7	32	1corintios-7-32-P02	1corintios-7-32-P01	μεριμνᾷ	μεριμνάω	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	1	S	θέλω	candidate	not_detected
350	1corintios	7	32	1corintios-7-32-P03	1corintios-7-32-P02	ἀρέσῃ	ἀρέσκω	V-AAS-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			μεριμνᾷ	candidate	not_detected
351	1corintios	7	33	1corintios-7-33-P01	1corintios-7-32-P03	μεριμνᾷ	μεριμνάω	V-PAI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	ἀρέσῃ	candidate	not_detected
352	1corintios	7	33	1corintios-7-33-P02	1corintios-7-33-P01	ἀρέσῃ	ἀρέσκω	V-AAS-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	μεριμνᾷ	candidate	not_detected
353	1corintios	7	34	1corintios-7-34-P01	1corintios-7-33-P02	μεμέρισται	μερίζω	V-XPI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	ἀρέσῃ	candidate	not_detected
354	1corintios	7	34	1corintios-7-34-P02	1corintios-7-34-P01	μεριμνᾷ	μεριμνάω	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	μεμέρισται	candidate	not_detected
