summary_type	name	count
confidence	low	765
confidence	moderate	253
candidate_label	ACLARA	507
candidate_label	CONDICIÓN	102
candidate_label	EXPONE	560
candidate_label	PROPÓSITO	56
candidate_label	RAZÓN	55
candidate_label	RESULTADO	12
