stream_index	book	chapter	verse	predication_id	previous_predication_id	finite_verb	finite_compact	subject_person	subject_number	subject_refinement_status	subject_refinement_source	continuity_status	continuity_source	independence_status	subordination_status	movement_status	movement_reason_count	movement_reasons
931	1corintios	15	37	1corintios-15-37-P03	1corintios-15-37-P02	τύχοι	V-AAO-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
932	1corintios	15	38	1corintios-15-38-P01	1corintios-15-37-P03	δίδωσιν	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
933	1corintios	15	38	1corintios-15-38-P02	1corintios-15-38-P01	ἠθέλησεν	V-AAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
934	1corintios	15	41	1corintios-15-41-P01	1corintios-15-38-P02	διαφέρει	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
935	1corintios	15	42	1corintios-15-42-P01	1corintios-15-41-P01	σπείρεται	V-PPI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]
936	1corintios	15	42	1corintios-15-42-P02	1corintios-15-42-P01	ἐγείρεται	V-PPI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
937	1corintios	15	43	1corintios-15-43-P01	1corintios-15-42-P02	σπείρεται	V-PPI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
938	1corintios	15	43	1corintios-15-43-P02	1corintios-15-43-P01	ἐγείρεται	V-PPI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
939	1corintios	15	43	1corintios-15-43-P03	1corintios-15-43-P02	σπείρεται	V-PPI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
940	1corintios	15	43	1corintios-15-43-P04	1corintios-15-43-P03	ἐγείρεται	V-PPI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
941	1corintios	15	44	1corintios-15-44-P01	1corintios-15-43-P04	σπείρεται	V-PPI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
942	1corintios	15	44	1corintios-15-44-P02	1corintios-15-44-P01	ἐγείρεται	V-PPI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]
943	1corintios	15	44	1corintios-15-44-P03	1corintios-15-44-P02	ἔστιν	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
944	1corintios	15	44	1corintios-15-44-P04	1corintios-15-44-P03	ἔστιν	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
945	1corintios	15	45	1corintios-15-45-P01	1corintios-15-44-P04	γέγραπται	V-XPI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
946	1corintios	15	45	1corintios-15-45-P02	1corintios-15-45-P01	ἐγένετο	V-AMI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
947	1corintios	15	49	1corintios-15-49-P01	1corintios-15-45-P02	ἐφορέσαμεν	V-AAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
948	1corintios	15	49	1corintios-15-49-P02	1corintios-15-49-P01	φορέσομεν	V-FAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
949	1corintios	15	50	1corintios-15-50-P01	1corintios-15-49-P02	φημι	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""number_change"", ""subject_shift""]"
950	1corintios	15	50	1corintios-15-50-P02	1corintios-15-50-P01	δύναται	V-PMI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	unresolved	candidate	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
951	1corintios	15	50	1corintios-15-50-P03	1corintios-15-50-P02	κληρονομεῖ	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
952	1corintios	15	51	1corintios-15-51-P01	1corintios-15-50-P03	λέγω	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"
953	1corintios	15	51	1corintios-15-51-P02	1corintios-15-51-P01	κοιμηθησόμεθα	V-FPI-1P	1	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""number_change"", ""subject_shift""]"
954	1corintios	15	51	1corintios-15-51-P03	1corintios-15-51-P02	ἀλλαγησόμεθα	V-FPI-1P	1	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
955	1corintios	15	52	1corintios-15-52-P01	1corintios-15-51-P03	σαλπίσει	V-FAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"
956	1corintios	15	52	1corintios-15-52-P02	1corintios-15-52-P01	ἐγερθήσονται	V-FPI-3P	3	P	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""number_change"", ""subject_shift""]"
957	1corintios	15	52	1corintios-15-52-P03	1corintios-15-52-P02	ἀλλαγησόμεθα	V-FPI-1P	1	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"
958	1corintios	15	53	1corintios-15-53-P01	1corintios-15-52-P03	δεῖ	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"
959	1corintios	15	54	1corintios-15-54-P01	1corintios-15-53-P01	ἐνδύσηται	V-AMS-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
960	1corintios	15	54	1corintios-15-54-P02	1corintios-15-54-P01	ἐνδύσηται	V-AMS-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
961	1corintios	15	54	1corintios-15-54-P03	1corintios-15-54-P02	γενήσεται	V-FMI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
962	1corintios	15	54	1corintios-15-54-P04	1corintios-15-54-P03	κατεπόθη	V-API-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]
963	1corintios	15	58	1corintios-15-58-P01	1corintios-15-54-P04	γίνεσθε	V-PMD-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
964	1corintios	15	58	1corintios-15-58-P02	1corintios-15-58-P01	ἔστιν	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	unresolved	candidate	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"
965	1corintios	16	1	1corintios-16-1-P01	1corintios-15-58-P02	διέταξα	V-AAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
966	1corintios	16	1	1corintios-16-1-P02	1corintios-16-1-P01	ποιήσατε	V-AAD-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"
967	1corintios	16	2	1corintios-16-2-P01	1corintios-16-1-P02	τιθέτω	V-PAD-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"
968	1corintios	16	2	1corintios-16-2-P02	1corintios-16-2-P01	εὐοδῶται	V-PPS-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
969	1corintios	16	2	1corintios-16-2-P03	1corintios-16-2-P02	ἔλθω	V-AAS-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	candidate	2	"[""person_change"", ""subject_shift""]"
970	1corintios	16	2	1corintios-16-2-P04	1corintios-16-2-P03	γίνωνται	V-PMS-3P	3	P	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
971	1corintios	16	3	1corintios-16-3-P01	1corintios-16-2-P04	παραγένωμαι	V-AMS-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
972	1corintios	16	3	1corintios-16-3-P02	1corintios-16-3-P01	δοκιμάσητε	V-AAS-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"
973	1corintios	16	3	1corintios-16-3-P03	1corintios-16-3-P02	πέμψω	V-FAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
974	1corintios	16	4	1corintios-16-4-P01	1corintios-16-3-P03	ᾖ	V-PAS-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	unresolved	candidate	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
975	1corintios	16	4	1corintios-16-4-P02	1corintios-16-4-P01	πορεύσονται	V-FMI-3P	3	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	4	"[""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""]"
976	1corintios	16	5	1corintios-16-5-P01	1corintios-16-4-P02	ἐλεύσομαι	V-FMI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"
977	1corintios	16	5	1corintios-16-5-P02	1corintios-16-5-P01	διέλθω	V-AAS-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
978	1corintios	16	5	1corintios-16-5-P03	1corintios-16-5-P02	διέρχομαι	V-PMI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
979	1corintios	16	6	1corintios-16-6-P01	1corintios-16-5-P03	παραμενῶ	V-FAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
980	1corintios	16	6	1corintios-16-6-P02	1corintios-16-6-P01	παραχειμάσω	V-FAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
981	1corintios	16	6	1corintios-16-6-P03	1corintios-16-6-P02	προπέμψητε	V-AAS-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
982	1corintios	16	6	1corintios-16-6-P04	1corintios-16-6-P03	πορεύωμαι	V-PMS-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"
983	1corintios	16	7	1corintios-16-7-P01	1corintios-16-6-P04	θέλω	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
984	1corintios	16	7	1corintios-16-7-P02	1corintios-16-7-P01	ἐλπίζω	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
985	1corintios	16	7	1corintios-16-7-P03	1corintios-16-7-P02	ἐπιτρέψῃ	V-AAS-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	unresolved	candidate	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
986	1corintios	16	8	1corintios-16-8-P01	1corintios-16-7-P03	ἐπιμενῶ	V-FAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
987	1corintios	16	9	1corintios-16-9-P01	1corintios-16-8-P01	ἀνέῳγεν	V-XAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"
988	1corintios	16	10	1corintios-16-10-P01	1corintios-16-9-P01	ἔλθῃ	V-AAS-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
989	1corintios	16	10	1corintios-16-10-P02	1corintios-16-10-P01	βλέπετε	V-PAD-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
990	1corintios	16	10	1corintios-16-10-P03	1corintios-16-10-P02	γένηται	V-AMS-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
991	1corintios	16	10	1corintios-16-10-P04	1corintios-16-10-P03	ἐργάζεται	V-PMI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
