book	chapter	continuity_source	continuity_status	finite_compact	finite_verb	independence_status	movement_reason_count	movement_reasons	movement_status	predication_id	previous_predication_id	stream_index	subject_number	subject_person	subject_refinement_source	subject_refinement_status	subordination_status	verse	continuity_status_refined	continuity_refinement
1corintios	9	existing_continuity_status	same	V-PAI-1S	ποιῶ	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-9-23-P01	1corintios-9-22-P04	468	S	1	finite_verb_morphology	explicit_or_morphological	not_detected	23	same	none
1corintios	9	existing_continuity_status	same	V-AMS-1S	γένωμαι	unresolved	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-9-23-P02	1corintios-9-23-P01	469	S	1	finite_verb_morphology	explicit_or_morphological	candidate	23	same	none
1corintios	9	existing_continuity_status	shift	V-XAI-2P	οἴδατε	candidate	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-9-24-P01	1corintios-9-23-P02	470	P	2	finite_verb_morphology	explicit_or_morphological	not_detected	24	shift	none
1corintios	9	existing_continuity_status	shift	V-PAI-3P	τρέχουσιν	unresolved	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-9-24-P02	1corintios-9-24-P01	471	P	3	finite_verb_morphology	explicit_or_morphological	candidate	24	shift	none
1corintios	9	existing_continuity_status	shift	V-PAI-3S	λαμβάνει	candidate	4	"[""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-9-24-P03	1corintios-9-24-P02	472	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	24	shift	none
1corintios	9	existing_continuity_status	shift	V-PAD-2P	τρέχετε	candidate	3	"[""number_change"", ""person_change"", ""subject_shift""]"	strong	1corintios-9-24-P04	1corintios-9-24-P03	473	P	2	finite_verb_morphology	explicit_or_morphological	not_detected	24	shift	none
1corintios	9	existing_continuity_status	same	V-AAS-2P	καταλάβητε	unresolved	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-9-24-P05	1corintios-9-24-P04	474	P	2	finite_verb_morphology	explicit_or_morphological	candidate	24	same	none
1corintios	9	existing_continuity_status	shift	V-PMI-3S	ἐγκρατεύεται	candidate	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-9-25-P01	1corintios-9-24-P05	475	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	25	shift	none
1corintios	9	existing_continuity_status	shift	V-AAS-3P	λάβωσιν	unresolved	4	"[""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-9-25-P02	1corintios-9-25-P01	476	P	3	finite_verb_morphology	explicit_or_morphological	candidate	25	shift	none
1corintios	9	existing_continuity_status	shift	V-PAI-1S	τρέχω	candidate	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-9-26-P01	1corintios-9-25-P02	477	S	1	finite_verb_morphology	explicit_or_morphological	not_detected	26	shift	none
1corintios	9	existing_continuity_status	same	V-PAI-1S	πυκτεύω	unresolved	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-9-26-P02	1corintios-9-26-P01	478	S	1	finite_verb_morphology	explicit_or_morphological	candidate	26	same	none
1corintios	9	existing_continuity_status	same	V-PAI-1S	ὑπωπιάζω	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-9-27-P01	1corintios-9-26-P02	479	S	1	finite_verb_morphology	explicit_or_morphological	not_detected	27	same	none
1corintios	9	existing_continuity_status	same	V-PAI-1S	δουλαγωγῶ	candidate	0	[]	none	1corintios-9-27-P02	1corintios-9-27-P01	480	S	1	finite_verb_morphology	explicit_or_morphological	not_detected	27	same	none
1corintios	9	existing_continuity_status	same	V-AMS-1S	γένωμαι	candidate	0	[]	none	1corintios-9-27-P03	1corintios-9-27-P02	481	S	1	finite_verb_morphology	explicit_or_morphological	not_detected	27	same	none
1corintios	10	existing_continuity_status	same	V-PAI-1S	θέλω	candidate	0	[]	none	1corintios-10-1-P01	1corintios-9-27-P03	482	S	1	finite_verb_morphology	explicit_or_morphological	not_detected	1	same	none
1corintios	10	existing_continuity_status	shift	V-IAI-3P	ἦσαν	unresolved	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-10-1-P02	1corintios-10-1-P01	483	P	3	finite_compact_person_number	finite_morphology_fallback	candidate	1	shift	none
1corintios	10	existing_continuity_status	same	V-AAI-3P	διῆλθον	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-10-1-P03	1corintios-10-1-P02	484	P	3	finite_compact_person_number	finite_morphology_fallback	not_detected	1	same	none
1corintios	10	existing_continuity_status	same	V-AMI-3P	ἐβαπτίσαντο	candidate	0	[]	none	1corintios-10-2-P01	1corintios-10-1-P03	485	P	3	finite_compact_person_number	finite_morphology_fallback	not_detected	2	same	none
1corintios	10	existing_continuity_status	same	V-AAI-3P	ἔφαγον	candidate	0	[]	none	1corintios-10-3-P01	1corintios-10-2-P01	486	P	3	finite_compact_person_number	finite_morphology_fallback	not_detected	3	same	none
1corintios	10	existing_continuity_status	same	V-AAI-3P	ἔπιον	candidate	0	[]	none	1corintios-10-4-P01	1corintios-10-3-P01	487	P	3	finite_compact_person_number	finite_morphology_fallback	not_detected	4	same	none
1corintios	10	existing_continuity_status	same	V-IAI-3P	ἔπινον	candidate	0	[]	none	1corintios-10-4-P02	1corintios-10-4-P01	488	P	3	finite_verb_morphology	explicit_or_morphological	not_detected	4	same	none
1corintios	10	existing_continuity_status	shift	V-IAI-3S	ἦν	candidate	2	"[""number_change"", ""subject_shift""]"	candidate	1corintios-10-4-P03	1corintios-10-4-P02	489	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	4	shift	none
1corintios	10	existing_continuity_status	same	V-AAI-3S	ηὐδόκησεν	candidate	0	[]	none	1corintios-10-5-P01	1corintios-10-4-P03	490	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	5	same	none
1corintios	10	existing_continuity_status	shift	V-API-3P	κατεστρώθησαν	candidate	2	"[""number_change"", ""subject_shift""]"	candidate	1corintios-10-5-P02	1corintios-10-5-P01	491	P	3	finite_verb_morphology	explicit_or_morphological	not_detected	5	shift	none
1corintios	10	existing_continuity_status	same	V-API-3P	ἐγενήθησαν	candidate	0	[]	none	1corintios-10-6-P01	1corintios-10-5-P02	492	P	3	finite_compact_person_number	finite_morphology_fallback	not_detected	6	same	none
1corintios	10	existing_continuity_status	same	V-AAI-3P	ἐπεθύμησαν	unresolved	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-10-6-P02	1corintios-10-6-P01	493	P	3	finite_compact_person_number	finite_morphology_fallback	candidate	6	same	none
1corintios	10	existing_continuity_status	shift	V-PMD-2P	γίνεσθε	candidate	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-10-7-P01	1corintios-10-6-P02	494	P	2	finite_verb_morphology	explicit_or_morphological	not_detected	7	shift	none
1corintios	10	existing_continuity_status	shift	V-XPI-3S	γέγραπται	unresolved	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-10-7-P02	1corintios-10-7-P01	495	S	3	finite_verb_morphology	explicit_or_morphological	candidate	7	shift	none
1corintios	10	existing_continuity_status	same	V-AAI-3S	ἐκάθισεν	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-10-7-P03	1corintios-10-7-P02	496	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	7	same	none
1corintios	10	existing_continuity_status	shift	V-AAI-3P	ἀνέστησαν	candidate	2	"[""number_change"", ""subject_shift""]"	candidate	1corintios-10-7-P04	1corintios-10-7-P03	497	P	3	finite_verb_morphology	explicit_or_morphological	not_detected	7	shift	none
1corintios	10	existing_continuity_status	shift	V-PAS-1P	πορνεύωμεν	candidate	2	"[""person_change"", ""subject_shift""]"	candidate	1corintios-10-8-P01	1corintios-10-7-P04	498	P	1	finite_verb_morphology	explicit_or_morphological	not_detected	8	shift	none
1corintios	10	existing_continuity_status	shift	V-AAI-3P	ἐπόρνευσαν	unresolved	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-10-8-P02	1corintios-10-8-P01	499	P	3	finite_compact_person_number	finite_morphology_fallback	candidate	8	shift	none
1corintios	10	existing_continuity_status	same	V-AAI-3P	ἔπεσαν	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-10-8-P03	1corintios-10-8-P02	500	P	3	finite_verb_morphology	explicit_or_morphological	not_detected	8	same	none
1corintios	10	existing_continuity_status	shift	V-PAS-1P	ἐκπειράζωμεν	candidate	2	"[""person_change"", ""subject_shift""]"	candidate	1corintios-10-9-P01	1corintios-10-8-P03	501	P	1	finite_verb_morphology	explicit_or_morphological	not_detected	9	shift	none
1corintios	10	existing_continuity_status	shift	V-AAI-3P	ἐπείρασαν	unresolved	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-10-9-P02	1corintios-10-9-P01	502	P	3	finite_compact_person_number	finite_morphology_fallback	candidate	9	shift	none
1corintios	10	existing_continuity_status	same	V-IPI-3P	ἀπώλλυντο	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-10-9-P03	1corintios-10-9-P02	503	P	3	finite_verb_morphology	explicit_or_morphological	not_detected	9	same	none
1corintios	10	existing_continuity_status	shift	V-PAD-2P	γογγύζετε	candidate	2	"[""person_change"", ""subject_shift""]"	candidate	1corintios-10-10-P01	1corintios-10-9-P03	504	P	2	finite_verb_morphology	explicit_or_morphological	not_detected	10	shift	none
1corintios	10	existing_continuity_status	shift	V-AAI-3P	ἐγόγγυσαν	candidate	2	"[""person_change"", ""subject_shift""]"	candidate	1corintios-10-10-P02	1corintios-10-10-P01	505	P	3	finite_compact_person_number	finite_morphology_fallback	not_detected	10	shift	none
1corintios	10	existing_continuity_status	same	V-AMI-3P	ἀπώλοντο	candidate	0	[]	none	1corintios-10-10-P03	1corintios-10-10-P02	506	P	3	finite_verb_morphology	explicit_or_morphological	not_detected	10	same	none
1corintios	10	existing_continuity_status	shift	V-IAI-3S	συνέβαινεν	candidate	2	"[""number_change"", ""subject_shift""]"	candidate	1corintios-10-11-P01	1corintios-10-10-P03	507	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	11	shift	none
1corintios	10	existing_continuity_status	same	V-API-3S	ἐγράφη	candidate	0	[]	none	1corintios-10-11-P02	1corintios-10-11-P01	508	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	11	same	none
1corintios	10	existing_continuity_status	same	V-XAI-3S	κατήντηκεν	candidate	0	[]	none	1corintios-10-11-P03	1corintios-10-11-P02	509	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	11	same	none
1corintios	10	existing_continuity_status	same	V-PAD-3S	βλεπέτω	unresolved	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-10-12-P01	1corintios-10-11-P03	510	S	3	finite_compact_person_number	finite_morphology_fallback	candidate	12	same	none
1corintios	10	existing_continuity_status	same	V-AAS-3S	πέσῃ	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-10-12-P02	1corintios-10-12-P01	511	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	12	same	none
1corintios	10	existing_continuity_status	same	V-XAI-3S	εἴληφεν	candidate	0	[]	none	1corintios-10-13-P01	1corintios-10-12-P02	512	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	13	same	none
1corintios	10	existing_continuity_status	same	V-FAI-3S	ἐάσει	unresolved	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-10-13-P02	1corintios-10-13-P01	513	S	3	finite_compact_person_number	finite_morphology_fallback	candidate	13	same	none
1corintios	10	existing_continuity_status	shift	V-PMI-2P	δύνασθε	candidate	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-10-13-P03	1corintios-10-13-P02	514	P	2	finite_verb_morphology	explicit_or_morphological	not_detected	13	shift	none
1corintios	10	existing_continuity_status	shift	V-FAI-3S	ποιήσει	candidate	3	"[""number_change"", ""person_change"", ""subject_shift""]"	strong	1corintios-10-13-P04	1corintios-10-13-P03	515	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	13	shift	none
1corintios	10	existing_continuity_status	shift	V-PAD-2P	φεύγετε	candidate	3	"[""number_change"", ""person_change"", ""subject_shift""]"	strong	1corintios-10-14-P01	1corintios-10-13-P04	516	P	2	finite_verb_morphology	explicit_or_morphological	not_detected	14	shift	none
1corintios	10	existing_continuity_status	shift	V-PAI-1S	λέγω	unresolved	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-10-15-P01	1corintios-10-14-P01	517	S	1	finite_verb_morphology	explicit_or_morphological	candidate	15	shift	none
1corintios	10	existing_continuity_status	shift	V-AAD-2P	κρίνατε	candidate	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-10-15-P02	1corintios-10-15-P01	518	P	2	finite_verb_morphology	explicit_or_morphological	not_detected	15	shift	none
1corintios	10	existing_continuity_status	shift	V-PAI-1S	φημι	candidate	3	"[""number_change"", ""person_change"", ""subject_shift""]"	strong	1corintios-10-15-P03	1corintios-10-15-P02	519	S	1	finite_verb_morphology	explicit_or_morphological	not_detected	15	shift	none
1corintios	10	existing_continuity_status	shift	V-PAI-1P	εὐλογοῦμεν	candidate	2	"[""number_change"", ""subject_shift""]"	candidate	1corintios-10-16-P01	1corintios-10-15-P03	520	P	1	finite_verb_morphology	explicit_or_morphological	not_detected	16	shift	none
1corintios	10	existing_continuity_status	shift	V-PAI-3S	ἐστὶν	candidate	3	"[""number_change"", ""person_change"", ""subject_shift""]"	strong	1corintios-10-16-P02	1corintios-10-16-P01	521	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	16	shift	none
1corintios	10	existing_continuity_status	shift	V-PAI-1P	κλῶμεν	candidate	3	"[""number_change"", ""person_change"", ""subject_shift""]"	strong	1corintios-10-16-P03	1corintios-10-16-P02	522	P	1	finite_verb_morphology	explicit_or_morphological	not_detected	16	shift	none
1corintios	10	existing_continuity_status	shift	V-PAI-3S	ἐστιν	candidate	3	"[""number_change"", ""person_change"", ""subject_shift""]"	strong	1corintios-10-16-P04	1corintios-10-16-P03	523	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	16	shift	none
1corintios	10	existing_continuity_status	shift	V-PAI-1P	ἐσμεν	unresolved	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-10-17-P01	1corintios-10-16-P04	524	P	1	finite_verb_morphology	explicit_or_morphological	candidate	17	shift	none
1corintios	10	existing_continuity_status	same	V-PAI-1P	μετέχομεν	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-10-17-P02	1corintios-10-17-P01	525	P	1	finite_verb_morphology	explicit_or_morphological	not_detected	17	same	none
1corintios	10	existing_continuity_status	shift	V-PAD-2P	βλέπετε	candidate	2	"[""person_change"", ""subject_shift""]"	candidate	1corintios-10-18-P01	1corintios-10-17-P02	526	P	2	finite_verb_morphology	explicit_or_morphological	not_detected	18	shift	none
1corintios	10	existing_continuity_status	shift	V-PAI-3P	εἰσίν	candidate	2	"[""person_change"", ""subject_shift""]"	candidate	1corintios-10-18-P02	1corintios-10-18-P01	527	P	3	finite_compact_person_number	finite_morphology_fallback	not_detected	18	shift	none
1corintios	10	existing_continuity_status	shift	V-PAI-1S	φημι	candidate	3	"[""number_change"", ""person_change"", ""subject_shift""]"	strong	1corintios-10-19-P01	1corintios-10-18-P02	528	S	1	finite_verb_morphology	explicit_or_morphological	not_detected	19	shift	none
1corintios	10	existing_continuity_status	shift	V-PAI-3S	ἐστιν	unresolved	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-10-19-P02	1corintios-10-19-P01	529	S	3	finite_compact_person_number	finite_morphology_fallback	candidate	19	shift	none
1corintios	10	existing_continuity_status	same	V-PAI-3S	ἐστιν	unresolved	0	[]	none	1corintios-10-19-P03	1corintios-10-19-P02	530	S	3	finite_compact_person_number	finite_morphology_fallback	candidate	19	same	none
1corintios	10	existing_continuity_status	shift	V-PAI-3P	θύουσιν	unresolved	2	"[""number_change"", ""subject_shift""]"	candidate	1corintios-10-20-P01	1corintios-10-19-P03	531	P	3	finite_verb_morphology	explicit_or_morphological	candidate	20	shift	none
1corintios	10	existing_continuity_status	same	V-PAI-3P	θύουσιν	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-10-20-P02	1corintios-10-20-P01	532	P	3	finite_verb_morphology	explicit_or_morphological	not_detected	20	same	none
1corintios	10	existing_continuity_status	shift	V-PAI-1S	θέλω	candidate	3	"[""number_change"", ""person_change"", ""subject_shift""]"	strong	1corintios-10-20-P03	1corintios-10-20-P02	533	S	1	finite_verb_morphology	explicit_or_morphological	not_detected	20	shift	none
1corintios	10	existing_continuity_status	shift	V-PMI-2P	δύνασθε	candidate	3	"[""number_change"", ""person_change"", ""subject_shift""]"	strong	1corintios-10-21-P01	1corintios-10-20-P03	534	P	2	finite_verb_morphology	explicit_or_morphological	not_detected	21	shift	none
1corintios	10	existing_continuity_status	same	V-PMI-2P	δύνασθε	candidate	0	[]	none	1corintios-10-21-P02	1corintios-10-21-P01	535	P	2	finite_verb_morphology	explicit_or_morphological	not_detected	21	same	none
1corintios	10	existing_continuity_status	shift	V-PAI-1P	παραζηλοῦμεν	candidate	2	"[""person_change"", ""subject_shift""]"	candidate	1corintios-10-22-P01	1corintios-10-21-P02	536	P	1	finite_verb_morphology	explicit_or_morphological	not_detected	22	shift	none
1corintios	10	existing_continuity_status	same	V-PAI-1P	ἐσμεν	candidate	0	[]	none	1corintios-10-22-P02	1corintios-10-22-P01	537	P	1	finite_verb_morphology	explicit_or_morphological	not_detected	22	same	none
1corintios	10	existing_continuity_status	shift	V-PAI-3S	ἔξεστιν	candidate	3	"[""number_change"", ""person_change"", ""subject_shift""]"	strong	1corintios-10-23-P01	1corintios-10-22-P02	538	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	23	shift	none
1corintios	10	existing_continuity_status	same	V-PAI-3S	συμφέρει	candidate	0	[]	none	1corintios-10-23-P02	1corintios-10-23-P01	539	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	23	same	none
1corintios	10	existing_continuity_status	same	V-PAI-3S	ἔξεστιν	candidate	0	[]	none	1corintios-10-23-P03	1corintios-10-23-P02	540	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	23	same	none
1corintios	10	existing_continuity_status	same	V-PAI-3S	οἰκοδομεῖ	candidate	0	[]	none	1corintios-10-23-P04	1corintios-10-23-P03	541	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	23	same	none
1corintios	10	existing_continuity_status	same	V-PAD-3S	ζητείτω	candidate	0	[]	none	1corintios-10-24-P01	1corintios-10-23-P04	542	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	24	same	none
1corintios	10	existing_continuity_status	shift	V-PAD-2P	ἐσθίετε	candidate	3	"[""number_change"", ""person_change"", ""subject_shift""]"	strong	1corintios-10-25-P01	1corintios-10-24-P01	543	P	2	finite_verb_morphology	explicit_or_morphological	not_detected	25	shift	none
1corintios	10	existing_continuity_status	shift	V-PAI-3S	καλεῖ	unresolved	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-10-27-P01	1corintios-10-25-P01	544	S	3	finite_compact_person_number	finite_morphology_fallback	candidate	27	shift	none
1corintios	10	existing_continuity_status	shift	V-PAI-2P	θέλετε	candidate	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-10-27-P02	1corintios-10-27-P01	545	P	2	finite_verb_morphology	explicit_or_morphological	not_detected	27	shift	none
1corintios	10	existing_continuity_status	same	V-PAD-2P	ἐσθίετε	candidate	0	[]	none	1corintios-10-27-P03	1corintios-10-27-P02	546	P	2	finite_verb_morphology	explicit_or_morphological	not_detected	27	same	none
1corintios	10	existing_continuity_status	shift	V-AAS-3S	εἴπῃ	unresolved	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-10-28-P01	1corintios-10-27-P03	547	S	3	finite_compact_person_number	finite_morphology_fallback	candidate	28	shift	none
1corintios	10	existing_continuity_status	same	V-PAI-3S	ἐστιν	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-10-28-P02	1corintios-10-28-P01	548	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	28	same	none
1corintios	10	existing_continuity_status	shift	V-PAD-2P	ἐσθίετε	candidate	3	"[""number_change"", ""person_change"", ""subject_shift""]"	strong	1corintios-10-28-P03	1corintios-10-28-P02	549	P	2	finite_verb_morphology	explicit_or_morphological	not_detected	28	shift	none
1corintios	10	existing_continuity_status	shift	V-PAI-1S	λέγω	candidate	3	"[""number_change"", ""person_change"", ""subject_shift""]"	strong	1corintios-10-29-P01	1corintios-10-28-P03	550	S	1	finite_verb_morphology	explicit_or_morphological	not_detected	29	shift	none
1corintios	10	existing_continuity_status	shift	V-PPI-3S	κρίνεται	candidate	2	"[""person_change"", ""subject_shift""]"	candidate	1corintios-10-29-P02	1corintios-10-29-P01	551	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	29	shift	none
1corintios	10	existing_continuity_status	shift	V-PAI-1S	μετέχω	unresolved	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-10-30-P01	1corintios-10-29-P02	552	S	1	finite_verb_morphology	explicit_or_morphological	candidate	30	shift	none
1corintios	10	existing_continuity_status	same	V-PPI-1S	βλασφημοῦμαι	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-10-30-P02	1corintios-10-30-P01	553	S	1	finite_verb_morphology	explicit_or_morphological	not_detected	30	same	none
1corintios	10	existing_continuity_status	same	V-PAI-1S	εὐχαριστῶ	candidate	0	[]	none	1corintios-10-30-P03	1corintios-10-30-P02	554	S	1	finite_verb_morphology	explicit_or_morphological	not_detected	30	same	none
1corintios	10	existing_continuity_status	shift	V-PAI-2P	ἐσθίετε	candidate	3	"[""number_change"", ""person_change"", ""subject_shift""]"	strong	1corintios-10-31-P01	1corintios-10-30-P03	555	P	2	finite_verb_morphology	explicit_or_morphological	not_detected	31	shift	none
1corintios	10	existing_continuity_status	same	V-PAI-2P	πίνετε	candidate	0	[]	none	1corintios-10-31-P02	1corintios-10-31-P01	556	P	2	finite_verb_morphology	explicit_or_morphological	not_detected	31	same	none
1corintios	10	existing_continuity_status	same	V-PAI-2P	ποιεῖτε	candidate	0	[]	none	1corintios-10-31-P03	1corintios-10-31-P02	557	P	2	finite_verb_morphology	explicit_or_morphological	not_detected	31	same	none
1corintios	10	existing_continuity_status	same	V-PAD-2P	ποιεῖτε	candidate	0	[]	none	1corintios-10-31-P04	1corintios-10-31-P03	558	P	2	finite_verb_morphology	explicit_or_morphological	not_detected	31	same	none
1corintios	10	existing_continuity_status	same	V-PMD-2P	γίνεσθε	candidate	0	[]	none	1corintios-10-32-P01	1corintios-10-31-P04	559	P	2	finite_verb_morphology	explicit_or_morphological	not_detected	32	same	none
1corintios	10	existing_continuity_status	shift	V-PAI-1S	ἀρέσκω	unresolved	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-10-33-P01	1corintios-10-32-P01	560	S	1	finite_verb_morphology	explicit_or_morphological	candidate	33	shift	none
1corintios	10	existing_continuity_status	shift	V-APS-3P	σωθῶσιν	unresolved	3	"[""number_change"", ""person_change"", ""subject_shift""]"	strong	1corintios-10-33-P02	1corintios-10-33-P01	561	P	3	finite_verb_morphology	explicit_or_morphological	candidate	33	shift	none
1corintios	11	existing_continuity_status	shift	V-PMD-2P	γίνεσθε	candidate	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-11-1-P01	1corintios-10-33-P02	562	P	2	finite_verb_morphology	explicit_or_morphological	not_detected	1	shift	none
1corintios	11	existing_continuity_status	shift	V-PAI-1S	ἐπαινῶ	candidate	3	"[""number_change"", ""person_change"", ""subject_shift""]"	strong	1corintios-11-2-P01	1corintios-11-1-P01	563	S	1	finite_verb_morphology	explicit_or_morphological	not_detected	2	shift	none
1corintios	11	existing_continuity_status	shift	V-XMI-2P	μέμνησθε	unresolved	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-11-2-P02	1corintios-11-2-P01	564	P	2	finite_verb_morphology	explicit_or_morphological	candidate	2	shift	none
1corintios	11	existing_continuity_status	shift	V-AAI-1S	παρέδωκα	unresolved	3	"[""number_change"", ""person_change"", ""subject_shift""]"	strong	1corintios-11-2-P03	1corintios-11-2-P02	565	S	1	finite_verb_morphology	explicit_or_morphological	candidate	2	shift	none
1corintios	11	existing_continuity_status	shift	V-PAI-2P	κατέχετε	candidate	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-11-2-P04	1corintios-11-2-P03	566	P	2	finite_verb_morphology	explicit_or_morphological	not_detected	2	shift	none
1corintios	11	existing_continuity_status	shift	V-PAI-1S	θέλω	candidate	3	"[""number_change"", ""person_change"", ""subject_shift""]"	strong	1corintios-11-3-P01	1corintios-11-2-P04	567	S	1	finite_verb_morphology	explicit_or_morphological	not_detected	3	shift	none
1corintios	11	existing_continuity_status	shift	V-PAI-3S	ἐστιν	unresolved	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-11-3-P02	1corintios-11-3-P01	568	S	3	finite_compact_person_number	finite_morphology_fallback	candidate	3	shift	none
1corintios	11	existing_continuity_status	same	V-PAI-3S	καταισχύνει	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-11-4-P01	1corintios-11-3-P02	569	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	4	same	none
1corintios	11	existing_continuity_status	same	V-PAI-3S	καταισχύνει	candidate	0	[]	none	1corintios-11-5-P01	1corintios-11-4-P01	570	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	5	same	none
1corintios	11	existing_continuity_status	same	V-PAI-3S	ἐστιν	candidate	0	[]	none	1corintios-11-5-P02	1corintios-11-5-P01	571	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	5	same	none
1corintios	11	existing_continuity_status	same	V-PMI-3S	κατακαλύπτεται	unresolved	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-11-6-P01	1corintios-11-5-P02	572	S	3	finite_verb_morphology	explicit_or_morphological	candidate	6	same	none
1corintios	11	existing_continuity_status	same	V-AMD-3S	κειράσθω	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-11-6-P02	1corintios-11-6-P01	573	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	6	same	none
1corintios	11	existing_continuity_status	same	V-PMD-3S	κατακαλυπτέσθω	unresolved	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-11-6-P03	1corintios-11-6-P02	574	S	3	finite_verb_morphology	explicit_or_morphological	candidate	6	same	none
