book	chapter	continuity_source	continuity_status	finite_compact	finite_verb	independence_status	movement_reason_count	movement_reasons	movement_status	predication_id	previous_predication_id	stream_index	subject_number	subject_person	subject_refinement_source	subject_refinement_status	subordination_status	verse	continuity_status_refined	continuity_refinement
1corintios	6	existing_continuity_status	same	V-PAI-3S	ἐστιν	candidate	0	[]	none	1corintios-6-17-P01	1corintios-6-16-P04	257	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	17	same	none
1corintios	6	existing_continuity_status	shift	V-PAD-2P	φεύγετε	candidate	3	"[""number_change"", ""person_change"", ""subject_shift""]"	strong	1corintios-6-18-P01	1corintios-6-17-P01	258	P	2	finite_verb_morphology	explicit_or_morphological	not_detected	18	shift	none
1corintios	6	existing_continuity_status	shift	V-AAS-3S	ποιήσῃ	unresolved	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-6-18-P02	1corintios-6-18-P01	259	S	3	finite_compact_person_number	finite_morphology_fallback	candidate	18	shift	none
1corintios	6	existing_continuity_status	same	V-PAI-3S	ἐστιν	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-6-18-P03	1corintios-6-18-P02	260	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	18	same	none
1corintios	6	existing_continuity_status	same	V-PAI-3S	ἁμαρτάνει	candidate	0	[]	none	1corintios-6-18-P04	1corintios-6-18-P03	261	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	18	same	none
1corintios	6	existing_continuity_status	shift	V-XAI-2P	οἴδατε	candidate	3	"[""number_change"", ""person_change"", ""subject_shift""]"	strong	1corintios-6-19-P01	1corintios-6-18-P04	262	P	2	finite_verb_morphology	explicit_or_morphological	not_detected	19	shift	none
1corintios	6	existing_continuity_status	shift	V-PAI-3S	ἐστιν	unresolved	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-6-19-P02	1corintios-6-19-P01	263	S	3	finite_compact_person_number	finite_morphology_fallback	candidate	19	shift	none
1corintios	6	existing_continuity_status	shift	V-PAI-2P	ἔχετε	candidate	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-6-19-P03	1corintios-6-19-P02	264	P	2	finite_verb_morphology	explicit_or_morphological	not_detected	19	shift	none
1corintios	6	existing_continuity_status	same	V-PAI-2P	ἐστὲ	candidate	0	[]	none	1corintios-6-19-P04	1corintios-6-19-P03	265	P	2	finite_verb_morphology	explicit_or_morphological	not_detected	19	same	none
1corintios	6	existing_continuity_status	same	V-API-2P	ἠγοράσθητε	candidate	0	[]	none	1corintios-6-20-P01	1corintios-6-19-P04	266	P	2	finite_verb_morphology	explicit_or_morphological	not_detected	20	same	none
1corintios	6	existing_continuity_status	same	V-AAD-2P	δοξάσατε	candidate	0	[]	none	1corintios-6-20-P02	1corintios-6-20-P01	267	P	2	finite_verb_morphology	explicit_or_morphological	not_detected	20	same	none
1corintios	7	existing_continuity_status	same	V-AAI-2P	ἐγράψατε	candidate	0	[]	none	1corintios-7-1-P01	1corintios-6-20-P02	268	P	2	finite_verb_morphology	explicit_or_morphological	not_detected	1	same	none
1corintios	7	existing_continuity_status	shift	V-PAD-3S	ἐχέτω	candidate	3	"[""number_change"", ""person_change"", ""subject_shift""]"	strong	1corintios-7-2-P01	1corintios-7-1-P01	269	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	2	shift	none
1corintios	7	existing_continuity_status	same	V-PAD-3S	ἐχέτω	candidate	0	[]	none	1corintios-7-2-P02	1corintios-7-2-P01	270	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	2	same	none
1corintios	7	existing_continuity_status	same	V-PAD-3S	ἀποδιδότω	candidate	0	[]	none	1corintios-7-3-P01	1corintios-7-2-P02	271	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	3	same	none
1corintios	7	existing_continuity_status	same	V-PAI-3S	ἐξουσιάζει	candidate	0	[]	none	1corintios-7-4-P01	1corintios-7-3-P01	272	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	4	same	none
1corintios	7	existing_continuity_status	same	V-PAI-3S	ἐξουσιάζει	candidate	0	[]	none	1corintios-7-4-P02	1corintios-7-4-P01	273	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	4	same	none
1corintios	7	existing_continuity_status	shift	V-PAD-2P	ἀποστερεῖτε	candidate	3	"[""number_change"", ""person_change"", ""subject_shift""]"	strong	1corintios-7-5-P01	1corintios-7-4-P02	274	P	2	finite_verb_morphology	explicit_or_morphological	not_detected	5	shift	none
1corintios	7	existing_continuity_status	same	V-AAS-2P	σχολάσητε	unresolved	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-7-5-P02	1corintios-7-5-P01	275	P	2	finite_verb_morphology	explicit_or_morphological	candidate	5	same	none
1corintios	7	existing_continuity_status	same	V-PAS-2P	ἦτε	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-7-5-P03	1corintios-7-5-P02	276	P	2	finite_verb_morphology	explicit_or_morphological	not_detected	5	same	none
1corintios	7	existing_continuity_status	shift	V-PAS-3S	πειράζῃ	unresolved	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-7-5-P04	1corintios-7-5-P03	277	S	3	finite_verb_morphology	explicit_or_morphological	candidate	5	shift	none
1corintios	7	existing_continuity_status	shift	V-PAI-1S	λέγω	candidate	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-7-6-P01	1corintios-7-5-P04	278	S	1	finite_verb_morphology	explicit_or_morphological	not_detected	6	shift	none
1corintios	7	existing_continuity_status	same	V-PAI-1S	θέλω	candidate	0	[]	none	1corintios-7-7-P01	1corintios-7-6-P01	279	S	1	finite_verb_morphology	explicit_or_morphological	not_detected	7	same	none
1corintios	7	existing_continuity_status	shift	V-PAI-3S	ἔχει	unresolved	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-7-7-P02	1corintios-7-7-P01	280	S	3	finite_compact_person_number	finite_morphology_fallback	candidate	7	shift	none
1corintios	7	existing_continuity_status	shift	V-PAI-1S	λέγω	candidate	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-7-8-P01	1corintios-7-7-P02	281	S	1	finite_verb_morphology	explicit_or_morphological	not_detected	8	shift	none
1corintios	7	existing_continuity_status	shift	V-AAS-3P	μείνωσιν	unresolved	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-7-8-P02	1corintios-7-8-P01	282	P	3	finite_verb_morphology	explicit_or_morphological	candidate	8	shift	none
1corintios	7	existing_continuity_status	same	V-PMI-3P	ἐγκρατεύονται	unresolved	0	[]	none	1corintios-7-9-P01	1corintios-7-8-P02	283	P	3	finite_verb_morphology	explicit_or_morphological	candidate	9	same	none
1corintios	7	existing_continuity_status	same	V-AAD-3P	γαμησάτωσαν	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-7-9-P02	1corintios-7-9-P01	284	P	3	finite_verb_morphology	explicit_or_morphological	not_detected	9	same	none
1corintios	7	existing_continuity_status	shift	V-PAI-3S	ἐστιν	candidate	2	"[""number_change"", ""subject_shift""]"	candidate	1corintios-7-9-P03	1corintios-7-9-P02	285	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	9	shift	none
1corintios	7	existing_continuity_status	shift	V-PAI-1S	παραγγέλλω	candidate	2	"[""person_change"", ""subject_shift""]"	candidate	1corintios-7-10-P01	1corintios-7-9-P03	286	S	1	finite_verb_morphology	explicit_or_morphological	not_detected	10	shift	none
1corintios	7	existing_continuity_status	shift	V-APS-3S	χωρισθῇ	unresolved	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-7-11-P01	1corintios-7-10-P01	287	S	3	finite_verb_morphology	explicit_or_morphological	candidate	11	shift	none
1corintios	7	existing_continuity_status	same	V-PAD-3S	μενέτω	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-7-11-P02	1corintios-7-11-P01	288	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	11	same	none
1corintios	7	existing_continuity_status	same	V-APD-3S	καταλλαγήτω—	candidate	0	[]	none	1corintios-7-11-P03	1corintios-7-11-P02	289	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	11	same	none
1corintios	7	existing_continuity_status	shift	V-PAI-1S	λέγω	candidate	2	"[""person_change"", ""subject_shift""]"	candidate	1corintios-7-12-P01	1corintios-7-11-P03	290	S	1	finite_verb_morphology	explicit_or_morphological	not_detected	12	shift	none
1corintios	7	existing_continuity_status	shift	V-PAI-3S	ἔχει	unresolved	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-7-12-P02	1corintios-7-12-P01	291	S	3	finite_compact_person_number	finite_morphology_fallback	candidate	12	shift	none
1corintios	7	existing_continuity_status	same	V-PAI-3S	συνευδοκεῖ	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-7-12-P03	1corintios-7-12-P02	292	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	12	same	none
1corintios	7	existing_continuity_status	same	V-PAD-3S	ἀφιέτω	candidate	0	[]	none	1corintios-7-12-P04	1corintios-7-12-P03	293	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	12	same	none
1corintios	7	existing_continuity_status	same	V-PAI-3S	ἔχει	unresolved	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-7-13-P01	1corintios-7-12-P04	294	S	3	finite_compact_person_number	finite_morphology_fallback	candidate	13	same	none
1corintios	7	existing_continuity_status	same	V-PAI-3S	συνευδοκεῖ	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-7-13-P02	1corintios-7-13-P01	295	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	13	same	none
1corintios	7	existing_continuity_status	same	V-PAD-3S	ἀφιέτω	candidate	0	[]	none	1corintios-7-13-P03	1corintios-7-13-P02	296	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	13	same	none
1corintios	7	existing_continuity_status	same	V-XPI-3S	ἡγίασται	candidate	0	[]	none	1corintios-7-14-P01	1corintios-7-13-P03	297	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	14	same	none
1corintios	7	existing_continuity_status	same	V-XPI-3S	ἡγίασται	candidate	0	[]	none	1corintios-7-14-P02	1corintios-7-14-P01	298	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	14	same	none
1corintios	7	existing_continuity_status	same	V-PAI-3S	ἐστιν	unresolved	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-7-14-P03	1corintios-7-14-P02	299	S	3	finite_compact_person_number	finite_morphology_fallback	candidate	14	same	none
1corintios	7	existing_continuity_status	same	V-PAI-3S	ἐστιν	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-7-14-P04	1corintios-7-14-P03	300	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	14	same	none
1corintios	7	existing_continuity_status	same	V-PPI-3S	χωρίζεται	unresolved	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-7-15-P01	1corintios-7-14-P04	301	S	3	finite_compact_person_number	finite_morphology_fallback	candidate	15	same	none
1corintios	7	existing_continuity_status	same	V-PPD-3S	χωριζέσθω	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-7-15-P02	1corintios-7-15-P01	302	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	15	same	none
1corintios	7	existing_continuity_status	same	V-XPI-3S	δεδούλωται	candidate	0	[]	none	1corintios-7-15-P03	1corintios-7-15-P02	303	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	15	same	none
1corintios	7	existing_continuity_status	same	V-XAI-3S	κέκληκεν	candidate	0	[]	none	1corintios-7-15-P04	1corintios-7-15-P03	304	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	15	same	none
1corintios	7	existing_continuity_status	shift	V-XAI-2S	οἶδας	candidate	2	"[""person_change"", ""subject_shift""]"	candidate	1corintios-7-16-P01	1corintios-7-15-P04	305	S	2	finite_verb_morphology	explicit_or_morphological	not_detected	16	shift	none
1corintios	7	existing_continuity_status	same	V-FAI-2S	σώσεις	unresolved	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-7-16-P02	1corintios-7-16-P01	306	S	2	finite_verb_morphology	explicit_or_morphological	candidate	16	same	none
1corintios	7	existing_continuity_status	same	V-XAI-2S	οἶδας	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-7-16-P03	1corintios-7-16-P02	307	S	2	finite_verb_morphology	explicit_or_morphological	not_detected	16	same	none
1corintios	7	existing_continuity_status	same	V-FAI-2S	σώσεις	unresolved	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-7-16-P04	1corintios-7-16-P03	308	S	2	finite_verb_morphology	explicit_or_morphological	candidate	16	same	none
1corintios	7	existing_continuity_status	shift	V-AAI-3S	ἐμέρισεν	unresolved	2	"[""person_change"", ""subject_shift""]"	candidate	1corintios-7-17-P01	1corintios-7-16-P04	309	S	3	finite_verb_morphology	explicit_or_morphological	candidate	17	shift	none
1corintios	7	existing_continuity_status	same	V-XAI-3S	κέκληκεν	unresolved	0	[]	none	1corintios-7-17-P02	1corintios-7-17-P01	310	S	3	finite_compact_person_number	finite_morphology_fallback	candidate	17	same	none
1corintios	7	existing_continuity_status	same	V-PAD-3S	περιπατείτω	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-7-17-P03	1corintios-7-17-P02	311	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	17	same	none
1corintios	7	existing_continuity_status	shift	V-PMI-1S	διατάσσομαι	candidate	2	"[""person_change"", ""subject_shift""]"	candidate	1corintios-7-17-P04	1corintios-7-17-P03	312	S	1	finite_verb_morphology	explicit_or_morphological	not_detected	17	shift	none
1corintios	7	existing_continuity_status	shift	V-API-3S	ἐκλήθη;	candidate	2	"[""person_change"", ""subject_shift""]"	candidate	1corintios-7-18-P01	1corintios-7-17-P04	313	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	18	shift	none
1corintios	7	existing_continuity_status	same	V-PMD-3S	ἐπισπάσθω	candidate	0	[]	none	1corintios-7-18-P02	1corintios-7-18-P01	314	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	18	same	none
1corintios	7	existing_continuity_status	same	V-XPI-3S	κέκληταί	candidate	0	[]	none	1corintios-7-18-P03	1corintios-7-18-P02	315	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	18	same	none
1corintios	7	existing_continuity_status	same	V-PPD-3S	περιτεμνέσθω	candidate	0	[]	none	1corintios-7-18-P04	1corintios-7-18-P03	316	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	18	same	none
1corintios	7	existing_continuity_status	same	V-PAI-3S	ἐστιν	candidate	0	[]	none	1corintios-7-19-P01	1corintios-7-18-P04	317	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	19	same	none
1corintios	7	existing_continuity_status	same	V-PAI-3S	ἐστιν	candidate	0	[]	none	1corintios-7-19-P02	1corintios-7-19-P01	318	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	19	same	none
1corintios	7	existing_continuity_status	same	V-API-3S	ἐκλήθη	candidate	0	[]	none	1corintios-7-20-P01	1corintios-7-19-P02	319	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	20	same	none
1corintios	7	existing_continuity_status	same	V-PAD-3S	μενέτω	candidate	0	[]	none	1corintios-7-20-P02	1corintios-7-20-P01	320	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	20	same	none
1corintios	7	existing_continuity_status	shift	V-API-2S	ἐκλήθης;	candidate	2	"[""person_change"", ""subject_shift""]"	candidate	1corintios-7-21-P01	1corintios-7-20-P02	321	S	2	finite_verb_morphology	explicit_or_morphological	not_detected	21	shift	none
1corintios	7	existing_continuity_status	shift	V-PAD-3S	μελέτω	candidate	2	"[""person_change"", ""subject_shift""]"	candidate	1corintios-7-21-P02	1corintios-7-21-P01	322	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	21	shift	none
1corintios	7	existing_continuity_status	shift	V-PMI-2S	δύνασαι	unresolved	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-7-21-P03	1corintios-7-21-P02	323	S	2	finite_verb_morphology	explicit_or_morphological	candidate	21	shift	none
1corintios	7	existing_continuity_status	same	V-AMD-2S	χρῆσαι	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-7-21-P04	1corintios-7-21-P03	324	S	2	finite_verb_morphology	explicit_or_morphological	not_detected	21	same	none
1corintios	7	existing_continuity_status	shift	V-PAI-3S	ἐστίν	candidate	2	"[""person_change"", ""subject_shift""]"	candidate	1corintios-7-22-P01	1corintios-7-21-P04	325	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	22	shift	none
1corintios	7	existing_continuity_status	same	V-PAI-3S	ἐστιν	candidate	0	[]	none	1corintios-7-22-P02	1corintios-7-22-P01	326	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	22	same	none
1corintios	7	existing_continuity_status	shift	V-API-2P	ἠγοράσθητε	candidate	3	"[""number_change"", ""person_change"", ""subject_shift""]"	strong	1corintios-7-23-P01	1corintios-7-22-P02	327	P	2	finite_verb_morphology	explicit_or_morphological	not_detected	23	shift	none
1corintios	7	existing_continuity_status	same	V-PMD-2P	γίνεσθε	candidate	0	[]	none	1corintios-7-23-P02	1corintios-7-23-P01	328	P	2	finite_verb_morphology	explicit_or_morphological	not_detected	23	same	none
1corintios	7	existing_continuity_status	shift	V-API-3S	ἐκλήθη	candidate	3	"[""number_change"", ""person_change"", ""subject_shift""]"	strong	1corintios-7-24-P01	1corintios-7-23-P02	329	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	24	shift	none
1corintios	7	existing_continuity_status	same	V-PAD-3S	μενέτω	candidate	0	[]	none	1corintios-7-24-P02	1corintios-7-24-P01	330	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	24	same	none
1corintios	7	existing_continuity_status	shift	V-PAI-1S	ἔχω	candidate	2	"[""person_change"", ""subject_shift""]"	candidate	1corintios-7-25-P01	1corintios-7-24-P02	331	S	1	finite_verb_morphology	explicit_or_morphological	not_detected	25	shift	none
1corintios	7	existing_continuity_status	same	V-PAI-1S	δίδωμι	candidate	0	[]	none	1corintios-7-25-P02	1corintios-7-25-P01	332	S	1	finite_verb_morphology	explicit_or_morphological	not_detected	25	same	none
1corintios	7	existing_continuity_status	same	V-PAI-1S	νομίζω	candidate	0	[]	none	1corintios-7-26-P01	1corintios-7-25-P02	333	S	1	finite_verb_morphology	explicit_or_morphological	not_detected	26	same	none
1corintios	7	existing_continuity_status	shift	V-XPI-2S	δέδεσαι	candidate	2	"[""person_change"", ""subject_shift""]"	candidate	1corintios-7-27-P01	1corintios-7-26-P01	334	S	2	finite_verb_morphology	explicit_or_morphological	not_detected	27	shift	none
1corintios	7	existing_continuity_status	same	V-PAD-2S	ζήτει	candidate	0	[]	none	1corintios-7-27-P02	1corintios-7-27-P01	335	S	2	finite_verb_morphology	explicit_or_morphological	not_detected	27	same	none
1corintios	7	existing_continuity_status	same	V-XPI-2S	λέλυσαι	candidate	0	[]	none	1corintios-7-27-P03	1corintios-7-27-P02	336	S	2	finite_verb_morphology	explicit_or_morphological	not_detected	27	same	none
1corintios	7	existing_continuity_status	same	V-PAD-2S	ζήτει	candidate	0	[]	none	1corintios-7-27-P04	1corintios-7-27-P03	337	S	2	finite_verb_morphology	explicit_or_morphological	not_detected	27	same	none
1corintios	7	existing_continuity_status	same	V-AAS-2S	γαμήσῃς	unresolved	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-7-28-P01	1corintios-7-27-P04	338	S	2	finite_verb_morphology	explicit_or_morphological	candidate	28	same	none
1corintios	7	existing_continuity_status	same	V-AAI-2S	ἥμαρτες	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-7-28-P02	1corintios-7-28-P01	339	S	2	finite_verb_morphology	explicit_or_morphological	not_detected	28	same	none
1corintios	7	existing_continuity_status	shift	V-AAS-3S	γήμῃ	unresolved	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-7-28-P03	1corintios-7-28-P02	340	S	3	finite_verb_morphology	explicit_or_morphological	candidate	28	shift	none
1corintios	7	existing_continuity_status	same	V-AAI-3S	ἥμαρτεν	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-7-28-P04	1corintios-7-28-P03	341	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	28	same	none
1corintios	7	existing_continuity_status	shift	V-FAI-3P	ἕξουσιν	candidate	2	"[""number_change"", ""subject_shift""]"	candidate	1corintios-7-28-P05	1corintios-7-28-P04	342	P	3	finite_verb_morphology	explicit_or_morphological	not_detected	28	shift	none
1corintios	7	existing_continuity_status	shift	V-PMI-1S	φείδομαι	candidate	3	"[""number_change"", ""person_change"", ""subject_shift""]"	strong	1corintios-7-28-P06	1corintios-7-28-P05	343	S	1	finite_verb_morphology	explicit_or_morphological	not_detected	28	shift	none
1corintios	7	existing_continuity_status	same	V-PAI-1S	φημι	candidate	0	[]	none	1corintios-7-29-P01	1corintios-7-28-P06	344	S	1	finite_verb_morphology	explicit_or_morphological	not_detected	29	same	none
1corintios	7	existing_continuity_status	shift	V-PAI-3S	ἐστίν	candidate	2	"[""person_change"", ""subject_shift""]"	candidate	1corintios-7-29-P02	1corintios-7-29-P01	345	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	29	shift	none
1corintios	7	existing_continuity_status	shift	V-PAS-3P	ὦσιν	unresolved	4	"[""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-7-29-P03	1corintios-7-29-P02	346	P	3	finite_compact_person_number	finite_morphology_fallback	candidate	29	shift	none
1corintios	7	existing_continuity_status	shift	V-PAI-3S	παράγει	unresolved	2	"[""number_change"", ""subject_shift""]"	candidate	1corintios-7-31-P01	1corintios-7-29-P03	347	S	3	finite_verb_morphology	explicit_or_morphological	candidate	31	shift	none
1corintios	7	existing_continuity_status	shift	V-PAI-1S	θέλω	candidate	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-7-32-P01	1corintios-7-31-P01	348	S	1	finite_verb_morphology	explicit_or_morphological	not_detected	32	shift	none
1corintios	7	existing_continuity_status	shift	V-PAI-3S	μεριμνᾷ	candidate	2	"[""person_change"", ""subject_shift""]"	candidate	1corintios-7-32-P02	1corintios-7-32-P01	349	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	32	shift	none
1corintios	7	existing_continuity_status	same	V-AAS-3S	ἀρέσῃ	candidate	0	[]	none	1corintios-7-32-P03	1corintios-7-32-P02	350	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	32	same	none
1corintios	7	existing_continuity_status	same	V-PAI-3S	μεριμνᾷ	candidate	0	[]	none	1corintios-7-33-P01	1corintios-7-32-P03	351	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	33	same	none
1corintios	7	existing_continuity_status	same	V-AAS-3S	ἀρέσῃ	candidate	0	[]	none	1corintios-7-33-P02	1corintios-7-33-P01	352	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	33	same	none
1corintios	7	existing_continuity_status	same	V-XPI-3S	μεμέρισται	candidate	0	[]	none	1corintios-7-34-P01	1corintios-7-33-P02	353	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	34	same	none
1corintios	7	existing_continuity_status	same	V-PAI-3S	μεριμνᾷ	candidate	0	[]	none	1corintios-7-34-P02	1corintios-7-34-P01	354	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	34	same	none
1corintios	7	existing_continuity_status	same	V-PAS-3S	ᾖ	unresolved	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-7-34-P03	1corintios-7-34-P02	355	S	3	finite_verb_morphology	explicit_or_morphological	candidate	34	same	none
1corintios	7	existing_continuity_status	same	V-PAI-3S	μεριμνᾷ	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-7-34-P04	1corintios-7-34-P03	356	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	34	same	none
1corintios	7	existing_continuity_status	same	V-AAS-3S	ἀρέσῃ	candidate	0	[]	none	1corintios-7-34-P05	1corintios-7-34-P04	357	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	34	same	none
1corintios	7	existing_continuity_status	shift	V-PAI-1S	λέγω	candidate	2	"[""person_change"", ""subject_shift""]"	candidate	1corintios-7-35-P01	1corintios-7-34-P05	358	S	1	finite_verb_morphology	explicit_or_morphological	not_detected	35	shift	none
1corintios	7	existing_continuity_status	same	V-AAS-1S	ἐπιβάλω	unresolved	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-7-35-P02	1corintios-7-35-P01	359	S	1	finite_verb_morphology	explicit_or_morphological	candidate	35	same	none
1corintios	7	existing_continuity_status	shift	V-PAI-3S	νομίζει	unresolved	2	"[""person_change"", ""subject_shift""]"	candidate	1corintios-7-36-P01	1corintios-7-35-P02	360	S	3	finite_compact_person_number	finite_morphology_fallback	candidate	36	shift	none
1corintios	7	existing_continuity_status	same	V-PAS-3S	ᾖ	unresolved	0	[]	none	1corintios-7-36-P02	1corintios-7-36-P01	361	S	3	finite_verb_morphology	explicit_or_morphological	candidate	36	same	none
1corintios	7	existing_continuity_status	same	V-PAI-3S	ὀφείλει	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-7-36-P03	1corintios-7-36-P02	362	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	36	same	none
1corintios	7	existing_continuity_status	same	V-PAI-3S	θέλει	candidate	0	[]	none	1corintios-7-36-P04	1corintios-7-36-P03	363	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	36	same	none
1corintios	7	existing_continuity_status	same	V-PAD-3S	ποιείτω	candidate	0	[]	none	1corintios-7-36-P05	1corintios-7-36-P04	364	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	36	same	none
1corintios	7	existing_continuity_status	same	V-PAI-3S	ἁμαρτάνει	candidate	0	[]	none	1corintios-7-36-P06	1corintios-7-36-P05	365	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	36	same	none
1corintios	7	existing_continuity_status	shift	V-PAD-3P	γαμείτωσαν	candidate	2	"[""number_change"", ""subject_shift""]"	candidate	1corintios-7-36-P07	1corintios-7-36-P06	366	P	3	finite_verb_morphology	explicit_or_morphological	not_detected	36	shift	none
1corintios	7	existing_continuity_status	shift	V-XAI-3S	ἕστηκεν	candidate	2	"[""number_change"", ""subject_shift""]"	candidate	1corintios-7-37-P01	1corintios-7-36-P07	367	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	37	shift	none
1corintios	7	existing_continuity_status	same	V-PAI-3S	ἔχει	candidate	0	[]	none	1corintios-7-37-P02	1corintios-7-37-P01	368	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	37	same	none
1corintios	7	existing_continuity_status	same	V-XAI-3S	κέκρικεν	candidate	0	[]	none	1corintios-7-37-P03	1corintios-7-37-P02	369	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	37	same	none
1corintios	7	existing_continuity_status	same	V-FAI-3S	ποιήσει	candidate	0	[]	none	1corintios-7-37-P04	1corintios-7-37-P03	370	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	37	same	none
