book	end_reference	end_stream_index	first_finite_verb	first_predication_id	group_index	last_finite_verb	last_predication_id	movement_class_counts	movement_status_counts	record_count	start_reference	start_stream_index	structural_regime_id	total_structural_weight	merged_regimes	merged_regime_id
1corintios	14:19	784	εὐχαριστῶ	1corintios-14-18-P01	347	κατηχήσω	1corintios-14-19-P02	"{""stable"": 2, ""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 2, ""none"": 2}"	4	14:18	781	SR0347	6		SMR0088
1corintios	14:23	793	γίνεσθε	1corintios-14-20-P01	348	συνέλθῃ	1corintios-14-23-P01	"{""stable"": 2, ""structural"": 1}"	"{""none"": 2, ""strong"": 1}"	9	14:20	785	SR0348	42	['SR0349', 'SR0350', 'SR0351', 'SR0352', 'SR0353', 'SR0354']	SMR0089
1corintios	14:24	798	λαλῶσιν	1corintios-14-23-P02	355	προφητεύωσιν	1corintios-14-24-P01	"{""stable"": 2, ""structural"": 1}"	"{""none"": 2, ""strong"": 1}"	5	14:23	794	SR0355	16	['SR0356', 'SR0357']	SMR0090
1corintios	14:26	806	εἰσέλθῃ	1corintios-14-24-P02	358	συνέρχησθε	1corintios-14-26-P02	"{""stable"": 4, ""structural"": 1, ""turbulence"": 2}"	"{""candidate"": 2, ""none"": 4, ""strong"": 1}"	8	14:24	799	SR0358	18	['SR0359']	SMR0091
1corintios	14:35	832	ἔχει	1corintios-14-26-P03	360	ἐπερωτάτωσαν	1corintios-14-35-P02	"{""stable"": 8, ""structural"": 1, ""turbulence"": 2}"	"{""candidate"": 2, ""none"": 8, ""strong"": 1}"	26	14:26	807	SR0360	66	['SR0361', 'SR0362', 'SR0363', 'SR0364', 'SR0365', 'SR0366', 'SR0367', 'SR0368', 'SR0369', 'SR0370']	SMR0092
1corintios	14:37	838	ἐστιν	1corintios-14-35-P03	371	γράφω	1corintios-14-37-P03	"{""stable"": 2, ""structural"": 1, ""turbulence"": 2}"	"{""candidate"": 3, ""none"": 2}"	6	14:35	833	SR0371	12	['SR0372']	SMR0093
1corintios	15:1	846	ἐστίν	1corintios-14-37-P04	373	εὐηγγελισάμην	1corintios-15-1-P02	"{""stable"": 1, ""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 1, ""none"": 1, ""strong"": 1}"	8	14:37	839	SR0373	28	['SR0374', 'SR0375', 'SR0376']	SMR0094
1corintios	15:3	854	παρελάβετε	1corintios-15-1-P03	377	παρέλαβον	1corintios-15-3-P02	"{""stable"": 2, ""structural"": 1}"	"{""none"": 2, ""strong"": 1}"	8	15:1	847	SR0377	28	['SR0378', 'SR0379', 'SR0380']	SMR0095
1corintios	15:8	863	ἀπέθανεν	1corintios-15-3-P03	381	ὤφθη	1corintios-15-8-P01	"{""stable"": 3, ""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 1, ""none"": 3, ""strong"": 1}"	9	15:3	855	SR0381	16	['SR0382', 'SR0383']	SMR0096
1corintios	15:12	875	εἰμι	1corintios-15-9-P01	384	λέγουσιν	1corintios-15-12-P03	"{""stable"": 4, ""structural"": 1}"	"{""candidate"": 1, ""none"": 4}"	12	15:9	864	SR0384	34	['SR0385', 'SR0386', 'SR0387', 'SR0388', 'SR0389', 'SR0390']	SMR0097
1corintios	15:22	894	ἔστιν	1corintios-15-12-P04	391	ζῳοποιηθήσονται	1corintios-15-22-P02	"{""stable"": 1, ""structural"": 1, ""turbulence"": 2}"	"{""candidate"": 2, ""none"": 1, ""strong"": 1}"	19	15:12	876	SR0391	72	['SR0392', 'SR0393', 'SR0394', 'SR0395', 'SR0396', 'SR0397', 'SR0398', 'SR0399', 'SR0400']	SMR0098
1corintios	15:28	905	παραδιδῷ	1corintios-15-24-P01	401	ᾖ	1corintios-15-28-P03	"{""stable"": 6, ""structural"": 1, ""turbulence"": 4}"	"{""candidate"": 4, ""none"": 6, ""strong"": 1}"	11	15:24	895	SR0401	14		SMR0099
1corintios	15:30	909	ποιήσουσιν	1corintios-15-29-P01	402	κινδυνεύομεν	1corintios-15-30-P01	"{""stable"": 1, ""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 2, ""none"": 1}"	4	15:29	906	SR0402	10	['SR0403']	SMR0100
1corintios	15:32	913	ἀποθνῄσκω	1corintios-15-31-P01	404	ἐγείρονται	1corintios-15-32-P02	"{""stable"": 1, ""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 2, ""none"": 1}"	4	15:31	910	SR0404	12	['SR0405']	SMR0101
1corintios	15:37	930	φάγωμεν	1corintios-15-32-P03	406	σπείρεις	1corintios-15-37-P02	"{""stable"": 2, ""structural"": 1}"	"{""none"": 2, ""strong"": 1}"	17	15:32	914	SR0406	54	['SR0407', 'SR0408', 'SR0409', 'SR0410', 'SR0411', 'SR0412', 'SR0413', 'SR0414', 'SR0415', 'SR0416']	SMR0102
1corintios	15:52	957	τύχοι	1corintios-15-37-P03	417	ἀλλαγησόμεθα	1corintios-15-52-P03	"{""stable"": 10, ""structural"": 1, ""turbulence"": 5}"	"{""candidate"": 5, ""none"": 10, ""strong"": 1}"	27	15:37	931	SR0417	60	['SR0418', 'SR0419', 'SR0420', 'SR0421', 'SR0422', 'SR0423', 'SR0424', 'SR0425']	SMR0103
1corintios	16:4	975	δεῖ	1corintios-15-53-P01	426	πορεύσονται	1corintios-16-4-P02	"{""stable"": 2, ""structural"": 1, ""turbulence"": 2}"	"{""candidate"": 2, ""none"": 2, ""strong"": 1}"	18	15:53	958	SR0426	90	['SR0427', 'SR0428', 'SR0429', 'SR0430', 'SR0431', 'SR0432', 'SR0433', 'SR0434', 'SR0435', 'SR0436', 'SR0437', 'SR0438']	SMR0104
1corintios	16:6	981	ἐλεύσομαι	1corintios-16-5-P01	439	προπέμψητε	1corintios-16-6-P03	"{""stable"": 2, ""structural"": 1, ""turbulence"": 2}"	"{""candidate"": 2, ""none"": 2, ""strong"": 1}"	6	16:5	976	SR0439	18	['SR0440']	SMR0105
1corintios	16:10	989	πορεύωμαι	1corintios-16-6-P04	441	βλέπετε	1corintios-16-10-P02	"{""stable"": 1, ""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 1, ""none"": 1, ""strong"": 1}"	8	16:6	982	SR0441	34	['SR0442', 'SR0443', 'SR0444', 'SR0445']	SMR0106
1corintios	16:12	996	γένηται	1corintios-16-10-P03	446	παρεκάλεσα	1corintios-16-12-P01	"{""stable"": 1, ""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 1, ""none"": 1, ""strong"": 1}"	7	16:10	990	SR0446	30	['SR0447', 'SR0448', 'SR0449']	SMR0107
1corintios	16:22	1018	ἔλθῃ	1corintios-16-12-P02	450	θά	1corintios-16-22-P03	"{""structural"": 1, ""turbulence"": 5}"	"{""candidate"": 5, ""strong"": 1}"	22	16:12	997	SR0450	98	['SR0451', 'SR0452', 'SR0453', 'SR0454', 'SR0455', 'SR0456', 'SR0457', 'SR0458', 'SR0459', 'SR0460', 'SR0461', 'SR0462', 'SR0463', 'SR0464']	SMR0108
