summary_type	name	count
continuity_status	initial	1
continuity_status	same	559
continuity_status	shift	458
audit_status	demonstrable_shift	378
audit_status	not_shift	560
audit_status	weak_shift	80
audit_source	continuity_not_shift	560
audit_source	number_change_only	80
audit_source	person_and_number_change	210
audit_source	person_change	168
