BOOK	SOURCE_FILE	TOTAL_BOOK_TOKENS	TOTAL_VERBAL_TOKENS	FINITE_VERBS	PARTICIPLES	INFINITIVES	NONFINITE_OTHER	UNRESOLVED	STATUS	SCRIPT_VERSION	DATE_VERIFIED
1corintios	1corintios-morphgnt.txt	6812	1309	1027	182	100	0	0	PASS	stage1-finite-verbs-v4	2026-05-16
