BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	11	29	01	ὁ	02	el	direct
1corintios	11	29	02	γὰρ	01	porque	direct
1corintios	11	29	03	ἐσθίων	03	que	direct
1corintios	11	29	04	καὶ	04,05	come y	expanded
1corintios	11	29	05	πίνων	06	bebe	direct
1corintios	11	29	06	κρίμα	17	juicio	direct
1corintios	11	29	07	ἑαυτῷ	18,19	para sí	expanded
1corintios	11	29	08	ἐσθίει	14	come	direct
1corintios	11	29	09	καὶ	15,16	y bebe	expanded
1corintios	11	29	10	πίνει	16	bebe	shared
1corintios	11	29	11	μὴ	07	sin	direct
1corintios	11	29	12	διακρίνων	08,09	discernir correctamente	expanded
1corintios	11	29	13	τὸ	10,11	el cuerpo	expanded
1corintios	11	29	14	σῶμα	12,13	del señor	expanded
