BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	8	6	01	ἀλλʼ	01	pero	direct
1corintios	8	6	02	ἡμῖν	02,03,04,05,06,07,08,09	para nosotros hay un solo dios el padre	expanded
1corintios	8	6	03	εἷς	02,03,04,05,06,07,08,09	para nosotros hay un solo dios el padre	shared
1corintios	8	6	04	θεὸς	02,03,04,05,06,07,08,09	para nosotros hay un solo dios el padre	shared
1corintios	8	6	05	ὁ	02,03,04,05,06,07,08,09	para nosotros hay un solo dios el padre	shared
1corintios	8	6	06	πατήρ	02,03,04,05,06,07,08,09	para nosotros hay un solo dios el padre	shared
1corintios	8	6	07	ἐξ	10,11,12,13,14,15	de quien proceden todas las cosas	expanded
1corintios	8	6	08	οὗ	10,11,12,13,14,15	de quien proceden todas las cosas	shared
1corintios	8	6	09	τὰ	10,11,12,13,14,15	de quien proceden todas las cosas	shared
1corintios	8	6	10	πάντα	10,11,12,13,14,15	de quien proceden todas las cosas	shared
1corintios	8	6	11	καὶ	16,17,18,19,20	y nosotros somos para él	expanded
1corintios	8	6	12	ἡμεῖς	16,17,18,19,20	y nosotros somos para él	shared
1corintios	8	6	13	εἰς	16,17,18,19,20	y nosotros somos para él	shared
1corintios	8	6	14	αὐτόν	16,17,18,19,20	y nosotros somos para él	shared
1corintios	8	6	15	καὶ	21,22,23,24,25	y un solo señor jesucristo	expanded
1corintios	8	6	16	εἷς	21,22,23,24,25	y un solo señor jesucristo	shared
1corintios	8	6	17	κύριος	21,22,23,24,25	y un solo señor jesucristo	shared
1corintios	8	6	18	ἰησοῦς	21,22,23,24,25	y un solo señor jesucristo	shared
1corintios	8	6	19	χριστός	21,22,23,24,25	y un solo señor jesucristo	shared
1corintios	8	6	20	διʼ	26,27,28,29,30,31	por quien son todas las cosas	expanded
1corintios	8	6	21	οὗ	26,27,28,29,30,31	por quien son todas las cosas	shared
1corintios	8	6	22	τὰ	26,27,28,29,30,31	por quien son todas las cosas	shared
1corintios	8	6	23	πάντα	26,27,28,29,30,31	por quien son todas las cosas	shared
1corintios	8	6	24	καὶ	32,33,34,35,36,37,38	y por medio de él existimos nosotros	expanded
1corintios	8	6	25	ἡμεῖς	32,33,34,35,36,37,38	y por medio de él existimos nosotros	shared
1corintios	8	6	26	διʼ	32,33,34,35,36,37,38	y por medio de él existimos nosotros	shared
1corintios	8	6	27	αὐτοῦ	32,33,34,35,36,37,38	y por medio de él existimos nosotros	shared
