BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	7	40	01	μακαριωτέρα	06-07	más feliz	expanded
1corintios	7	40	02	δέ	01	pero	direct
1corintios	7	40	03	ἐστιν	05	será	direct
1corintios	7	40	04	ἐὰν	08	si	direct
1corintios	7	40	05	οὕτως	11-12	como está	expanded
1corintios	7	40	06	μείνῃ	09-10	se queda	expanded
1corintios	7	40	07	κατὰ	02-04	en mi opinión	expanded
1corintios	7	40	08	τὴν	02-04	en mi opinión	shared
1corintios	7	40	09	ἐμὴν	02-04	en mi opinión	shared
1corintios	7	40	10	γνώμην	02-04	en mi opinión	shared
1corintios	7	40	11	δοκῶ	14	creo	direct
1corintios	7	40	12	δὲ	13	y	direct
1corintios	7	40	13	κἀγὼ	15-17	que yo también	expanded
1corintios	7	40	14	πνεῦμα	18-20	tengo el espíritu	expanded
1corintios	7	40	15	θεοῦ	21-22	de dios	expanded
1corintios	7	40	16	ἔχειν	18	tengo	shared
