BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	7	29	01	τοῦτο	01	pero	direct
1corintios	7	29	02	δέ	02	esto	direct
1corintios	7	29	03	φημι	03	digo	direct
1corintios	7	29	04	ἀδελφοί	04	hermanos	direct
1corintios	7	29	05	ὁ	05	el	direct
1corintios	7	29	06	καιρὸς	06	tiempo	direct
1corintios	7	29	07	συνεσταλμένος	07	ha	direct
1corintios	7	29	08	ἐστίν	08	sido	direct
1corintios	7	29	09	τὸ	09	acortado	direct
1corintios	7	29	10	λοιπὸν	10	de	direct
1corintios	7	29	11	ἵνα	11,12,13,14	modo que de ahora	expanded
1corintios	7	29	12	καὶ	15,16	en adelante	expanded
1corintios	7	29	13	οἱ	17	los	direct
1corintios	7	29	14	ἔχοντες	18-19	que tienen	expanded
1corintios	7	29	15	γυναῖκας	20	mujer	direct
1corintios	7	29	16	ὡς	22	como	direct
1corintios	7	29	17	μὴ	24	no	direct
1corintios	7	29	18	ἔχοντες	25-26	la tuvieran	expanded
1corintios	7	29	19	ὦσιν	21,23	sean si	expanded
