BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	12	13	01	καὶ	01,02	pues por	expanded
1corintios	12	13	02	γὰρ	03	un	direct
1corintios	12	13	03	ἐν	04,05,06	mismo espíritu todos	expanded
1corintios	12	13	04	ἑνὶ	07	fuimos	direct
1corintios	12	13	05	πνεύματι	08	bautizados	direct
1corintios	12	13	06	ἡμεῖς	09	en	direct
1corintios	12	13	07	πάντες	10	un	direct
1corintios	12	13	08	εἰς	11	solo	direct
1corintios	12	13	09	ἓν	12	cuerpo	direct
1corintios	12	13	10	σῶμα	13	ya	direct
1corintios	12	13	11	ἐβαπτίσθημεν	14	judíos	direct
1corintios	12	13	12	εἴτε	15	o	direct
1corintios	12	13	13	ἰουδαῖοι	16	griegos	direct
1corintios	12	13	14	εἴτε	19	o	direct
1corintios	12	13	15	ἕλληνες	20	libres	direct
1corintios	12	13	16	εἴτε	21	a	direct
1corintios	12	13	17	δοῦλοι	22	todos	direct
1corintios	12	13	18	εἴτε	23	se	direct
1corintios	12	13	19	ἐλεύθεροι	24	nos	direct
1corintios	12	13	20	καὶ	25,26	dio a	expanded
1corintios	12	13	21	πάντες	27	beber	direct
1corintios	12	13	22	ἓν	28	del	direct
1corintios	12	13	23	πνεῦμα	30	espíritu	direct
1corintios	12	13	24	ἐποτίσθημεν	-	-	missing
