BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1cor	1	10	01	παρακαλῶ	01-02	les ruego	expanded
1cor	1	10	02	δὲ	-	-	missing
1cor	1	10	03	ὑμᾶς	-	-	missing
1cor	1	10	04	ἀδελφοί	03	hermanos	direct
1cor	1	10	05	διὰ	04	por	direct
1cor	1	10	06	τοῦ	05	el	direct
1cor	1	10	07	ὀνόματος	06	nombre	direct
1cor	1	10	08	τοῦ	07	de	direct
1cor	1	10	09	κυρίου	09	señor	direct
1cor	1	10	10	ἡμῶν	08	nuestro	direct
1cor	1	10	11	ἰησοῦ	10	jesucristo	merged-forward
1cor	1	10	12	χριστοῦ	10	jesucristo	shared
1cor	1	10	13	ἵνα	11	que	direct
1cor	1	10	14	τὸ	-	-	missing
1cor	1	10	15	αὐτὸ	31	mismo	direct
1cor	1	10	16	λέγητε	13-16	se pongan de acuerdo	expanded
1cor	1	10	17	πάντες	12	todos	direct
1cor	1	10	18	καὶ	17-18	y que	expanded
1cor	1	10	19	μὴ	19	no	direct
1cor	1	10	20	ᾖ	20	haya	direct
1cor	1	10	21	ἐν	22	entre	expanded
1cor	1	10	22	ὑμῖν	23	ustedes	direct
1cor	1	10	23	σχίσματα	21	divisiones	direct
1cor	1	10	24	ἦτε	26	estén	direct
1cor	1	10	25	δὲ	24-25	sino que	expanded
1cor	1	10	26	κατηρτισμένοι	27-28	enteramente unidos	expanded
1cor	1	10	27	ἐν	29	en	direct
1cor	1	10	28	τῷ	30	un	expanded
1cor	1	10	29	αὐτῷ	-	-	missing
1cor	1	10	30	νοῒ	32	sentir	direct
1cor	1	10	31	καὶ	33	y	direct
1cor	1	10	32	ἐν	34	en	direct
1cor	1	10	33	τῇ	35	un	expanded
1cor	1	10	34	αὐτῇ	36	mismo	direct
1cor	1	10	35	γνώμῃ	37	parecer	direct
