BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	16	2	01	κατὰ	01,02,03,04	que el primer día	expanded
1corintios	16	2	02	μίαν	-	-	shared
1corintios	16	2	03	σαββάτου	05,06	de la semana	expanded
1corintios	16	2	04	ἕκαστος	07,08	cada uno	expanded
1corintios	16	2	05	ὑμῶν	09	de ustedes	direct
1corintios	16	2	06	παρʼ	10	aparte	direct
1corintios	16	2	07	ἑαυτῷ	11	algo	direct
1corintios	16	2	08	τιθέτω	12	ponga	direct
1corintios	16	2	09	θησαυρίζων	13	guardando	direct
1corintios	16	2	10	ὅ	14	según	direct
1corintios	16	2	11	τι	15	haya	direct
1corintios	16	2	12	ἐὰν	16	prosperado	direct
1corintios	16	2	13	εὐοδῶται	-	-	shared
1corintios	16	2	14	ἵνα	17	para	direct
1corintios	16	2	15	μὴ	18	no	direct
1corintios	16	2	16	ὅταν	19	cuando	direct
1corintios	16	2	17	ἔλθω	20	yo vaya	expanded
1corintios	16	2	18	τότε	21	entonces	direct
1corintios	16	2	19	λογεῖαι	22	se	direct
1corintios	16	2	20	γίνωνται	23	recojan ofrendas	expanded
