BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	3	1	01	κἀγώ	01	así	direct
1corintios	3	1	02	ἀδελφοί	04	hermanos	direct
1corintios	3	1	03	οὐκ	05	no	direct
1corintios	3	1	04	ἠδυνήθην	06	pude	direct
1corintios	3	1	05	λαλῆσαι	07	hablarles	direct
1corintios	3	1	06	ὑμῖν	08	como	direct
1corintios	3	1	07	ὡς	12	como	direct
1corintios	3	1	08	πνευματικοῖς	13	a	direct
1corintios	3	1	09	ἀλλʼ	14,15	carnales como	expanded
1corintios	3	1	10	ὡς	16	a	direct
1corintios	3	1	11	σαρκίνοις	17	niños	direct
1corintios	3	1	12	ὡς	18	en	direct
1corintios	3	1	13	νηπίοις	19	cristo	direct
1corintios	3	1	14	ἐν	-	-	missing
1corintios	3	1	15	χριστῷ	-	-	missing
