BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	15	4	01	καὶ	01,02	y que	expanded
1corintios	15	4	02	ὅτι	-	-	shared
1corintios	15	4	03	ἐτάφη	03,04,05	fue sepultado	expanded
1corintios	15	4	04	καὶ	06,07	y que	expanded
1corintios	15	4	05	ὅτι	-	-	shared
1corintios	15	4	06	ἐγήγερται	08,09	resucitó	expanded
1corintios	15	4	07	τῇ	10	al	direct
1corintios	15	4	08	ἡμέρᾳ	11,12,13	tercer día	expanded
1corintios	15	4	09	τῇ	-	-	shared
1corintios	15	4	10	τρίτῃ	-	-	shared
1corintios	15	4	11	κατὰ	14,15	conforme a	expanded
1corintios	15	4	12	τὰς	16	las	direct
1corintios	15	4	13	γραφάς	17	escrituras	direct
