BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	5	11	01	νῦν	01,02	sino que	expanded
1corintios	5	11	02	δὲ	01,02	sino que	shared
1corintios	5	11	03	ἔγραψα	03	en	direct
1corintios	5	11	04	ὑμῖν	04	efecto	direct
1corintios	5	11	05	μὴ	08	no	direct
1corintios	5	11	06	συναναμίγνυσθαι	09	anduvieran	direct
1corintios	5	11	07	ἐάν	10	en	direct
1corintios	5	11	08	τις	11	compañía	direct
1corintios	5	11	09	ἀδελφὸς	12	de	direct
1corintios	5	11	10	ὀνομαζόμενος	13	ninguno	direct
1corintios	5	11	11	ᾖ	14	que	direct
1corintios	5	11	12	πόρνος	15	llamándose	direct
1corintios	5	11	13	ἢ	21	o	direct
1corintios	5	11	14	πλεονέκτης	22	avaro	direct
1corintios	5	11	15	ἢ	23	o	direct
1corintios	5	11	16	εἰδωλολάτρης	24	idólatra	direct
1corintios	5	11	17	ἢ	25	o	direct
1corintios	5	11	18	λοίδορος	26	difamador	direct
1corintios	5	11	19	ἢ	27	o	direct
1corintios	5	11	20	μέθυσος	28	borracho	direct
1corintios	5	11	21	ἢ	29	o	direct
1corintios	5	11	22	ἅρπαξ	30	estafador	direct
1corintios	5	11	23	τῷ	31	con	direct
1corintios	5	11	24	τοιούτῳ	32	esa	direct
1corintios	5	11	25	μηδὲ	33	persona	direct
1corintios	5	11	26	συνεσθίειν	34	ni	direct
