BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	12	25	01	ἵνα	01,02,03,04	a fin de que	expanded
1corintios	12	25	02	μὴ	08	no	direct
1corintios	12	25	03	ᾖ	09	haya	direct
1corintios	12	25	04	σχίσμα	10	división	direct
1corintios	12	25	05	ἐν	05,06,07	en el cuerpo	expanded
1corintios	12	25	06	τῷ	05,06,07	en el cuerpo	shared
1corintios	12	25	07	σώματι	05,06,07	en el cuerpo	shared
1corintios	12	25	08	ἀλλὰ	11	sino	direct
1corintios	12	25	09	τὸ	16,17	el mismo	expanded
1corintios	12	25	10	αὐτὸ	16,17	el mismo	shared
1corintios	12	25	11	ὑπὲρ	20	por	direct
1corintios	12	25	12	ἀλλήλων	21	otros	direct
1corintios	12	25	13	μεριμνῶσι	15,18,19	tengan cuidado unos	expanded
1corintios	12	25	14	τὰ	12,13	que los	expanded
1corintios	12	25	15	μέλη	14	miembros	direct
