BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	9	2	01	εἰ	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25	si para otros no soy apóstol por lo menos para ustedes sí lo soy pues ustedes son el sello de mi apostolado en el señor	expanded
1corintios	9	2	02	ἄλλοις	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25	si para otros no soy apóstol por lo menos para ustedes sí lo soy pues ustedes son el sello de mi apostolado en el señor	shared
1corintios	9	2	03	οὐκ	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25	si para otros no soy apóstol por lo menos para ustedes sí lo soy pues ustedes son el sello de mi apostolado en el señor	shared
1corintios	9	2	04	εἰμὶ	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25	si para otros no soy apóstol por lo menos para ustedes sí lo soy pues ustedes son el sello de mi apostolado en el señor	shared
1corintios	9	2	05	ἀπόστολος	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25	si para otros no soy apóstol por lo menos para ustedes sí lo soy pues ustedes son el sello de mi apostolado en el señor	shared
1corintios	9	2	06	ἀλλά	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25	si para otros no soy apóstol por lo menos para ustedes sí lo soy pues ustedes son el sello de mi apostolado en el señor	shared
1corintios	9	2	07	γε	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25	si para otros no soy apóstol por lo menos para ustedes sí lo soy pues ustedes son el sello de mi apostolado en el señor	shared
1corintios	9	2	08	ὑμῖν	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25	si para otros no soy apóstol por lo menos para ustedes sí lo soy pues ustedes son el sello de mi apostolado en el señor	shared
1corintios	9	2	09	εἰμι	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25	si para otros no soy apóstol por lo menos para ustedes sí lo soy pues ustedes son el sello de mi apostolado en el señor	shared
1corintios	9	2	10	ἡ	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25	si para otros no soy apóstol por lo menos para ustedes sí lo soy pues ustedes son el sello de mi apostolado en el señor	shared
1corintios	9	2	11	γὰρ	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25	si para otros no soy apóstol por lo menos para ustedes sí lo soy pues ustedes son el sello de mi apostolado en el señor	shared
1corintios	9	2	12	σφραγίς	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25	si para otros no soy apóstol por lo menos para ustedes sí lo soy pues ustedes son el sello de mi apostolado en el señor	shared
1corintios	9	2	13	μου	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25	si para otros no soy apóstol por lo menos para ustedes sí lo soy pues ustedes son el sello de mi apostolado en el señor	shared
1corintios	9	2	14	τῆς	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25	si para otros no soy apóstol por lo menos para ustedes sí lo soy pues ustedes son el sello de mi apostolado en el señor	shared
1corintios	9	2	15	ἀποστολῆς	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25	si para otros no soy apóstol por lo menos para ustedes sí lo soy pues ustedes son el sello de mi apostolado en el señor	shared
1corintios	9	2	16	ὑμεῖς	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25	si para otros no soy apóstol por lo menos para ustedes sí lo soy pues ustedes son el sello de mi apostolado en el señor	shared
1corintios	9	2	17	ἐστε	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25	si para otros no soy apóstol por lo menos para ustedes sí lo soy pues ustedes son el sello de mi apostolado en el señor	shared
1corintios	9	2	18	ἐν	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25	si para otros no soy apóstol por lo menos para ustedes sí lo soy pues ustedes son el sello de mi apostolado en el señor	shared
1corintios	9	2	19	κυρίῳ	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25	si para otros no soy apóstol por lo menos para ustedes sí lo soy pues ustedes son el sello de mi apostolado en el señor	shared
