BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	2	2	01	οὐ	01	porque	direct
1corintios	2	2	02	γὰρ	02	nada	direct
1corintios	2	2	03	ἔκρινά	03	me	direct
1corintios	2	2	04	τι	04	propuse	direct
1corintios	2	2	05	εἰδέναι	05	saber	direct
1corintios	2	2	06	ἐν	06,07,08	entre ustedes excepto	expanded
1corintios	2	2	07	ὑμῖν	09	a	direct
1corintios	2	2	08	εἰ	10	jesucristo	direct
1corintios	2	2	09	μὴ	11	y	direct
1corintios	2	2	10	ἰησοῦν	12	este	direct
1corintios	2	2	11	χριστὸν	13	crucificado	direct
1corintios	2	2	12	καὶ	-	-	missing
1corintios	2	2	13	τοῦτον	-	-	missing
1corintios	2	2	14	ἐσταυρωμένον	-	-	missing
