BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	13	2	01	καὶ	01,02	y si	expanded
1corintios	13	2	02	ἐὰν	03	tuviera	direct
1corintios	13	2	03	ἔχω	04	el	direct
1corintios	13	2	04	προφητείαν	05	don	direct
1corintios	13	2	05	καὶ	06,07	de profecía	expanded
1corintios	13	2	06	εἰδῶ	08	y	direct
1corintios	13	2	07	τὰ	09	entendiera	direct
1corintios	13	2	08	μυστήρια	10	todos	direct
1corintios	13	2	09	πάντα	11	los	direct
1corintios	13	2	10	καὶ	12,13	misterios y	expanded
1corintios	13	2	11	πᾶσαν	14	todo	direct
1corintios	13	2	12	τὴν	15	conocimiento	direct
1corintios	13	2	13	γνῶσιν	16	y	direct
1corintios	13	2	14	⸄καὶ	17	si	direct
1corintios	13	2	15	ἐὰν⸅	18	tuviera	direct
1corintios	13	2	16	ἔχω	19	toda	direct
1corintios	13	2	17	πᾶσαν	20	la	direct
1corintios	13	2	18	τὴν	21	fe	direct
1corintios	13	2	19	πίστιν	22	como	direct
1corintios	13	2	20	ὥστε	23	para	direct
1corintios	13	2	21	ὄρη	24	trasladar	direct
1corintios	13	2	22	μεθιστάναι	25	montañas	direct
1corintios	13	2	23	ἀγάπην	26	pero	direct
1corintios	13	2	24	δὲ	27,28	no tengo	expanded
1corintios	13	2	25	μὴ	29	amor	direct
1corintios	13	2	26	ἔχω	30	nada	direct
1corintios	13	2	27	οὐθέν	31	soy	direct
1corintios	13	2	28	εἰμι	-	-	missing
