BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	7	26	01	νομίζω	01	creo	direct
1corintios	7	26	02	οὖν	02	pues	direct
1corintios	7	26	03	τοῦτο	03	que	direct
1corintios	7	26	04	καλὸν	04,05,06	esto es bueno	expanded
1corintios	7	26	05	ὑπάρχειν	07	en	direct
1corintios	7	26	06	διὰ	08,09,10	vista de la	expanded
1corintios	7	26	07	τὴν	11	presente	direct
1corintios	7	26	08	ἐνεστῶσαν	12	aflicción	direct
1corintios	7	26	09	ἀνάγκην	13	es	direct
1corintios	7	26	10	ὅτι	15	que	direct
1corintios	7	26	11	καλὸν	16,17,18	es bueno que	expanded
1corintios	7	26	12	ἀνθρώπῳ	19	el	direct
1corintios	7	26	13	τὸ	20	hombre	direct
1corintios	7	26	14	οὕτως	23,24	como está	expanded
1corintios	7	26	15	εἶναι	23,24	como está	shared
