BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	15	25	01	δεῖ	01,02,03	pues cristo debe	expanded
1corintios	15	25	02	γὰρ	-	-	shared
1corintios	15	25	03	αὐτὸν	-	-	shared
1corintios	15	25	04	βασιλεύειν	04	reinar	direct
1corintios	15	25	05	ἄχρι	05	hasta	direct
1corintios	15	25	06	οὗ	06	que	direct
1corintios	15	25	07	θῇ	07,08	haya puesto	expanded
1corintios	15	25	08	πάντας	09,10	a todos	expanded
1corintios	15	25	09	τοὺς	-	-	shared
1corintios	15	25	10	ἐχθροὺς	11,12	sus enemigos	expanded
1corintios	15	25	11	ὑπὸ	13	debajo	direct
1corintios	15	25	12	τοὺς	14,15	de sus	expanded
1corintios	15	25	13	πόδας	16	pies	direct
1corintios	15	25	14	αὐτοῦ	-	-	shared
