BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	14	1	01	διώκετε	01	procuren	direct
1corintios	14	1	02	τὴν	02	alcanzar	direct
1corintios	14	1	03	ἀγάπην	03	el	direct
1corintios	14	1	04	ζηλοῦτε	04	amor	direct
1corintios	14	1	05	δὲ	05,06	pero también	expanded
1corintios	14	1	06	τὰ	07	deseen	direct
1corintios	14	1	07	πνευματικά	08	ardientemente	direct
1corintios	14	1	08	μᾶλλον	09	los	direct
1corintios	14	1	09	δὲ	10,11	dones espirituales	expanded
1corintios	14	1	10	ἵνα	12,13,14,15	sobre todo que profeticen	expanded
1corintios	14	1	11	προφητεύητε	-	-	missing
