BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	3	7	01	ὥστε	01	así	direct
1corintios	3	7	02	οὔτε	03	ni	direct
1corintios	3	7	03	ὁ	04	el	direct
1corintios	3	7	04	φυτεύων	05	que	direct
1corintios	3	7	05	ἐστίν	06	planta	direct
1corintios	3	7	06	τι	12	algo	direct
1corintios	3	7	07	οὔτε	13	sino	direct
1corintios	3	7	08	ὁ	14	dios	direct
1corintios	3	7	09	ποτίζων	15	que	direct
1corintios	3	7	10	ἀλλʼ	16,17	da el	expanded
1corintios	3	7	11	ὁ	18	crecimiento	direct
1corintios	3	7	12	αὐξάνων	-	-	missing
1corintios	3	7	13	θεός	-	-	missing
