BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	11	23	01	ἐγὼ	02	yo	direct
1corintios	11	23	02	γὰρ	01	porque	direct
1corintios	11	23	03	παρέλαβον	03	recibí	direct
1corintios	11	23	04	ἀπὸ	04	del	direct
1corintios	11	23	05	τοῦ	05	señor	direct
1corintios	11	23	06	κυρίου	06,07	lo mismo	expanded
1corintios	11	23	07	ὃ	08	que	direct
1corintios	11	23	08	καὶ	09,10	les he	expanded
1corintios	11	23	09	παρέδωκα	11	enseñado	direct
1corintios	11	23	10	ὑμῖν	09	les	shared
1corintios	11	23	11	ὅτι	12	que	direct
1corintios	11	23	12	ὁ	13	el	direct
1corintios	11	23	13	κύριος	14	señor	direct
1corintios	11	23	14	ἰησοῦς	15	jesús	direct
1corintios	11	23	15	ἐν	18	en	direct
1corintios	11	23	16	τῇ	16,17	la noche	expanded
1corintios	11	23	17	νυκτὶ	16,17	la noche	shared
1corintios	11	23	18	ᾗ	18,19,20	en que fue	shared
1corintios	11	23	19	παρεδίδετο	21	entregado	direct
1corintios	11	23	20	ἔλαβεν	22	tomó	direct
1corintios	11	23	21	ἄρτον	23	pan	direct
