BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	14	28	01	ἐὰν	01,02	pero si	expanded
1corintios	14	28	02	δὲ	01,02	pero si	shared
1corintios	14	28	03	μὴ	03	no	direct
1corintios	14	28	04	ᾖ	04	hay	direct
1corintios	14	28	05	διερμηνευτής	05	intérprete	direct
1corintios	14	28	06	σιγάτω	06	que	direct
1corintios	14	28	07	ἐν	07,08,09	guarde silencio en	expanded
1corintios	14	28	08	ἐκκλησίᾳ	10	la	direct
1corintios	14	28	09	ἑαυτῷ	11	iglesia	direct
1corintios	14	28	10	δὲ	12,13	y que	expanded
1corintios	14	28	11	λαλείτω	14	hable	direct
1corintios	14	28	12	καὶ	15,16	para sí	expanded
1corintios	14	28	13	τῷ	17	y	direct
1corintios	14	28	14	θεῷ	18	para	direct
