BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	15	3	01	παρέδωκα	01,02,03	porque yo les entregué	expanded
1corintios	15	3	02	γὰρ	-	-	shared
1corintios	15	3	03	ὑμῖν	-	-	shared
1corintios	15	3	04	ἐν	04,05,06,07	en primer lugar	expanded
1corintios	15	3	05	πρώτοις	-	-	shared
1corintios	15	3	06	ὃ	08,09,10	lo mismo que	expanded
1corintios	15	3	07	καὶ	-	-	shared
1corintios	15	3	08	παρέλαβον	11,12	recibí que	expanded
1corintios	15	3	09	ὅτι	-	-	shared
1corintios	15	3	10	χριστὸς	13	cristo	direct
1corintios	15	3	11	ἀπέθανεν	14	murió	direct
1corintios	15	3	12	ὑπὲρ	15	por	direct
1corintios	15	3	13	τῶν	16,17	nuestros pecados	expanded
1corintios	15	3	14	ἁμαρτιῶν	-	-	shared
1corintios	15	3	15	ἡμῶν	-	-	shared
1corintios	15	3	16	κατὰ	18,19	conforme a	expanded
1corintios	15	3	17	τὰς	20	las	direct
1corintios	15	3	18	γραφάς	21	escrituras	direct
