BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	11	34	01	εἴ	01	si	direct
1corintios	11	34	02	τις	01	si	shared
1corintios	11	34	03	πεινᾷ	02	alguien	direct
1corintios	11	34	04	ἐν	03,04,05	tiene hambre coma	expanded
1corintios	11	34	05	οἴκῳ	06	en	direct
1corintios	11	34	06	ἐσθιέτω	07	su	direct
1corintios	11	34	07	ἵνα	08,09,10,11	casa para que no	expanded
1corintios	11	34	08	μὴ	12	se	direct
1corintios	11	34	09	εἰς	13	reúnan	direct
1corintios	11	34	10	κρίμα	14	para	direct
1corintios	11	34	11	συνέρχησθε	15	juicio	direct
1corintios	11	34	12	τὰ	16	los	direct
1corintios	11	34	13	δὲ	17,18	demás asuntos	expanded
1corintios	11	34	14	λοιπὰ	19	los	direct
1corintios	11	34	15	ὡς	20	arreglaré	direct
1corintios	11	34	16	ἂν	21	cuando	direct
1corintios	11	34	17	ἔλθω	22	vaya	direct
1corintios	11	34	18	διατάξομαι	-	-	missing
