BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	10	9	01	μηδὲ	01	ni	direct
1corintios	10	9	02	ἐκπειράζωμεν	02	provoquemos	direct
1corintios	10	9	03	τὸν	03	al	direct
1corintios	10	9	04	χριστόν	04	señor	direct
1corintios	10	9	05	καθώς	05,06,07,08,09	como algunos de ellos lo	expanded
1corintios	10	9	06	τινες	05,06,07,08,09	como algunos de ellos lo	shared
1corintios	10	9	07	αὐτῶν	05,06,07,08,09	como algunos de ellos lo	shared
1corintios	10	9	08	ἐπείρασαν	10	provocaron	direct
1corintios	10	9	09	καὶ	11,12	y fueron	expanded
1corintios	10	9	10	ὑπὸ	13	destruidos	direct
1corintios	10	9	11	τῶν	14	por	direct
1corintios	10	9	12	ὄφεων	15	las	direct
1corintios	10	9	13	ἀπώλλυντο	16	serpientes	direct
