BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	12	8	01	ᾧ	01	pues	direct
1corintios	12	8	02	μὲν	02	a	direct
1corintios	12	8	03	γὰρ	03	uno	direct
1corintios	12	8	04	διὰ	04,05,06	le es dada	expanded
1corintios	12	8	05	τοῦ	07	palabra	direct
1corintios	12	8	06	πνεύματος	08	de	direct
1corintios	12	8	07	δίδοται	09	sabiduría	direct
1corintios	12	8	08	λόγος	10	por	direct
1corintios	12	8	09	σοφίας	11	el	direct
1corintios	12	8	10	ἄλλῳ	12	espíritu	direct
1corintios	12	8	11	δὲ	13,14	a otro	expanded
1corintios	12	8	12	λόγος	15	palabra	direct
1corintios	12	8	13	γνώσεως	16	de	direct
1corintios	12	8	14	κατὰ	17	conocimiento	direct
1corintios	12	8	15	τὸ	18	según	direct
1corintios	12	8	16	αὐτὸ	19	el	direct
1corintios	12	8	17	πνεῦμα	20	mismo	direct
