BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	8	13	01	διόπερ	01,02,03,04,05,06,07,08,09,10,11,12	por tanto si la comida hace que mi hermano caiga en pecado	expanded
1corintios	8	13	02	εἰ	01,02,03,04,05,06,07,08,09,10,11,12	por tanto si la comida hace que mi hermano caiga en pecado	shared
1corintios	8	13	03	βρῶμα	01,02,03,04,05,06,07,08,09,10,11,12	por tanto si la comida hace que mi hermano caiga en pecado	shared
1corintios	8	13	04	σκανδαλίζει	01,02,03,04,05,06,07,08,09,10,11,12	por tanto si la comida hace que mi hermano caiga en pecado	shared
1corintios	8	13	05	τὸν	01,02,03,04,05,06,07,08,09,10,11,12	por tanto si la comida hace que mi hermano caiga en pecado	shared
1corintios	8	13	06	ἀδελφόν	01,02,03,04,05,06,07,08,09,10,11,12	por tanto si la comida hace que mi hermano caiga en pecado	shared
1corintios	8	13	07	μου	01,02,03,04,05,06,07,08,09,10,11,12	por tanto si la comida hace que mi hermano caiga en pecado	shared
1corintios	8	13	08	οὐ	13,14,15,16,17,18,19,20,21,22,23	no comeré carne jamás para no hacer pecar a mi hermano	expanded
1corintios	8	13	09	μὴ	13,14,15,16,17,18,19,20,21,22,23	no comeré carne jamás para no hacer pecar a mi hermano	shared
1corintios	8	13	10	φάγω	13,14,15,16,17,18,19,20,21,22,23	no comeré carne jamás para no hacer pecar a mi hermano	shared
1corintios	8	13	11	κρέα	13,14,15,16,17,18,19,20,21,22,23	no comeré carne jamás para no hacer pecar a mi hermano	shared
1corintios	8	13	12	εἰς	13,14,15,16,17,18,19,20,21,22,23	no comeré carne jamás para no hacer pecar a mi hermano	shared
1corintios	8	13	13	τὸν	13,14,15,16,17,18,19,20,21,22,23	no comeré carne jamás para no hacer pecar a mi hermano	shared
1corintios	8	13	14	αἰῶνα	13,14,15,16,17,18,19,20,21,22,23	no comeré carne jamás para no hacer pecar a mi hermano	shared
1corintios	8	13	15	ἵνα	13,14,15,16,17,18,19,20,21,22,23	no comeré carne jamás para no hacer pecar a mi hermano	shared
1corintios	8	13	16	μὴ	13,14,15,16,17,18,19,20,21,22,23	no comeré carne jamás para no hacer pecar a mi hermano	shared
1corintios	8	13	17	τὸν	13,14,15,16,17,18,19,20,21,22,23	no comeré carne jamás para no hacer pecar a mi hermano	shared
1corintios	8	13	18	ἀδελφόν	13,14,15,16,17,18,19,20,21,22,23	no comeré carne jamás para no hacer pecar a mi hermano	shared
1corintios	8	13	19	μου	13,14,15,16,17,18,19,20,21,22,23	no comeré carne jamás para no hacer pecar a mi hermano	shared
1corintios	8	13	20	σκανδαλίσω	13,14,15,16,17,18,19,20,21,22,23	no comeré carne jamás para no hacer pecar a mi hermano	shared
