BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	12	30	01	μὴ	01	acaso	direct
1corintios	12	30	02	πάντες	02	tienen	direct
1corintios	12	30	03	χαρίσματα	03	todos	direct
1corintios	12	30	04	ἔχουσιν	04	dones	direct
1corintios	12	30	05	ἰαμάτων	05	de	direct
1corintios	12	30	06	μὴ	06	sanidad	direct
1corintios	12	30	07	πάντες	07	acaso	direct
1corintios	12	30	08	γλώσσαις	08	hablan	direct
1corintios	12	30	09	λαλοῦσιν	09	todos	direct
1corintios	12	30	10	μὴ	10	en	direct
1corintios	12	30	11	πάντες	11	lenguas	direct
1corintios	12	30	12	διερμηνεύουσιν	12	acaso	direct
