BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	12	3	01	διὸ	01	por	direct
1corintios	12	3	02	γνωρίζω	02	tanto	direct
1corintios	12	3	03	ὑμῖν	03	les	direct
1corintios	12	3	04	ὅτι	04	hago	direct
1corintios	12	3	05	οὐδεὶς	05	saber	direct
1corintios	12	3	06	ἐν	06,07,08	que nadie hablando	expanded
1corintios	12	3	07	πνεύματι	09	por	direct
1corintios	12	3	08	θεοῦ	12,13	de dios	expanded
1corintios	12	3	09	λαλῶν	14	dice	direct
1corintios	12	3	10	λέγει	15	jesús	direct
1corintios	12	3	11	ἀνάθεμα	16	es	direct
1corintios	12	3	12	ἰησοῦς	17	anatema	direct
1corintios	12	3	13	καὶ	18,19	y nadie	expanded
1corintios	12	3	14	οὐδεὶς	20	puede	direct
1corintios	12	3	15	δύναται	21	decir	direct
1corintios	12	3	16	εἰπεῖν	22	jesús	direct
1corintios	12	3	17	κύριος	23,24	es el	expanded
1corintios	12	3	18	ἰησοῦς	25	señor	direct
1corintios	12	3	19	εἰ	26	excepto	direct
1corintios	12	3	20	μὴ	27	por	direct
1corintios	12	3	21	ἐν	28,29,30	el espíritu santo	expanded
1corintios	12	3	22	πνεύματι	-	-	missing
1corintios	12	3	23	ἁγίῳ	-	-	missing
