BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	12	12	01	καθάπερ	01,02,03	porque así como	expanded
1corintios	12	12	02	γὰρ	01	porque	shared
1corintios	12	12	03	τὸ	04	el	direct
1corintios	12	12	04	σῶμα	05	cuerpo	direct
1corintios	12	12	05	ἕν	07	uno	direct
1corintios	12	12	06	ἐστιν	06	es	direct
1corintios	12	12	07	καὶ	08	y	direct
1corintios	12	12	08	μέλη	11	miembros	direct
1corintios	12	12	09	πολλὰ	10	muchos	direct
1corintios	12	12	10	ἔχει	09	tiene	direct
1corintios	12	12	11	πάντα	12,13	pero todos	expanded
1corintios	12	12	12	δὲ	12	pero	shared
1corintios	12	12	13	τὰ	14	los	direct
1corintios	12	12	14	μέλη	15	miembros	direct
1corintios	12	12	15	τοῦ	16	del	direct
1corintios	12	12	16	σώματος	17	cuerpo	direct
1corintios	12	12	17	πολλὰ	20	muchos	direct
1corintios	12	12	18	ὄντα	18,19	aunque son	expanded
1corintios	12	12	19	ἕν	22,23	un solo	expanded
1corintios	12	12	20	ἐστιν	21	constituyen	direct
1corintios	12	12	21	σῶμα	24	cuerpo	direct
1corintios	12	12	22	οὕτως	25	así	direct
1corintios	12	12	23	καὶ	26	también	direct
1corintios	12	12	24	ὁ	27	es	direct
1corintios	12	12	25	χριστός	28	cristo	direct
