BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	7	36	01	εἰ	02	si	direct
1corintios	7	36	02	δέ	01	y	direct
1corintios	7	36	03	τις	03	alguien	direct
1corintios	7	36	04	ἀσχημονεῖν	06-09	no está obrando correctamente	expanded
1corintios	7	36	05	ἐπὶ	10-12	con respecto a	expanded
1corintios	7	36	06	τὴν	13	su	direct
1corintios	7	36	07	παρθένον	14-15	hija virgen	expanded
1corintios	7	36	08	αὐτοῦ	13	su	shared
1corintios	7	36	09	νομίζει	04-05	cree que	expanded
1corintios	7	36	10	ἐὰν	16	si	direct
1corintios	7	36	11	ᾖ	17-18	ella es	expanded
1corintios	7	36	12	ὑπέρακμος	19-21	de edad madura	expanded
1corintios	7	36	13	καὶ	22-23	y si	expanded
1corintios	7	36	14	οὕτως	27	así	direct
1corintios	7	36	15	ὀφείλει	24-25	es necesario	expanded
1corintios	7	36	16	γίνεσθαι	26,28-29	que se haga	expanded
1corintios	7	36	17	ὃ	32-33	lo que	expanded
1corintios	7	36	18	θέλει	34	quiera	direct
1corintios	7	36	19	ποιείτω	30-31	que haga	expanded
1corintios	7	36	20	οὐχ	35	no	direct
1corintios	7	36	21	ἁμαρτάνει	36	peca	direct
1corintios	7	36	22	γαμείτωσαν	37-39	que se case	expanded
