BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	12	17	01	εἰ	01	si	direct
1corintios	12	17	02	ὅλον	02	todo	direct
1corintios	12	17	03	τὸ	03	el	direct
1corintios	12	17	04	σῶμα	04	cuerpo	direct
1corintios	12	17	05	ὀφθαλμός	05	fuera	direct
1corintios	12	17	06	ποῦ	06,07	ojo qué	expanded
1corintios	12	17	07	ἡ	08	sería	direct
1corintios	12	17	08	ἀκοή	09,10	del oído	expanded
1corintios	12	17	09	εἰ	11	si	direct
1corintios	12	17	10	ὅλον	12	todo	direct
1corintios	12	17	11	ἀκοή	13,14	fuera oído	expanded
1corintios	12	17	12	ποῦ	15,16	qué sería	expanded
1corintios	12	17	13	ἡ	17	del	direct
1corintios	12	17	14	ὄσφρησις	18	olfato	direct
