BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	12	29	01	μὴ	01	acaso	direct
1corintios	12	29	02	πάντες	02,03	son todos	expanded
1corintios	12	29	03	ἀπόστολοι	04	apóstoles	direct
1corintios	12	29	04	μὴ	05	acaso	direct
1corintios	12	29	05	πάντες	06,07	son todos	expanded
1corintios	12	29	06	προφῆται	08	profetas	direct
1corintios	12	29	07	μὴ	09	acaso	direct
1corintios	12	29	08	πάντες	10,11	son todos	expanded
1corintios	12	29	09	διδάσκαλοι	12	maestros	direct
1corintios	12	29	10	μὴ	13	acaso	direct
1corintios	12	29	11	πάντες	14,15	son todos	expanded
1corintios	12	29	12	δυνάμεις	16,17,18	obradores de milagros	expanded
