BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	11	20	01	συνερχομένων	03,04,05	cuando se reúnen	expanded
1corintios	11	20	02	οὖν	01,02	por tanto	expanded
1corintios	11	20	03	ὑμῶν	03,04,05	cuando se reúnen	shared
1corintios	11	20	04	ἐπὶ	06,07	esto ya	expanded
1corintios	11	20	05	τὸ	06	esto	shared
1corintios	11	20	06	αὐτὸ	06,07	esto ya	shared
1corintios	11	20	07	οὐκ	08	no	direct
1corintios	11	20	08	ἔστιν	09	es	direct
1corintios	11	20	09	κυριακὸν	13,14	del señor	expanded
1corintios	11	20	10	δεῖπνον	11,12	la cena	expanded
1corintios	11	20	11	φαγεῖν	10	comer	direct
