BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	12	11	01	πάντα	01	pero	direct
1corintios	12	11	02	δὲ	02,03	todas estas	expanded
1corintios	12	11	03	ταῦτα	04	cosas	direct
1corintios	12	11	04	ἐνεργεῖ	05	las	direct
1corintios	12	11	05	τὸ	06	hace	direct
1corintios	12	11	06	ἓν	07	uno	direct
1corintios	12	11	07	καὶ	08,09	y el	expanded
1corintios	12	11	08	τὸ	10	mismo	direct
1corintios	12	11	09	αὐτὸ	11	espíritu	direct
1corintios	12	11	10	πνεῦμα	12	distribuyendo	direct
1corintios	12	11	11	διαιροῦν	13	individualmente	direct
1corintios	12	11	12	ἰδίᾳ	14	a	direct
1corintios	12	11	13	ἑκάστῳ	15	cada	direct
1corintios	12	11	14	καθὼς	16	uno	direct
1corintios	12	11	15	βούλεται	17	según	direct
