BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	11	4	01	πᾶς	01	todo	direct
1corintios	11	4	02	ἀνὴρ	02	hombre	direct
1corintios	11	4	03	προσευχόμενος	03	que	direct
1corintios	11	4	04	ἢ	04	cubre	direct
1corintios	11	4	05	προφητεύων	05	su	direct
1corintios	11	4	06	κατὰ	06	cabeza	direct
1corintios	11	4	07	κεφαλῆς	07	mientras	direct
1corintios	11	4	08	ἔχων	08	ora	direct
1corintios	11	4	09	καταισχύνει	09	o	direct
1corintios	11	4	10	τὴν	10	profetiza	direct
1corintios	11	4	11	κεφαλὴν	13	cabeza	direct
1corintios	11	4	12	αὐτοῦ	-	-	missing
