BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	7	19	01	ἡ	01	la	direct
1corintios	7	19	02	περιτομὴ	02	circuncisión	direct
1corintios	7	19	03	οὐδέν	03	nada	direct
1corintios	7	19	04	ἐστιν	04	es	direct
1corintios	7	19	05	καὶ	05	y	direct
1corintios	7	19	06	ἡ	08	la	direct
1corintios	7	19	07	ἀκροβυστία	09	incircuncisión	direct
1corintios	7	19	08	οὐδέν	06	nada	direct
1corintios	7	19	09	ἐστιν	07	es	direct
1corintios	7	19	10	ἀλλὰ	10	sino	direct
1corintios	7	19	11	τήρησις	11-12	el guardar	expanded
1corintios	7	19	12	ἐντολῶν	13-14	los mandamientos	expanded
1corintios	7	19	13	θεοῦ	15-16	de dios	expanded
