BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	10	6	01	ταῦτα	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19	estas cosas sucedieron como ejemplo para nosotros a fin de que no codiciemos lo malo como ellos lo codiciaron	expanded
1corintios	10	6	02	δὲ	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19	estas cosas sucedieron como ejemplo para nosotros a fin de que no codiciemos lo malo como ellos lo codiciaron	shared
1corintios	10	6	03	τύποι	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19	estas cosas sucedieron como ejemplo para nosotros a fin de que no codiciemos lo malo como ellos lo codiciaron	shared
1corintios	10	6	04	ἡμῶν	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19	estas cosas sucedieron como ejemplo para nosotros a fin de que no codiciemos lo malo como ellos lo codiciaron	shared
1corintios	10	6	05	ἐγενήθησαν	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19	estas cosas sucedieron como ejemplo para nosotros a fin de que no codiciemos lo malo como ellos lo codiciaron	shared
1corintios	10	6	06	εἰς	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19	estas cosas sucedieron como ejemplo para nosotros a fin de que no codiciemos lo malo como ellos lo codiciaron	shared
1corintios	10	6	07	τὸ	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19	estas cosas sucedieron como ejemplo para nosotros a fin de que no codiciemos lo malo como ellos lo codiciaron	shared
1corintios	10	6	08	μὴ	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19	estas cosas sucedieron como ejemplo para nosotros a fin de que no codiciemos lo malo como ellos lo codiciaron	shared
1corintios	10	6	09	εἶναι	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19	estas cosas sucedieron como ejemplo para nosotros a fin de que no codiciemos lo malo como ellos lo codiciaron	shared
1corintios	10	6	10	ἡμᾶς	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19	estas cosas sucedieron como ejemplo para nosotros a fin de que no codiciemos lo malo como ellos lo codiciaron	shared
1corintios	10	6	11	ἐπιθυμητὰς	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19	estas cosas sucedieron como ejemplo para nosotros a fin de que no codiciemos lo malo como ellos lo codiciaron	shared
1corintios	10	6	12	κακῶν	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19	estas cosas sucedieron como ejemplo para nosotros a fin de que no codiciemos lo malo como ellos lo codiciaron	shared
1corintios	10	6	13	καθὼς	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19	estas cosas sucedieron como ejemplo para nosotros a fin de que no codiciemos lo malo como ellos lo codiciaron	shared
1corintios	10	6	14	κἀκεῖνοι	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19	estas cosas sucedieron como ejemplo para nosotros a fin de que no codiciemos lo malo como ellos lo codiciaron	shared
1corintios	10	6	15	ἐπεθύμησαν	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19	estas cosas sucedieron como ejemplo para nosotros a fin de que no codiciemos lo malo como ellos lo codiciaron	shared
