BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	15	4	01	ὅσα	01	Porque	direct
romanos	15	4	02	γὰρ	02	todo	direct
romanos	15	4	03	προεγράφη,	03	lo	direct
romanos	15	4	04	⸀εἰς	04	que	direct
romanos	15	4	05	τὴν	05	fue	direct
romanos	15	4	06	ἡμετέραν	06	escrito	direct
romanos	15	4	07	διδασκαλίαν	07	en	direct
romanos	15	4	08	⸀ἐγράφη,	08	tiempos	direct
romanos	15	4	09	ἵνα	15,16,17,18	a fin de que	expanded
romanos	15	4	10	διὰ	19,20,21	por medio de	expanded
romanos	15	4	11	τῆς	22	la	direct
romanos	15	4	12	ὑπομονῆς	23	paciencia	direct
romanos	15	4	13	καὶ	24,25	y del	expanded
romanos	15	4	14	διὰ	26,27,28	consuelo de las	expanded
romanos	15	4	15	τῆς	29	Escrituras	direct
romanos	15	4	16	παρακλήσεως	30	tengamos	direct
romanos	15	4	17	τῶν	31	esperanza.	expanded
romanos	15	4	18	γραφῶν	-	-	missing
romanos	15	4	19	τὴν	-	-	missing
romanos	15	4	20	ἐλπίδα	-	-	missing
romanos	15	4	21	ἔχωμεν.	-	-	missing
