BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	6	16	01	οὐκ	01	¿No	direct
romanos	6	16	02	οἴδατε	02	saben	direct
romanos	6	16	03	ὅτι	04	que	direct
romanos	6	16	04	ᾧ	05	cuando	direct
romanos	6	16	05	παριστάνετε	06	se	direct
romanos	6	16	06	ἑαυτοὺς	07	presentan	direct
romanos	6	16	07	δούλους	08	como	direct
romanos	6	16	08	εἰς	09	esclavos	direct
romanos	6	16	09	ὑπακοήν,	10	a	direct
romanos	6	16	10	δοῦλοί	11	alguien	direct
romanos	6	16	11	ἐστε	12	para	direct
romanos	6	16	12	ᾧ	13	obedecerle,	direct
romanos	6	16	13	ὑπακούετε,	14	son	direct
romanos	6	16	14	ἤτοι	15	esclavos	direct
romanos	6	16	15	ἁμαρτίας	16	de	direct
romanos	6	16	16	εἰς	17	aquel	direct
romanos	6	16	17	θάνατον	18	a	direct
romanos	6	16	18	ἢ	27	o	direct
romanos	6	16	19	ὑπακοῆς	28	de	direct
romanos	6	16	20	εἰς	29	la	direct
romanos	6	16	21	δικαιοσύνην;	30	obediencia	direct
