BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	4	25	01	ὃς	01	que	direct
romanos	4	25	02	παρεδόθη	02	fue	direct
romanos	4	25	03	διὰ	04,05,06	por causa de	expanded
romanos	4	25	04	τὰ	07	nuestras	direct
romanos	4	25	05	παραπτώματα	08	transgresiones	direct
romanos	4	25	06	ἡμῶν	09	y	direct
romanos	4	25	07	καὶ	10,11	resucitado para	expanded
romanos	4	25	08	ἠγέρθη	12	nuestra	direct
romanos	4	25	09	διὰ	13	justificación.	expanded
romanos	4	25	10	τὴν	-	-	missing
romanos	4	25	11	δικαίωσιν	-	-	missing
romanos	4	25	12	ἡμῶν.	-	-	missing
