BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	1	23	01	καὶ	01,02	y cambiaron	expanded
romanos	1	23	02	ἤλλαξαν	03	la	direct
romanos	1	23	03	τὴν	04	gloria	direct
romanos	1	23	04	δόξαν	05	del	direct
romanos	1	23	05	τοῦ	13	de	direct
romanos	1	23	06	ἀφθάρτου	14	hombre	direct
romanos	1	23	07	θεοῦ	15,16	corruptible, de	expanded
romanos	1	23	08	ἐν	17,18,19	aves, de cuadrúpedos	expanded
romanos	1	23	09	ὁμοιώματι	20	y	direct
romanos	1	23	10	εἰκόνος	21	de	direct
romanos	1	23	11	φθαρτοῦ	22	reptiles.	direct
romanos	1	23	12	ἀνθρώπου	-	-	missing
romanos	1	23	13	καὶ	-	-	missing
romanos	1	23	14	πετεινῶν	-	-	missing
romanos	1	23	15	καὶ	-	-	missing
romanos	1	23	16	τετραπόδων	-	-	missing
romanos	1	23	17	καὶ	-	-	missing
romanos	1	23	18	ἑρπετῶν.	-	-	missing
