BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	9	7	01	οὐδʼ	01	ni	direct
romanos	9	7	02	ὅτι	02	son	direct
romanos	9	7	03	εἰσὶν	03	todos	direct
romanos	9	7	04	σπέρμα	04	hijos	direct
romanos	9	7	05	Ἀβραάμ,	05	por	direct
romanos	9	7	06	πάντες	06	ser	direct
romanos	9	7	07	τέκνα,	07	descendientes	direct
romanos	9	7	08	ἀλλʼ·	08	de	direct
romanos	9	7	09	Ἐν	09	Abraham,	direct
romanos	9	7	10	Ἰσαὰκ	10	sino	direct
romanos	9	7	11	κληθήσεταί	11	que	direct
romanos	9	7	12	σοι	12	«POR	direct
romanos	9	7	13	σπέρμα.	13	ISAAC	direct
