BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	15	27	01	εὐδόκησαν	01	Sí,	direct
romanos	15	27	02	γάρ,	02	tuvieron	direct
romanos	15	27	03	καὶ	03,04	a bien	expanded
romanos	15	27	04	ὀφειλέται	05	hacerlo,	direct
romanos	15	27	05	⸂εἰσὶν	06	y	direct
romanos	15	27	06	αὐτῶν⸃·	07	a	direct
romanos	15	27	07	εἰ	08	la	direct
romanos	15	27	08	γὰρ	09	verdad	direct
romanos	15	27	09	τοῖς	18	los	direct
romanos	15	27	10	πνευματικοῖς	19	gentiles	direct
romanos	15	27	11	αὐτῶν	20	han	direct
romanos	15	27	12	ἐκοινώνησαν	21	participado	direct
romanos	15	27	13	τὰ	22	de	direct
romanos	15	27	14	ἔθνη,	23	sus	direct
romanos	15	27	15	ὀφείλουσιν	24	bienes	direct
romanos	15	27	16	καὶ	25,26	espirituales, también	expanded
romanos	15	27	17	ἐν	27,28,29	están obligados a	expanded
romanos	15	27	18	τοῖς	32	los	direct
romanos	15	27	19	σαρκικοῖς	33	santos	direct
romanos	15	27	20	λειτουργῆσαι	34	en	direct
romanos	15	27	21	αὐτοῖς.	35	los	direct
