BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	15	29	01	οἶδα	01	Y	direct
romanos	15	29	02	δὲ	02,03	sé que	expanded
romanos	15	29	03	ὅτι	04	cuando	direct
romanos	15	29	04	ἐρχόμενος	05	vaya	direct
romanos	15	29	05	πρὸς	06	a	direct
romanos	15	29	06	ὑμᾶς	07	ustedes,	direct
romanos	15	29	07	ἐν	08,09,10	iré en la	expanded
romanos	15	29	08	πληρώματι	11	plenitud	direct
romanos	15	29	09	⸀εὐλογίας	12	de	direct
romanos	15	29	10	Χριστοῦ	13,14	la bendición	expanded
romanos	15	29	11	ἐλεύσομαι.	15	de	direct
