BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	11	17	01	Εἰ	01	Pero	direct
romanos	11	17	02	δέ	02	si	direct
romanos	11	17	03	τινες	03	algunas	direct
romanos	11	17	04	τῶν	04,05	de las	expanded
romanos	11	17	05	κλάδων	06	ramas	direct
romanos	11	17	06	ἐξεκλάσθησαν,	07	fueron	direct
romanos	11	17	07	σὺ	08	desgajadas,	direct
romanos	11	17	08	δὲ	09,10	y tú,	expanded
romanos	11	17	09	ἀγριέλαιος	11	siendo	direct
romanos	11	17	10	ὢν	12	un	direct
romanos	11	17	11	ἐνεκεντρίσθης	13	olivo	direct
romanos	11	17	12	ἐν	14,15,16	silvestre, fuiste injertado	expanded
romanos	11	17	13	αὐτοῖς	17	entre	direct
romanos	11	17	14	καὶ	18,19	ellas y	expanded
romanos	11	17	15	συγκοινωνὸς	20	fuiste	direct
romanos	11	17	16	τῆς	21	hecho	direct
romanos	11	17	17	⸀ῥίζης	22	participante	direct
romanos	11	17	18	τῆς	23	con	direct
romanos	11	17	19	πιότητος	24	ellas	direct
romanos	11	17	20	τῆς	25	de	direct
romanos	11	17	21	ἐλαίας	26	la	direct
romanos	11	17	22	ἐγένου,	27	rica	direct
