BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	8	36	01	καθὼς	01	Tal	direct
romanos	8	36	02	γέγραπται	02	como	direct
romanos	8	36	03	ὅτι	03	está	direct
romanos	8	36	04	Ἕνεκεν	04	escrito:	direct
romanos	8	36	05	σοῦ	05	«POR	direct
romanos	8	36	06	θανατούμεθα	06	CAUSA	direct
romanos	8	36	07	ὅλην	07	TUYA	direct
romanos	8	36	08	τὴν	08	SOMOS	direct
romanos	8	36	09	ἡμέραν,	09	PUESTOS	direct
romanos	8	36	10	ἐλογίσθημεν	10	A	direct
romanos	8	36	11	ὡς	11	MUERTE	direct
romanos	8	36	12	πρόβατα	12	TODO	direct
romanos	8	36	13	σφαγῆς.	13	EL	direct
