BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	5	17	01	εἰ	01	Porque	direct
romanos	5	17	02	γὰρ	02	si	direct
romanos	5	17	03	τῷ	03	por	direct
romanos	5	17	04	τοῦ	06	de	direct
romanos	5	17	05	ἑνὸς	07	un	direct
romanos	5	17	06	παραπτώματι	08	hombre,	direct
romanos	5	17	07	ὁ	09	por	direct
romanos	5	17	08	θάνατος	10	este	direct
romanos	5	17	09	ἐβασίλευσεν	11	reinó	direct
romanos	5	17	10	διὰ	12,13,14	la muerte, mucho	expanded
romanos	5	17	11	τοῦ	21	de	direct
romanos	5	17	12	ἑνός,	22	un	direct
romanos	5	17	13	πολλῷ	23	Hombre,	direct
romanos	5	17	14	μᾶλλον	24	Jesucristo,	direct
romanos	5	17	15	οἱ	25	los	direct
romanos	5	17	16	τὴν	28	la	direct
romanos	5	17	17	περισσείαν	29	abundancia	direct
romanos	5	17	18	τῆς	30	de	direct
romanos	5	17	19	χάριτος	31	la	direct
romanos	5	17	20	καὶ	32,33	gracia y	expanded
romanos	5	17	21	τῆς	34	del	direct
romanos	5	17	22	δωρεᾶς	35	don	direct
romanos	5	17	23	τῆς	36	de	direct
romanos	5	17	24	δικαιοσύνης	37	la	direct
romanos	5	17	25	λαμβάνοντες	38	justicia.	direct
romanos	5	17	26	ἐν	-	-	missing
romanos	5	17	27	ζωῇ	-	-	missing
romanos	5	17	28	βασιλεύσουσιν	-	-	missing
romanos	5	17	29	διὰ	-	-	missing
romanos	5	17	30	τοῦ	-	-	missing
romanos	5	17	31	ἑνὸς	-	-	missing
romanos	5	17	32	Ἰησοῦ	-	-	missing
romanos	5	17	33	Χριστοῦ.	-	-	missing
