BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	4	17	01	καθὼς	01	Como	direct
romanos	4	17	02	γέγραπται	02	está	direct
romanos	4	17	03	ὅτι	03	escrito:	direct
romanos	4	17	04	Πατέρα	04	«TE	direct
romanos	4	17	05	πολλῶν	05	HE	direct
romanos	4	17	06	ἐθνῶν	06	HECHO	direct
romanos	4	17	07	τέθεικά	07	PADRE	direct
romanos	4	17	08	σε),	08	DE	direct
romanos	4	17	09	κατέναντι	09	MUCHAS	direct
romanos	4	17	10	οὗ	10	NACIONES»,	direct
romanos	4	17	11	ἐπίστευσεν	11	delante	direct
romanos	4	17	12	θεοῦ	12,13	de Aquel	expanded
romanos	4	17	13	τοῦ	14	en	direct
romanos	4	17	14	ζῳοποιοῦντος	15	quien	direct
romanos	4	17	15	τοὺς	16	creyó,	direct
romanos	4	17	16	νεκροὺς	17	es	direct
romanos	4	17	17	καὶ	18,19	decir Dios,	expanded
romanos	4	17	18	καλοῦντος	20	que	direct
romanos	4	17	19	τὰ	24	los	direct
romanos	4	17	20	μὴ	32	no	direct
romanos	4	17	21	ὄντα	33	son,	direct
romanos	4	17	22	ὡς	34	como	direct
romanos	4	17	23	ὄντα·	35	si	direct
