BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	10	12	01	οὐ	02	no	direct
romanos	10	12	02	γάρ	-	-	missing
romanos	10	12	03	ἐστιν	03	hay	direct
romanos	10	12	04	διαστολὴ	04	distinción	direct
romanos	10	12	05	Ἰουδαίου	05	entre	direct
romanos	10	12	06	τε	06	judío	direct
romanos	10	12	07	καὶ	07,08	y griego,	expanded
romanos	10	12	08	Ἕλληνος,	09	pues	direct
romanos	10	12	09	ὁ	10	el	direct
romanos	10	12	10	γὰρ	11	mismo	direct
romanos	10	12	11	αὐτὸς	12	Señor	direct
romanos	10	12	12	κύριος	13,14	es Señor	expanded
romanos	10	12	13	πάντων,	15	de	direct
romanos	10	12	14	πλουτῶν	16	todos,	direct
romanos	10	12	15	εἰς	17	abundando	direct
romanos	10	12	16	πάντας	18	en	direct
romanos	10	12	17	τοὺς	19	riquezas	direct
romanos	10	12	18	ἐπικαλουμένους	20	para	direct
romanos	10	12	19	αὐτόν·	21	todos	direct
