BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	3	25	01	ὃν	01	a	direct
romanos	3	25	02	προέθετο	02	quien	direct
romanos	3	25	03	ὁ	03	Dios	direct
romanos	3	25	04	θεὸς	04	exhibió	direct
romanos	3	25	05	ἱλαστήριον	05	públicamente	direct
romanos	3	25	06	⸀διὰ	06	como	direct
romanos	3	25	07	πίστεως	07	propiciación	direct
romanos	3	25	08	ἐν	08,09,10	por Su sangre	expanded
romanos	3	25	09	τῷ	11	a	direct
romanos	3	25	10	αὐτοῦ	12	través	direct
romanos	3	25	11	αἵματι	13	de	direct
romanos	3	25	12	εἰς	14	la	direct
romanos	3	25	13	ἔνδειξιν	15	fe,	direct
romanos	3	25	14	τῆς	16	como	direct
romanos	3	25	15	δικαιοσύνης	17	demostración	direct
romanos	3	25	16	αὐτοῦ	18	de	direct
romanos	3	25	17	διὰ	19,20,21	Su justicia, porque	expanded
romanos	3	25	18	τὴν	22	en	direct
romanos	3	25	19	πάρεσιν	23	Su	direct
romanos	3	25	20	τῶν	24,25	tolerancia, Dios	expanded
romanos	3	25	21	προγεγονότων	26	pasó	direct
romanos	3	25	22	ἁμαρτημάτων	27	por	direct
