BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	8	15	01	οὐ	03	no	direct
romanos	8	15	02	γὰρ	04	han	direct
romanos	8	15	03	ἐλάβετε	05	recibido	direct
romanos	8	15	04	πνεῦμα	07	espíritu	direct
romanos	8	15	05	δουλείας	08	de	direct
romanos	8	15	06	πάλιν	09	esclavitud	direct
romanos	8	15	07	εἰς	10	para	direct
romanos	8	15	08	φόβον,	11	volver	direct
romanos	8	15	09	ἀλλὰ	16,17	sino que	expanded
romanos	8	15	10	ἐλάβετε	18	han	direct
romanos	8	15	11	πνεῦμα	21	espíritu	direct
romanos	8	15	12	υἱοθεσίας	22	de	direct
romanos	8	15	13	ἐν	23,24,25	adopción como hijos,	expanded
romanos	8	15	14	ᾧ	26	por	direct
romanos	8	15	15	κράζομεν·	27	el	direct
romanos	8	15	16	Αββα	28	cual	direct
romanos	8	15	17	ὁ	29	clamamos:	direct
romanos	8	15	18	πατήρ·	30	«¡Abba,	direct
