BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	7	19	01	οὐ	02	no	direct
romanos	7	19	02	γὰρ	03	hago	direct
romanos	7	19	03	ὃ	06	que	direct
romanos	7	19	04	θέλω	07,08	deseo, sino	expanded
romanos	7	19	05	ποιῶ	09	el	direct
romanos	7	19	06	ἀγαθόν,	10	mal	direct
romanos	7	19	07	ἀλλὰ	11,12	que no	expanded
romanos	7	19	08	ὃ	13	quiero,	direct
romanos	7	19	09	οὐ	14	eso	direct
romanos	7	19	10	θέλω	15	practico.	expanded
romanos	7	19	11	κακὸν	-	-	missing
romanos	7	19	12	τοῦτο	-	-	missing
romanos	7	19	13	πράσσω.	-	-	missing
