book	certainty_finite_verb	certainty_independence	certainty_predication	chapter	finite_compact	finite_lemma	finite_morphgnt	finite_verb	g_idx	independence_source	independence_status	nbla_idx	nbla_text	predication_id	stream_index	subject_inherited_from	subject_number	subject_person	subject_refinement_source	subject_refinement_status	subject_source	subject_status	subject_token	subordination_markers	subordination_source	subordination_status	verse
1corintios	confirmed	candidate	candidate	4	V-PAI-1S	παρακαλέω	V- 1PAI-S--	παρακαλῶ	01	subordination_marker_scan_only	candidate	04	exhorto	1corintios-4-16-P01	183		S	1	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	16
1corintios	confirmed	candidate	candidate	4	V-PMD-2P	γίνομαι	V- 2PMD-P--	γίνεσθε	06	subordination_marker_scan_only	candidate	05	sean	1corintios-4-16-P02	184		P	2	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	16
1corintios	confirmed	candidate	candidate	4	V-AAI-1S	πέμπω	V- 1AAI-S--	ἔπεμψα	03	subordination_marker_scan_only	candidate	05-06	he enviado	1corintios-4-17-P01	185		S	1	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	17
1corintios	confirmed	candidate	candidate	4	V-PAI-3S	εἰμί	V- 3PAI-S--	ἐστίν	07	subordination_marker_scan_only	candidate	10	es	1corintios-4-17-P02	186	1corintios-4-17-P01	S	1	inheritance_allowed	inherited	nearest_agreeing_nominative_no_visible_boundary	candidate	06	[]		not_detected	17
1corintios	confirmed	candidate	candidate	4	V-FAI-3S	ἀναμιμνῄσκω	V- 3FAI-S--	ἀναμνήσει	17	subordination_marker_scan_only	candidate	21	recordará	1corintios-4-17-P03	187	1corintios-4-17-P02	S	1	inheritance_allowed	inherited	nearest_agreeing_nominative_no_visible_boundary	candidate	15	[]		not_detected	17
1corintios	confirmed	unresolved	candidate	4	V-PAI-1S	διδάσκω	V- 1PAI-S--	διδάσκω	30	subordination_marker_scan_only	unresolved	30-31	yo enseño	1corintios-4-17-P04	188		S	1	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		"[{""form"": ""καθὼς"", ""key"": ""καθως"", ""token"": ""25""}]"	explicit_marker_after_previous_finite_before_current_finite	candidate	17
1corintios	confirmed	unresolved	candidate	4	V-API-3P	φυσιόω	V- 3API-P--	ἐφυσιώθησάν	08	subordination_marker_scan_only	unresolved	04-07	se han vuelto arrogantes	1corintios-4-18-P01	189		P	3	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		"[{""form"": ""ὡς"", ""key"": ""ως"", ""token"": ""01""}]"	explicit_marker_after_previous_finite_before_current_finite	candidate	18
1corintios	confirmed	candidate	candidate	4	V-FMI-1S	ἔρχομαι	V- 1FMI-S--	ἐλεύσομαι	01	subordination_marker_scan_only	candidate	02	iré	1corintios-4-19-P01	190		S	1	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	19
1corintios	confirmed	unresolved	candidate	4	V-AAS-3S	θέλω	V- 3AAS-S--	θελήσῃ	09	subordination_marker_scan_only	unresolved	09	quiere	1corintios-4-19-P02	191	1corintios-4-18-P01	P	3	inheritance_allowed	inherited	nearest_agreeing_nominative_no_visible_boundary	candidate	08	"[{""form"": ""ἐὰν"", ""key"": ""εαν"", ""token"": ""06""}]"	explicit_marker_after_previous_finite_before_current_finite	candidate	19
1corintios	confirmed	candidate	candidate	4	V-FMI-1S	γινώσκω	V- 1FMI-S--	γνώσομαι	11	subordination_marker_scan_only	candidate	11	conoceré	1corintios-4-19-P03	192		S	1	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	19
1corintios	confirmed	candidate	candidate	4	V-PAI-2P	θέλω	V- 2PAI-P--	θέλετε	02	subordination_marker_scan_only	candidate	02	quieren	1corintios-4-21-P01	193		P	2	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	21
1corintios	confirmed	candidate	candidate	4	V-AAS-1S	ἔρχομαι	V- 1AAS-S--	ἔλθω	05	subordination_marker_scan_only	candidate	03	iré	1corintios-4-21-P02	194		S	1	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	21
1corintios	confirmed	candidate	candidate	5	V-PPI-3S	ἀκούω	V- 3PPI-S--	ἀκούεται	02	subordination_marker_scan_only	candidate	03-05	se oye que	1corintios-5-1-P01	195		S	3	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	1
1corintios	confirmed	candidate	candidate	5	V-PAI-2P	εἰμί	V- 2PAI-P--	ἐστέ	04	subordination_marker_scan_only	candidate	-	-	1corintios-5-2-P01	196		P	2	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	2
1corintios	confirmed	candidate	candidate	5	V-AAI-2P	πενθέω	V- 2AAI-P--	ἐπενθήσατε	08	subordination_marker_scan_only	candidate	10-11	haberse entristecido	1corintios-5-2-P02	197		P	2	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	2
1corintios	confirmed	unresolved	candidate	5	V-APS-3S	αἴρω	V- 3APS-S--	ἀρθῇ	10	subordination_marker_scan_only	unresolved	23-24	fuera expulsado	1corintios-5-2-P03	198		S	3	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		"[{""form"": ""ἵνα"", ""key"": ""ινα"", ""token"": ""09""}]"	explicit_marker_after_previous_finite_before_current_finite	candidate	2
1corintios	confirmed	candidate	candidate	5	V-XAI-1S	κρίνω	V- 1XAI-S--	κέκρικα	12	subordination_marker_scan_only	candidate	19-20	he juzgado	1corintios-5-3-P01	199		S	1	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	3
1corintios	confirmed	unresolved	candidate	5	V-APS-3S	σῴζω	V- 3APS-S--	σωθῇ	13	subordination_marker_scan_only	unresolved	19-20	sea salvo	1corintios-5-5-P01	200	1corintios-5-2-P03	S	3	inheritance_allowed	inherited	nearest_agreeing_nominative_no_visible_boundary	candidate	12	"[{""form"": ""ἵνα"", ""key"": ""ινα"", ""token"": ""10""}]"	explicit_marker_after_previous_finite_before_current_finite	candidate	5
1corintios	confirmed	candidate	candidate	5	V-XAI-2P	οἶδα	V- 2XAI-P--	οἴδατε	07	subordination_marker_scan_only	candidate	09	saben	1corintios-5-6-P01	201		P	2	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	6
1corintios	confirmed	unresolved	candidate	5	V-PAI-3S	ζυμόω	V- 3PAI-S--	ζυμοῖ	14	subordination_marker_scan_only	unresolved	15	fermenta	1corintios-5-6-P02	202	1corintios-5-5-P01	S	3	inheritance_allowed	inherited	nearest_agreeing_nominative_no_visible_boundary	candidate	10	"[{""form"": ""ὅτι"", ""key"": ""οτι"", ""token"": ""08""}]"	explicit_marker_after_previous_finite_before_current_finite	candidate	6
1corintios	confirmed	candidate	candidate	5	V-AAD-2P	ἐκκαθαίρω	V- 2AAD-P--	ἐκκαθάρατε	01	subordination_marker_scan_only	candidate	01	limpien	1corintios-5-7-P01	203		P	2	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	7
1corintios	confirmed	unresolved	candidate	5	V-PAS-2P	εἰμί	V- 2PAS-P--	ἦτε	06	subordination_marker_scan_only	unresolved	07	sean	1corintios-5-7-P02	204		P	2	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		"[{""form"": ""ἵνα"", ""key"": ""ινα"", ""token"": ""05""}]"	explicit_marker_after_previous_finite_before_current_finite	candidate	7
1corintios	confirmed	unresolved	candidate	5	V-PAI-2P	εἰμί	V- 2PAI-P--	ἐστε	10	subordination_marker_scan_only	unresolved	12-15	lo son en realidad	1corintios-5-7-P03	205		P	2	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		"[{""form"": ""καθώς"", ""key"": ""καθως"", ""token"": ""09""}]"	explicit_marker_after_previous_finite_before_current_finite	candidate	7
1corintios	confirmed	candidate	candidate	5	V-API-3S	θύω	V- 3API-S--	ἐτύθη	17	subordination_marker_scan_only	candidate	23-25	ha sido sacrificado	1corintios-5-7-P04	206	1corintios-5-7-P01	P	2	inheritance_allowed	inherited	nearest_agreeing_nominative_no_visible_boundary	candidate	15	[]		not_detected	7
1corintios	confirmed	unresolved	candidate	5	V-PAS-1P	ἑορτάζω	V- 1PAS-P--	ἑορτάζωμεν	02	subordination_marker_scan_only	unresolved	03-05	celebremos la fiesta	1corintios-5-8-P01	207		P	1	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		"[{""form"": ""ὥστε"", ""key"": ""ωστε"", ""token"": ""01""}]"	explicit_marker_after_previous_finite_before_current_finite	candidate	8
1corintios	confirmed	candidate	candidate	5	V-AAI-1S	γράφω	V- 1AAI-S--	ἔγραψα	01	subordination_marker_scan_only	candidate	05	escribí	1corintios-5-9-P01	208		S	1	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	9
1corintios	confirmed	unresolved	candidate	5	V-IAI-2P	ὀφείλω	V- 2IAI-P--	ὠφείλετε	16	subordination_marker_scan_only	unresolved	23-24	tendrían ustedes	1corintios-5-10-P01	209		P	2	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		"[{""form"": ""ἐπεὶ"", ""key"": ""επει"", ""token"": ""15""}]"	explicit_marker_after_previous_finite_before_current_finite	candidate	10
1corintios	confirmed	candidate	candidate	5	V-AAI-1S	γράφω	V- 1AAI-S--	ἔγραψα	03	subordination_marker_scan_only	candidate	06	escribí	1corintios-5-11-P01	210		S	1	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	11
1corintios	confirmed	unresolved	candidate	5	V-PAS-3S	εἰμί	V- 3PAS-S--	ᾖ	11	subordination_marker_scan_only	unresolved	17-19	es una persona	1corintios-5-11-P02	211	1corintios-5-10-P01	P	2	inheritance_allowed	inherited	nearest_agreeing_nominative_no_visible_boundary	candidate	09	"[{""form"": ""ἐάν"", ""key"": ""εαν"", ""token"": ""07""}]"	explicit_marker_after_previous_finite_before_current_finite	candidate	11
1corintios	confirmed	candidate	candidate	5	V-PAI-2P	κρίνω	V- 2PAI-P--	κρίνετε	11	subordination_marker_scan_only	candidate	13	juzgan	1corintios-5-12-P01	212		P	2	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	12
1corintios	confirmed	candidate	candidate	5	V-PAI-3S	κρίνω	V- 3PAI-S--	κρίνει;	06	subordination_marker_scan_only	candidate	03	juzga	1corintios-5-13-P01	213	1corintios-5-12-P01	P	2	inheritance_allowed	inherited	nearest_agreeing_nominative_no_visible_boundary	candidate	05	[]		not_detected	13
1corintios	confirmed	candidate	candidate	5	V-AAD-2P	ἐξαίρω	V- 2AAD-P--	ἐξάρατε	07	subordination_marker_scan_only	candidate	09	expulsen	1corintios-5-13-P02	214		P	2	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	13
1corintios	confirmed	candidate	candidate	6	V-PAI-3S	τολμάω	V- 3PAI-S--	τολμᾷ	01	subordination_marker_scan_only	candidate	01-02	se atreve	1corintios-6-1-P01	215		S	3	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	1
1corintios	confirmed	candidate	candidate	6	V-XAI-2P	οἶδα	V- 2XAI-P--	οἴδατε	03	subordination_marker_scan_only	candidate	03	saben	1corintios-6-2-P01	216		P	2	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	2
1corintios	confirmed	unresolved	candidate	6	V-FAI-3P	κρίνω	V- 3FAI-P--	κρινοῦσιν	09	subordination_marker_scan_only	unresolved	07-09	han de juzgar	1corintios-6-2-P02	217				no_valid_inheritance	unresolved	nearest_agreeing_nominative_no_visible_boundary	candidate	06	"[{""form"": ""ὅτι"", ""key"": ""οτι"", ""token"": ""04""}]"	explicit_marker_after_previous_finite_before_current_finite	candidate	2
1corintios	confirmed	unresolved	candidate	6	V-PPI-3S	κρίνω	V- 3PPI-S--	κρίνεται	14	subordination_marker_scan_only	unresolved	16-17	es juzgado	1corintios-6-2-P03	218		S	3	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		"[{""form"": ""εἰ"", ""key"": ""ει"", ""token"": ""11""}]"	explicit_marker_after_previous_finite_before_current_finite	candidate	2
1corintios	confirmed	candidate	candidate	6	V-PAI-2P	εἰμί	V- 2PAI-P--	ἐστε	18	subordination_marker_scan_only	candidate	21	son	1corintios-6-2-P04	219		P	2	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	2
1corintios	confirmed	candidate	candidate	6	V-XAI-2P	οἶδα	V- 2XAI-P--	οἴδατε	02	subordination_marker_scan_only	candidate	02	saben	1corintios-6-3-P01	220		P	2	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	3
1corintios	confirmed	unresolved	candidate	6	V-FAI-1P	κρίνω	V- 1FAI-P--	κρινοῦμεν	05	subordination_marker_scan_only	unresolved	04-06	hemos de juzgar	1corintios-6-3-P02	221		P	1	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		"[{""form"": ""ὅτι"", ""key"": ""οτι"", ""token"": ""03""}]"	explicit_marker_after_previous_finite_before_current_finite	candidate	3
1corintios	confirmed	unresolved	candidate	6	V-PAS-2P	ἔχω	V- 2PAS-P--	ἔχητε	06	subordination_marker_scan_only	unresolved	03	tienen	1corintios-6-4-P01	222		P	2	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		"[{""form"": ""ἐὰν"", ""key"": ""εαν"", ""token"": ""05""}]"	explicit_marker_after_previous_finite_before_current_finite	candidate	4
1corintios	confirmed	candidate	candidate	6	V-PAI-2P	καθίζω	V- 2PAI-P--	καθίζετε	13	subordination_marker_scan_only	candidate	05-08,12-16	que juzgan los casos por qué ponen por jueces	1corintios-6-4-P02	223		P	2	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	4
1corintios	confirmed	candidate	candidate	6	V-PAI-1S	λέγω	V- 1PAI-S--	λέγω	04	subordination_marker_scan_only	candidate	04-05	lo digo	1corintios-6-5-P01	224		S	1	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	5
1corintios	confirmed	candidate	candidate	6	V-PAI-3S	ἔνι	V- 3PAI-S--	ἔνι	07	subordination_marker_scan_only	candidate	08	hay	1corintios-6-5-P02	225		S	3	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	5
1corintios	confirmed	candidate	candidate	6	V-FMI-3S	δύναμαι	V- 3FMI-S--	δυνήσεται	13	subordination_marker_scan_only	candidate	15	pueda	1corintios-6-5-P03	226	1corintios-6-5-P02	S	3	inheritance_allowed	inherited	nearest_agreeing_nominative_no_visible_boundary	candidate	12	[]		not_detected	5
1corintios	confirmed	candidate	candidate	6	V-PPI-3S	κρίνω	V- 3PPI-S--	κρίνεται	05	subordination_marker_scan_only	candidate	06	litiga	1corintios-6-6-P01	227	1corintios-6-5-P03	S	3	inheritance_allowed	inherited	nearest_agreeing_nominative_no_visible_boundary	candidate	02	[]		not_detected	6
1corintios	confirmed	candidate	candidate	6	V-PAI-3S	εἰμί	V- 3PAI-S--	ἐστιν	07	subordination_marker_scan_only	candidate	05	es	1corintios-6-7-P01	228	1corintios-6-6-P01	S	3	inheritance_allowed	inherited	nearest_agreeing_nominative_no_visible_boundary	candidate	05	[]		not_detected	7
1corintios	confirmed	unresolved	candidate	6	V-PAI-2P	ἔχω	V- 2PAI-P--	ἔχετε	10	subordination_marker_scan_only	unresolved	15	tengan	1corintios-6-7-P02	229		P	2	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		"[{""form"": ""ὅτι"", ""key"": ""οτι"", ""token"": ""08""}]"	explicit_marker_after_previous_finite_before_current_finite	candidate	7
1corintios	confirmed	candidate	candidate	6	V-PPI-2P	ἀδικέω	V- 2PPI-P--	ἀδικεῖσθε	17	subordination_marker_scan_only	candidate	22,24-25	sufren la injusticia	1corintios-6-7-P03	230		P	2	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	7
1corintios	confirmed	candidate	candidate	6	V-PPI-2P	ἀποστερέω	V- 2PPI-P--	ἀποστερεῖσθε	22	subordination_marker_scan_only	candidate	29,31	ser defraudados	1corintios-6-7-P04	231		P	2	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	7
1corintios	confirmed	candidate	candidate	6	V-PAI-2P	ἀδικέω	V- 2PAI-P--	ἀδικεῖτε	03	subordination_marker_scan_only	candidate	06-07	cometen injusticias	1corintios-6-8-P01	232		P	2	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	8
1corintios	confirmed	candidate	candidate	6	V-PAI-2P	ἀποστερέω	V- 2PAI-P--	ἀποστερεῖτε	05	subordination_marker_scan_only	candidate	09	defraudan	1corintios-6-8-P02	233		P	2	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	8
1corintios	confirmed	candidate	candidate	6	V-XAI-2P	οἶδα	V- 2XAI-P--	οἴδατε	03	subordination_marker_scan_only	candidate	03	saben	1corintios-6-9-P01	234		P	2	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	9
1corintios	confirmed	unresolved	candidate	6	V-FAI-3P	κληρονομέω	V- 3FAI-P--	κληρονομήσουσιν	09	subordination_marker_scan_only	unresolved	08	heredarán	1corintios-6-9-P02	235				no_valid_inheritance	unresolved	nearest_agreeing_nominative_no_visible_boundary	candidate	05	"[{""form"": ""ὅτι"", ""key"": ""οτι"", ""token"": ""04""}]"	explicit_marker_after_previous_finite_before_current_finite	candidate	9
1corintios	confirmed	candidate	candidate	6	V-PPD-2P	πλανάω	V- 2PPD-P--	πλανᾶσθε	11	subordination_marker_scan_only	candidate	14-16	se dejen engañar	1corintios-6-9-P03	236		P	2	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	9
1corintios	confirmed	candidate	candidate	6	V-FAI-3P	κληρονομέω	V- 3FAI-P--	κληρονομήσουσιν	13	subordination_marker_scan_only	candidate	16	heredarán	1corintios-6-10-P01	237	1corintios-6-9-P03	P	2	inheritance_allowed	inherited	nearest_agreeing_nominative_no_visible_boundary	candidate	10	[]		not_detected	10
1corintios	confirmed	candidate	candidate	6	V-IAI-2P	εἰμί	V- 2IAI-P--	ἦτε	04	subordination_marker_scan_only	candidate	03	eran	1corintios-6-11-P01	238		P	2	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	11
1corintios	confirmed	candidate	candidate	6	V-AMI-2P	ἀπολούομαι	V- 2AMI-P--	ἀπελούσασθε	06	subordination_marker_scan_only	candidate	08-09	fueron lavados	1corintios-6-11-P02	239		P	2	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	11
1corintios	confirmed	candidate	candidate	6	V-API-2P	ἁγιάζω	V- 2API-P--	ἡγιάσθητε	08	subordination_marker_scan_only	candidate	11-12	fueron santificados	1corintios-6-11-P03	240		P	2	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	11
1corintios	confirmed	candidate	candidate	6	V-API-2P	δικαιόω	V- 2API-P--	ἐδικαιώθητε	10	subordination_marker_scan_only	candidate	14-15	fueron justificados	1corintios-6-11-P04	241		P	2	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	11
1corintios	confirmed	candidate	candidate	6	V-PAI-3S	ἔξεστι(ν)	V- 3PAI-S--	ἔξεστιν	03	subordination_marker_scan_only	candidate	05-06	son lícitas	1corintios-6-12-P01	242	1corintios-6-11-P04	P	2	inheritance_allowed	inherited	nearest_agreeing_nominative_no_visible_boundary	candidate	01	[]		not_detected	12
1corintios	confirmed	candidate	candidate	6	V-PAI-3S	συμφέρω	V- 3PAI-S--	συμφέρει	07	subordination_marker_scan_only	candidate	10-12	son de provecho	1corintios-6-12-P02	243	1corintios-6-12-P01	P	2	inheritance_allowed	inherited	nearest_agreeing_nominative_no_visible_boundary	candidate	06	[]		not_detected	12
1corintios	confirmed	candidate	candidate	6	V-PAI-3S	ἔξεστι(ν)	V- 3PAI-S--	ἔξεστιν	10	subordination_marker_scan_only	candidate	17-18	son lícitas	1corintios-6-12-P03	244	1corintios-6-12-P02	P	2	inheritance_allowed	inherited	nearest_agreeing_nominative_no_visible_boundary	candidate	08	[]		not_detected	12
1corintios	confirmed	candidate	candidate	6	V-FPI-1S	ἐξουσιάζω	V- 1FPI-S--	ἐξουσιασθήσομαι	14	subordination_marker_scan_only	candidate	22-24	me dejaré dominar	1corintios-6-12-P04	245		S	1	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	12
1corintios	confirmed	candidate	candidate	6	V-FAI-3S	καταργέω	V- 3FAI-S--	καταργήσει	17	subordination_marker_scan_only	candidate	15	destruirá	1corintios-6-13-P01	246		S	3	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	13
1corintios	confirmed	candidate	candidate	6	V-AAI-3S	ἐγείρω	V- 3AAI-S--	ἤγειρεν	07	subordination_marker_scan_only	candidate	03-04	que resucitó	1corintios-6-14-P01	247		S	3	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	14
1corintios	confirmed	candidate	candidate	6	V-FAI-3S	ἐξεγείρω	V- 3FAI-S--	ἐξεγερεῖ	10	subordination_marker_scan_only	candidate	09	resucitará	1corintios-6-14-P02	248		S	3	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	14
1corintios	confirmed	candidate	candidate	6	V-XAI-2P	οἶδα	V- 2XAI-P--	οἴδατε	02	subordination_marker_scan_only	candidate	02	saben	1corintios-6-15-P01	249		P	2	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	15
1corintios	confirmed	unresolved	candidate	6	V-PAI-3S	εἰμί	V- 3PAI-S--	ἐστιν	09	subordination_marker_scan_only	unresolved	06	son	1corintios-6-15-P02	250				no_valid_inheritance	unresolved	nearest_agreeing_nominative_no_visible_boundary	candidate	07	"[{""form"": ""ὅτι"", ""key"": ""οτι"", ""token"": ""03""}]"	explicit_marker_after_previous_finite_before_current_finite	candidate	15
1corintios	confirmed	candidate	candidate	6	V-AAS-1S	ποιέω	V- 1AAS-S--	ποιήσω	16	subordination_marker_scan_only	candidate	16-18	y los haré	1corintios-6-15-P03	251		S	1	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	15
1corintios	confirmed	candidate	candidate	6	V-AMO-3S	γίνομαι	V- 3AMO-S--	γένοιτο	20	subordination_marker_scan_only	candidate	23-25	de ningún modo	1corintios-6-15-P04	252		S	3	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	15
1corintios	confirmed	candidate	candidate	6	V-XAI-2P	οἶδα	V- 2XAI-P--	οἴδατε	03	subordination_marker_scan_only	candidate	03	saben	1corintios-6-16-P01	253		P	2	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	16
1corintios	confirmed	unresolved	candidate	6	V-PAI-3S	εἰμί	V- 3PAI-S--	ἐστιν	11	subordination_marker_scan_only	unresolved	12,15-16	es con ella	1corintios-6-16-P02	254				no_valid_inheritance	unresolved	nearest_agreeing_nominative_no_visible_boundary	candidate	10	"[{""form"": ""ὅτι"", ""key"": ""οτι"", ""token"": ""04""}]"	explicit_marker_after_previous_finite_before_current_finite	candidate	16
1corintios	confirmed	candidate	candidate	6	V-FMI-3P	εἰμί	V- 3FMI-P--	ἔσονται	12	subordination_marker_scan_only	candidate	22-24	vendrán a ser	1corintios-6-16-P03	255		P	3	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	16
1corintios	confirmed	candidate	candidate	6	V-PAI-3S	φημί	V- 3PAI-S--	φησίν	14	subordination_marker_scan_only	candidate	18-19	él dice	1corintios-6-16-P04	256		S	3	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	16
1corintios	confirmed	candidate	candidate	6	V-PAI-3S	εἰμί	V- 3PAI-S--	ἐστιν	08	subordination_marker_scan_only	candidate	08,11-12	es con él	1corintios-6-17-P01	257	1corintios-6-16-P04	S	3	inheritance_allowed	inherited	nearest_agreeing_nominative_no_visible_boundary	candidate	07	[]		not_detected	17
1corintios	confirmed	candidate	candidate	6	V-PAD-2P	φεύγω	V- 2PAD-P--	φεύγετε	01	subordination_marker_scan_only	candidate	01	huyan	1corintios-6-18-P01	258		P	2	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	18
1corintios	confirmed	unresolved	candidate	6	V-AAS-3S	ποιέω	V- 3AAS-S--	ποιήσῃ	08	subordination_marker_scan_only	unresolved	12	comete	1corintios-6-18-P02	259				no_valid_inheritance	unresolved	nearest_agreeing_nominative_no_visible_boundary	candidate	05	"[{""form"": ""ἐὰν"", ""key"": ""εαν"", ""token"": ""07""}]"	explicit_marker_after_previous_finite_before_current_finite	candidate	18
1corintios	confirmed	candidate	candidate	6	V-PAI-3S	εἰμί	V- 3PAI-S--	ἐστιν	13	subordination_marker_scan_only	candidate	13	están	1corintios-6-18-P03	260	1corintios-6-18-P01	P	2	inheritance_allowed	inherited	nearest_agreeing_nominative_no_visible_boundary	candidate	09	[]		not_detected	18
1corintios	confirmed	candidate	candidate	6	V-PAI-3S	ἁμαρτάνω	V- 3PAI-S--	ἁμαρτάνει	21	subordination_marker_scan_only	candidate	20	peca	1corintios-6-18-P04	261		S	3	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	18
1corintios	confirmed	candidate	candidate	6	V-XAI-2P	οἶδα	V- 2XAI-P--	οἴδατε	03	subordination_marker_scan_only	candidate	03	saben	1corintios-6-19-P01	262		P	2	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	19
1corintios	confirmed	unresolved	candidate	6	V-PAI-3S	εἰμί	V- 3PAI-S--	ἐστιν	14	subordination_marker_scan_only	unresolved	07	es	1corintios-6-19-P02	263				no_valid_inheritance	unresolved	nearest_agreeing_nominative_no_visible_boundary	candidate	08	"[{""form"": ""ὅτι"", ""key"": ""οτι"", ""token"": ""04""}]"	explicit_marker_after_previous_finite_before_current_finite	candidate	19
1corintios	confirmed	candidate	candidate	6	V-PAI-2P	ἔχω	V- 2PAI-P--	ἔχετε	16	subordination_marker_scan_only	candidate	18	tienen	1corintios-6-19-P03	264		P	2	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	19
1corintios	confirmed	candidate	candidate	6	V-PAI-2P	εἰμί	V- 2PAI-P--	ἐστὲ	21	subordination_marker_scan_only	candidate	25-26	se pertenecen	1corintios-6-19-P04	265		P	2	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	19
1corintios	confirmed	candidate	candidate	6	V-API-2P	ἀγοράζω	V- 2API-P--	ἠγοράσθητε	01	subordination_marker_scan_only	candidate	02-04	han sido comprados	1corintios-6-20-P01	266		P	2	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology	confirmed		[]		not_detected	20
