BOOK	CH	VS	LAYER	ITEM_ID	ITEM_TYPE	SURFACE	CLASSIFICATION	ALLOWED_DOWNSTREAM_USE	BLOCKS_PASO_RENDERING	REASON	SOURCE_FILE
1corintios	9	10	step1-verbs-connectors	v4	verb	ἀροτριῶν	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	10	step1-verbs-connectors	v5	verb	ἀροτριᾶν	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	10	step1-verbs-connectors	cn4	connector	καὶ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	10	step1-verbs-connectors	v6	verb	ἀλοῶν	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	10	step1-verbs-connectors	v7	verb	μετέχειν	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	11	step1-verbs-connectors	cn1	connector	εἰ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	11	step1-verbs-connectors	v1	verb	ἐσπείραμεν	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	11	step1-verbs-connectors	cn2	connector	εἰ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	11	step1-verbs-connectors	v2	verb	θερίσομεν	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	12	step1-verbs-connectors	cn1	connector	εἰ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	12	step1-verbs-connectors	v1	verb	μετέχουσιν	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	12	step1-verbs-connectors	cn2	connector	οὐ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	12	step1-verbs-connectors	cn3	connector	ἀλλʼ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	12	step1-verbs-connectors	cn4	connector	οὐκ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	12	step1-verbs-connectors	v2	verb	ἐχρησάμεθα	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	12	step1-verbs-connectors	cn5	connector	ἀλλὰ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	12	step1-verbs-connectors	v3	verb	στέγομεν	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	12	step1-verbs-connectors	cn6	connector	ἵνα	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	12	step1-verbs-connectors	cn7	connector	μή	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	12	step1-verbs-connectors	v4	verb	δῶμεν	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	13	step1-verbs-connectors	cn1	connector	οὐκ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	13	step1-verbs-connectors	v1	verb	οἴδατε	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	13	step1-verbs-connectors	cn2	connector	ὅτι	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	13	step1-verbs-connectors	v2	verb	ἐργαζόμενοι	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	13	step1-verbs-connectors	v3	verb	ἐσθίουσιν	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	13	step1-verbs-connectors	v4	verb	παρεδρεύοντες	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	13	step1-verbs-connectors	v5	verb	συμμερίζονται	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	14	step1-verbs-connectors	cn1	connector	καὶ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	14	step1-verbs-connectors	v1	verb	διέταξεν	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	14	step1-verbs-connectors	v2	verb	καταγγέλλουσιν	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	14	step1-verbs-connectors	v3	verb	ζῆν	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	15	step1-verbs-connectors	cn1	connector	δὲ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	15	step1-verbs-connectors	cn2	connector	οὐ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	15	step1-verbs-connectors	v1	verb	κέχρημαι	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	15	step1-verbs-connectors	cn3	connector	οὐκ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	15	step1-verbs-connectors	v2	verb	ἔγραψα	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	15	step1-verbs-connectors	cn4	connector	δὲ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	15	step1-verbs-connectors	cn5	connector	ἵνα	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	15	step1-verbs-connectors	v3	verb	γένηται	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	15	step1-verbs-connectors	cn6	connector	γάρ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	15	step1-verbs-connectors	v4	verb	ἀποθανεῖν	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	15	step1-verbs-connectors	cn7	connector	ἤ—	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	15	step1-verbs-connectors	v5	verb	κενώσει	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	16	step1-verbs-connectors	cn1	connector	ἐὰν	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	16	step1-verbs-connectors	cn2	connector	γὰρ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	16	step1-verbs-connectors	v1	verb	εὐαγγελίζωμαι	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	16	step1-verbs-connectors	cn3	connector	οὐκ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	16	step1-verbs-connectors	v2	verb	ἔστιν	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	16	step1-verbs-connectors	cn4	connector	γάρ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	16	step1-verbs-connectors	v3	verb	ἐπίκειται	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	16	step1-verbs-connectors	cn5	connector	γάρ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	16	step1-verbs-connectors	v4	verb	ἐστιν	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	16	step1-verbs-connectors	cn6	connector	ἐὰν	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	16	step1-verbs-connectors	cn7	connector	μὴ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	16	step1-verbs-connectors	v5	verb	εὐαγγελίσωμαι	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	17	step1-verbs-connectors	cn1	connector	εἰ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	17	step1-verbs-connectors	cn2	connector	γὰρ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	17	step1-verbs-connectors	v1	verb	πράσσω	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	17	step1-verbs-connectors	v2	verb	ἔχω	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	17	step1-verbs-connectors	cn3	connector	εἰ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	17	step1-verbs-connectors	cn4	connector	δὲ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	17	step1-verbs-connectors	v3	verb	πεπίστευμαι	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	18	step1-verbs-connectors	cn1	connector	οὖν	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	18	step1-verbs-connectors	v1	verb	ἐστιν	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	18	step1-verbs-connectors	cn2	connector	ἵνα	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	18	step1-verbs-connectors	v2	verb	εὐαγγελιζόμενος	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	18	step1-verbs-connectors	v3	verb	θήσω	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	18	step1-verbs-connectors	cn3	connector	μὴ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	18	step1-verbs-connectors	v4	verb	καταχρήσασθαι	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	19	step1-verbs-connectors	cn1	connector	γὰρ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	19	step1-verbs-connectors	v1	verb	ὢν	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	19	step1-verbs-connectors	v2	verb	ἐδούλωσα	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	19	step1-verbs-connectors	cn2	connector	ἵνα	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	19	step1-verbs-connectors	v3	verb	κερδήσω	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	20	step1-verbs-connectors	cn1	connector	καὶ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	20	step1-verbs-connectors	v1	verb	ἐγενόμην	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	20	step1-verbs-connectors	cn2	connector	ὡς	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	20	step1-verbs-connectors	cn3	connector	ἵνα	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	20	step1-verbs-connectors	v2	verb	κερδήσω	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	20	step1-verbs-connectors	cn4	connector	ὡς	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	20	step1-verbs-connectors	cn5	connector	μὴ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	20	step1-verbs-connectors	v3	verb	ὢν	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	20	step1-verbs-connectors	cn6	connector	ἵνα	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	20	step1-verbs-connectors	v4	verb	κερδήσω	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	21	step1-verbs-connectors	cn1	connector	ὡς	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	21	step1-verbs-connectors	cn2	connector	μὴ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	21	step1-verbs-connectors	v1	verb	ὢν	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	21	step1-verbs-connectors	cn3	connector	ἀλλʼ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	21	step1-verbs-connectors	cn4	connector	ἵνα	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	21	step1-verbs-connectors	v2	verb	κερδάνω	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	22	step1-verbs-connectors	v1	verb	ἐγενόμην	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	22	step1-verbs-connectors	cn1	connector	ἵνα	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	22	step1-verbs-connectors	v2	verb	κερδήσω	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	22	step1-verbs-connectors	v3	verb	γέγονα	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	22	step1-verbs-connectors	cn2	connector	ἵνα	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	22	step1-verbs-connectors	v4	verb	σώσω	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	23	step1-verbs-connectors	cn1	connector	δὲ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	23	step1-verbs-connectors	v1	verb	ποιῶ	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	23	step1-verbs-connectors	cn2	connector	ἵνα	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	23	step1-verbs-connectors	v2	verb	γένωμαι	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	24	step1-verbs-connectors	cn1	connector	οὐκ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	24	step1-verbs-connectors	v1	verb	οἴδατε	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	24	step1-verbs-connectors	cn2	connector	ὅτι	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	24	step1-verbs-connectors	v2	verb	τρέχοντες	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	24	step1-verbs-connectors	v3	verb	τρέχουσιν	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	24	step1-verbs-connectors	cn3	connector	δὲ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	24	step1-verbs-connectors	v4	verb	λαμβάνει	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	24	step1-verbs-connectors	v5	verb	τρέχετε	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	24	step1-verbs-connectors	cn4	connector	ἵνα	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	24	step1-verbs-connectors	v6	verb	καταλάβητε	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	25	step1-verbs-connectors	cn1	connector	δὲ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	25	step1-verbs-connectors	v1	verb	ἀγωνιζόμενος	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	25	step1-verbs-connectors	v2	verb	ἐγκρατεύεται	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	25	step1-verbs-connectors	cn2	connector	οὖν	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	25	step1-verbs-connectors	cn3	connector	ἵνα	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	25	step1-verbs-connectors	v3	verb	λάβωσιν	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	25	step1-verbs-connectors	cn4	connector	δὲ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	26	step1-verbs-connectors	cn1	connector	τοίνυν	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	26	step1-verbs-connectors	v1	verb	τρέχω	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	26	step1-verbs-connectors	cn2	connector	ὡς	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	26	step1-verbs-connectors	cn3	connector	οὐκ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	26	step1-verbs-connectors	v2	verb	πυκτεύω	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	26	step1-verbs-connectors	cn4	connector	ὡς	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	26	step1-verbs-connectors	cn5	connector	οὐκ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	26	step1-verbs-connectors	v3	verb	δέρων	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	27	step1-verbs-connectors	cn1	connector	ἀλλὰ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	27	step1-verbs-connectors	v1	verb	ὑπωπιάζω	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	27	step1-verbs-connectors	cn2	connector	καὶ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	27	step1-verbs-connectors	v2	verb	δουλαγωγῶ	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	27	step1-verbs-connectors	cn3	connector	μή	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	27	step1-verbs-connectors	v3	verb	κηρύξας	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	9	27	step1-verbs-connectors	v4	verb	γένωμαι	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	10	1	step1-verbs-connectors	cn1	connector	οὐ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	10	1	step1-verbs-connectors	v1	verb	θέλω	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	10	1	step1-verbs-connectors	cn2	connector	γὰρ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	10	1	step1-verbs-connectors	v2	verb	ἀγνοεῖν	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	10	1	step1-verbs-connectors	cn3	connector	ὅτι	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	10	1	step1-verbs-connectors	v3	verb	ἦσαν	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	10	1	step1-verbs-connectors	cn4	connector	καὶ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	10	1	step1-verbs-connectors	v4	verb	διῆλθον	FACT	verb-list; finite-anchor-input	no	Greek verb detection from RMAC morphology	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
1corintios	10	2	step1-verbs-connectors	cn1	connector	καὶ	FACT	connector-list; connector-analysis-input	no	Greek connector word detected from approved inventory	MNA/roots-greek/db/1corintios-verbs-connectors.tsv
