BOOK	CH	VS	CLAUSE_ID	FINITE_GREEK	NODE_TYPE	PARENT_CLAUSE	RELATIONSHIP_TYPE	TREE_DEPTH	OWNERSHIP_CONFIDENCE	TREE_STATUS	SPAN_TEXT	NOTES
1corintios	3	5	C4	ἔδωκεν	leaf	C3	subordinate	1	medium	suggested	ὡς ὁ κύριος ==ἔδωκεν==	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available; parallel-coordinate-structure-detected
1corintios	3	6	C1	ἐφύτευσα	root-or-unresolved			0		unresolved-root	ἐγὼ ==ἐφύτευσα== ἀπολλῶς	no-confirmed-topology
1corintios	3	6	C2	ἐπότισεν	root-parent			0		unresolved-root	==ἐπότισεν== ἀλλὰ ὁ θεὸς	no-confirmed-topology
1corintios	3	6	C3	ηὔξανεν	leaf	C2	coordinate	1	medium	suggested	==ηὔξανεν==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	3	7	C1	ἐστίν	root-or-unresolved			0		unresolved-root	ὥστε οὔτε ὁ φυτεύων ==ἐστίν== τι οὔτε ὁ ποτίζων ἀλλʼ ὁ αὐξάνων θεός	no-confirmed-topology
1corintios	3	8	C1	εἰσιν	root-parent			0		unresolved-root	ὁ φυτεύων δὲ καὶ ὁ ποτίζων ἕν ==εἰσιν== ἕκαστος δὲ τὸν ἴδιον μισθὸν	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	3	8	C2	λήμψεται	leaf	C1	coordinate	1	medium	suggested	==λήμψεται== κατὰ τὸν ἴδιον κόπον	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	3	9	C1	ἐσμεν	root-or-unresolved			0		unresolved-root	θεοῦ γάρ ==ἐσμεν== συνεργοί θεοῦ γεώργιον θεοῦ οἰκοδομή	no-confirmed-topology
1corintios	3	9	C2	ἐστε	root-or-unresolved			0		unresolved-root	==ἐστε==	no-confirmed-topology
1corintios	3	10	C1	ἔθηκα	root-parent			0		unresolved-root	κατὰ τὴν χάριν τοῦ θεοῦ τὴν δοθεῖσάν μοι ὡς σοφὸς ἀρχιτέκτων θεμέλιον ==ἔθηκα== ἄλλος δὲ	no-confirmed-topology
1corintios	3	10	C2	ἐποικοδομεῖ	internal-node	C1	coordinate	1	medium	suggested	==ἐποικοδομεῖ== ἕκαστος δὲ	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	3	10	C3	βλεπέτω	leaf	C2	coordinate	2	medium	suggested	==βλεπέτω== πῶς	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	3	10	C4	ἐποικοδομεῖ	root-or-unresolved			0		unresolved-root	==ἐποικοδομεῖ==	no-confirmed-topology
1corintios	3	11	C1	δύναται	root-or-unresolved			0		unresolved-root	θεμέλιον γὰρ ἄλλον οὐδεὶς ==δύναται== θεῖναι παρὰ τὸν κείμενον ὅς	no-confirmed-topology
1corintios	3	11	C2	ἐστιν	root-or-unresolved			0		unresolved-root	==ἐστιν== ἰησοῦς χριστός	no-confirmed-topology
1corintios	3	12	C1	ἐποικοδομεῖ	root-or-unresolved			0		unresolved-root	εἰ δέ τις ==ἐποικοδομεῖ== ἐπὶ τὸν θεμέλιον χρυσόν ἄργυρον λίθους τιμίους ξύλα χόρτον καλάμην	no-confirmed-topology; parallel-conditional-structure-detected
1corintios	3	13	C1	γενήσεται	root-parent			0		unresolved-root	ἑκάστου τὸ ἔργον φανερὸν ==γενήσεται== ἡ γὰρ ἡμέρα	no-confirmed-topology
1corintios	3	13	C2	δηλώσει	internal-node	C1	subordinate	1	medium	suggested	==δηλώσει==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	3	13	C3	ἀποκαλύπτεται	leaf	C2	subordinate	2	medium	suggested	ὅτι ἐν πυρὶ ==ἀποκαλύπτεται== καὶ ἑκάστου τὸ ἔργον ὁποῖόν	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	3	13	C4	ἐστιν	root-or-unresolved			0		unresolved-root	==ἐστιν== τὸ πῦρ αὐτὸ	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	3	13	C5	δοκιμάσει	root-or-unresolved			0		unresolved-root	==δοκιμάσει==	no-confirmed-topology
1corintios	3	14	C1	μενεῖ	root-or-unresolved			0		unresolved-root	εἴ τινος τὸ ἔργον ==μενεῖ== ὃ	no-confirmed-topology
1corintios	3	14	C2	ἐποικοδόμησεν	root-or-unresolved			0		unresolved-root	==ἐποικοδόμησεν== μισθὸν	no-confirmed-topology
1corintios	3	14	C3	λήμψεται	root-or-unresolved			0		unresolved-root	==λήμψεται==	no-confirmed-topology
1corintios	3	15	C1	κατακαήσεται	root-or-unresolved			0		unresolved-root	εἴ τινος τὸ ἔργον ==κατακαήσεται==	no-confirmed-topology
1corintios	3	15	C2	ζημιωθήσεται	root-parent			0		unresolved-root	==ζημιωθήσεται== αὐτὸς δὲ	no-confirmed-topology
1corintios	3	15	C3	σωθήσεται	leaf	C2	coordinate	1	medium	suggested	==σωθήσεται== οὕτως δὲ ὡς διὰ πυρός	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	3	16	C1	οἴδατε	root-parent			0		unresolved-root	οὐκ ==οἴδατε==	no-confirmed-topology
1corintios	3	16	C2	ἐστε	leaf	C1	subordinate	1	medium	suggested	ὅτι ναὸς θεοῦ ==ἐστε== καὶ τὸ πνεῦμα τοῦ θεοῦ	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	3	16	C3	οἰκεῖ	root-or-unresolved			0		unresolved-root	==οἰκεῖ== ἐν ὑμῖν	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	3	17	C1	φθείρει	root-or-unresolved			0		unresolved-root	εἴ τις τὸν ναὸν τοῦ θεοῦ ==φθείρει==	no-confirmed-topology
1corintios	3	17	C2	φθερεῖ	root-parent			0		unresolved-root	==φθερεῖ== τοῦτον ὁ θεός ὁ γὰρ ναὸς τοῦ θεοῦ ἅγιός	no-confirmed-topology
1corintios	3	17	C3	ἐστιν	leaf	C2	subordinate	1	medium	suggested	==ἐστιν== οἵτινές	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	3	17	C4	ἐστε	root-or-unresolved			0		unresolved-root	==ἐστε== ὑμεῖς	no-confirmed-topology
1corintios	3	18	C1	ἐξαπατάτω	root-parent			0		unresolved-root	μηδεὶς ἑαυτὸν ==ἐξαπατάτω==	no-confirmed-topology
1corintios	3	18	C2	δοκεῖ	leaf	C1	subordinate	1	medium	suggested	εἴ τις ==δοκεῖ== σοφὸς εἶναι ἐν ὑμῖν ἐν τῷ αἰῶνι τούτῳ μωρὸς	function follows connector inventory; subordinating connector before/near target finite clause; source and target clauses available
1corintios	3	18	C3	γενέσθω	root-parent			0		unresolved-root	==γενέσθω==	no-confirmed-topology
1corintios	3	18	C4	γένηται	leaf	C3	subordinate	1	medium	suggested	ἵνα ==γένηται== σοφός	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	3	19	C1	ἐστιν	root-or-unresolved			0		unresolved-root	ἡ γὰρ σοφία τοῦ κόσμου τούτου μωρία παρὰ τῷ θεῷ ==ἐστιν==	no-confirmed-topology
1corintios	3	19	C2	γέγραπται	root-or-unresolved			0		unresolved-root	==γέγραπται== γάρ ὁ δρασσόμενος τοὺς σοφοὺς ἐν τῇ πανουργίᾳ αὐτῶν	no-confirmed-topology
1corintios	3	20	C1	γινώσκει	root-parent			0		unresolved-root	καὶ πάλιν κύριος ==γινώσκει== τοὺς διαλογισμοὺς τῶν σοφῶν	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	3	20	C2	εἰσὶν	leaf	C1	subordinate	1	medium	suggested	ὅτι ==εἰσὶν== μάταιοι	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	3	21	C1	καυχάσθω	root-parent			0		unresolved-root	ὥστε μηδεὶς ==καυχάσθω== ἐν ἀνθρώποις πάντα γὰρ ὑμῶν	no-confirmed-topology
1corintios	3	21	C2	ἐστιν	leaf	C1	subordinate	1	medium	suggested	==ἐστιν==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	4	1	C1	λογιζέσθω	root-or-unresolved			0		unresolved-root	οὕτως ἡμᾶς ==λογιζέσθω== ἄνθρωπος ὡς ὑπηρέτας χριστοῦ καὶ οἰκονόμους μυστηρίων θεοῦ	no-confirmed-topology
1corintios	4	2	C1	ζητεῖται	root-parent			0		unresolved-root	ὧδε λοιπὸν ==ζητεῖται== ἐν τοῖς οἰκονόμοις	no-confirmed-topology
1corintios	4	2	C2	εὑρεθῇ	leaf	C1	subordinate	1	medium	suggested	ἵνα πιστός τις ==εὑρεθῇ==	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	4	3	C1	ἐστιν	root-parent			0		unresolved-root	ἐμοὶ δὲ εἰς ἐλάχιστόν ==ἐστιν==	no-confirmed-topology
1corintios	4	3	C2	ἀνακριθῶ	internal-node	C1	subordinate	1	medium	suggested	ἵνα ὑφʼ ὑμῶν ==ἀνακριθῶ== ἢ ὑπὸ ἀνθρωπίνης ἡμέρας ἀλλʼ οὐδὲ ἐμαυτὸν	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	4	3	C3	ἀνακρίνω	leaf	C2	coordinate	2	medium	suggested	==ἀνακρίνω==	context-sensitive function; keep as suggested; coordinating connector between finite clauses; source and target clauses available
1corintios	4	4	C1	σύνοιδα	root-parent			0		unresolved-root	οὐδὲν γὰρ ἐμαυτῷ ==σύνοιδα== ἀλλʼ οὐκ ἐν τούτῳ	no-confirmed-topology
1corintios	4	4	C2	δεδικαίωμαι	internal-node	C1	coordinate	1	medium	suggested	==δεδικαίωμαι== ὁ δὲ ἀνακρίνων με κύριός	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	4	4	C3	ἐστιν	leaf	C2	coordinate	2	medium	suggested	==ἐστιν==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	4	5	C1	κρίνετε	root-parent			0		unresolved-root	ὥστε μὴ πρὸ καιροῦ τι ==κρίνετε== ἕως ἂν	no-confirmed-topology
1corintios	4	5	C2	ἔλθῃ	leaf	C1	subordinate	1	medium	suggested	==ἔλθῃ== ὁ κύριος ὃς καὶ	function follows connector inventory; subordinating connector before/near target finite clause; source and target clauses available
1corintios	4	5	C3	φωτίσει	root-or-unresolved			0		unresolved-root	==φωτίσει== τὰ κρυπτὰ τοῦ σκότους καὶ	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	4	5	C4	φανερώσει	root-or-unresolved			0		unresolved-root	==φανερώσει== τὰς βουλὰς τῶν καρδιῶν καὶ τότε ὁ ἔπαινος	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	4	5	C5	γενήσεται	root-or-unresolved			0		unresolved-root	==γενήσεται== ἑκάστῳ ἀπὸ τοῦ θεοῦ	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	4	6	C1	μετεσχημάτισα	root-parent			0		unresolved-root	ταῦτα δέ ἀδελφοί ==μετεσχημάτισα== εἰς ἐμαυτὸν καὶ ἀπολλῶν διʼ ὑμᾶς	no-confirmed-topology
1corintios	4	6	C2	μάθητε	leaf	C1	subordinate	1	medium	suggested	ἵνα ἐν ἡμῖν ==μάθητε== τό μὴ ὑπὲρ ἃ	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available; parallel-coordinate-structure-detected
1corintios	4	6	C3	γέγραπται	root-parent			0		unresolved-root	==γέγραπται==	no-confirmed-topology
1corintios	4	6	C4	φυσιοῦσθε	leaf	C3	subordinate	1	medium	suggested	ἵνα μὴ εἷς ὑπὲρ τοῦ ἑνὸς ==φυσιοῦσθε== κατὰ τοῦ ἑτέρου	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	4	7	C1	διακρίνει	root-parent			0		unresolved-root	τίς γάρ σε ==διακρίνει== τί δὲ	no-confirmed-topology
1corintios	4	7	C2	ἔχεις	leaf	C1	coordinate	1	medium	suggested	==ἔχεις== ὃ οὐκ	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	4	7	C3	ἔλαβες	root-or-unresolved			0		unresolved-root	==ἔλαβες==	no-confirmed-topology
1corintios	4	7	C4	ἔλαβες	root-or-unresolved			0		unresolved-root	εἰ δὲ καὶ ==ἔλαβες== τί	no-confirmed-topology; parallel-conditional-structure-detected; parallel-coordinate-structure-detected
1corintios	4	7	C5	καυχᾶσαι	root-or-unresolved			0		unresolved-root	==καυχᾶσαι== ὡς μὴ λαβών	no-confirmed-topology
1corintios	4	8	C1	ἐστέ	root-or-unresolved			0		unresolved-root	ἤδη κεκορεσμένοι ==ἐστέ== ἤδη	no-confirmed-topology
1corintios	4	8	C2	ἐπλουτήσατε	root-or-unresolved			0		unresolved-root	==ἐπλουτήσατε== χωρὶς ἡμῶν	no-confirmed-topology
1corintios	4	8	C3	ἐβασιλεύσατε	root-or-unresolved			0		unresolved-root	==ἐβασιλεύσατε== καὶ ὄφελόν γε	no-confirmed-topology
1corintios	4	8	C4	ἐβασιλεύσατε	root-parent			0		unresolved-root	==ἐβασιλεύσατε==	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	4	8	C5	συμβασιλεύσωμεν	leaf	C4	subordinate	1	medium	suggested	ἵνα καὶ ἡμεῖς ὑμῖν ==συμβασιλεύσωμεν==	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available; parallel-coordinate-structure-detected
1corintios	4	9	C1	δοκῶ	root-parent			0		unresolved-root	==δοκῶ== γάρ ὁ θεὸς ἡμᾶς τοὺς ἀποστόλους ἐσχάτους	no-confirmed-topology
1corintios	4	9	C2	ἀπέδειξεν	internal-node	C1	subordinate	1	medium	suggested	==ἀπέδειξεν==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	4	9	C3	ἐγενήθημεν	leaf	C2	subordinate	2	medium	suggested	ὡς ἐπιθανατίους ὅτι θέατρον ==ἐγενήθημεν== τῷ κόσμῳ καὶ ἀγγέλοις καὶ ἀνθρώποις	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	4	11	C1	πεινῶμεν	root-or-unresolved			0		unresolved-root	ἄχρι τῆς ἄρτι ὥρας καὶ ==πεινῶμεν== καὶ	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	4	11	C2	διψῶμεν	root-or-unresolved			0		unresolved-root	==διψῶμεν== καὶ	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	4	11	C3	γυμνιτεύομεν	root-or-unresolved			0		unresolved-root	==γυμνιτεύομεν== καὶ	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	4	11	C4	κολαφιζόμεθα	root-or-unresolved			0		unresolved-root	==κολαφιζόμεθα== καὶ	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	4	11	C5	ἀστατοῦμεν	root-or-unresolved			0		unresolved-root	==ἀστατοῦμεν==	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	4	12	C1	κοπιῶμεν	root-or-unresolved			0		unresolved-root	καὶ ==κοπιῶμεν== ἐργαζόμενοι ταῖς ἰδίαις χερσίν λοιδορούμενοι	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	4	12	C2	εὐλογοῦμεν	root-or-unresolved			0		unresolved-root	==εὐλογοῦμεν== διωκόμενοι	no-confirmed-topology
1corintios	4	12	C3	ἀνεχόμεθα	root-or-unresolved			0		unresolved-root	==ἀνεχόμεθα==	no-confirmed-topology
1corintios	4	13	C1	παρακαλοῦμεν	root-parent			0		unresolved-root	δυσφημούμενοι ==παρακαλοῦμεν==	no-confirmed-topology
1corintios	4	13	C2	ἐγενήθημεν	leaf	C1	subordinate	1	medium	suggested	ὡς περικαθάρματα τοῦ κόσμου ==ἐγενήθημεν== πάντων περίψημα ἕως ἄρτι	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	4	14	C1	γράφω	root-or-unresolved			0		unresolved-root	οὐκ ἐντρέπων ὑμᾶς ==γράφω== ταῦτα ἀλλʼ ὡς τέκνα μου ἀγαπητὰ νουθετῶν	no-confirmed-topology
1corintios	4	15	C1	ἔχητε	root-parent			0		unresolved-root	ἐὰν γὰρ μυρίους παιδαγωγοὺς ==ἔχητε== ἐν χριστῷ ἀλλʼ οὐ πολλοὺς πατέρας ἐν γὰρ χριστῷ ἰησοῦ διὰ τοῦ εὐαγγελίου ἐγὼ ὑμᾶς	no-confirmed-topology
1corintios	4	15	C2	ἐγέννησα	leaf	C1	coordinate	1	medium	suggested	==ἐγέννησα==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	4	16	C1	παρακαλῶ	root-parent			0		unresolved-root	==παρακαλῶ== οὖν ὑμᾶς μιμηταί μου	no-confirmed-topology
1corintios	4	16	C2	γίνεσθε	leaf	C1	coordinate	1	medium	suggested	==γίνεσθε==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	4	17	C1	ἔπεμψα	root-or-unresolved			0		unresolved-root	διὰ τοῦτο ==ἔπεμψα== ὑμῖν τιμόθεον ὅς	no-confirmed-topology
1corintios	4	17	C2	ἐστίν	root-or-unresolved			0		unresolved-root	==ἐστίν== μου τέκνον ἀγαπητὸν καὶ πιστὸν ἐν κυρίῳ ὃς ὑμᾶς	no-confirmed-topology
1corintios	4	17	C3	ἀναμνήσει	root-parent			0		unresolved-root	==ἀναμνήσει== τὰς ὁδούς μου τὰς ἐν χριστῷ ἰησοῦ καθὼς πανταχοῦ ἐν πάσῃ ἐκκλησίᾳ	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	4	17	C4	διδάσκω	leaf	C3	subordinate	1	medium	suggested	==διδάσκω==	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	4	18	C1	ἐφυσιώθησάν	root-or-unresolved			0		unresolved-root	ὡς μὴ ἐρχομένου δέ μου πρὸς ὑμᾶς ==ἐφυσιώθησάν== τινες	no-confirmed-topology
1corintios	4	19	C1	ἐλεύσομαι	root-parent			0		unresolved-root	==ἐλεύσομαι== δὲ ταχέως πρὸς ὑμᾶς	no-confirmed-topology
1corintios	4	19	C2	θελήσῃ	leaf	C1	coordinate	1	medium	suggested	ἐὰν ὁ κύριος ==θελήσῃ== καὶ	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	4	19	C3	γνώσομαι	root-or-unresolved			0		unresolved-root	==γνώσομαι== οὐ τὸν λόγον τῶν πεφυσιωμένων ἀλλὰ τὴν δύναμιν	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	4	21	C1	θέλετε	root-or-unresolved			0		unresolved-root	τί ==θέλετε== ἐν ῥάβδῳ	no-confirmed-topology
1corintios	4	21	C2	ἔλθω	root-or-unresolved			0		unresolved-root	==ἔλθω== πρὸς ὑμᾶς ἢ ἐν ἀγάπῃ πνεύματί τε πραΰτητος	no-confirmed-topology
1corintios	5	1	C1	ἀκούεται	root-or-unresolved			0		unresolved-root	ὅλως ==ἀκούεται== ἐν ὑμῖν πορνεία καὶ τοιαύτη πορνεία ἥτις οὐδὲ ἐν τοῖς ἔθνεσιν ὥστε γυναῖκά τινα τοῦ πατρὸς ἔχειν	no-confirmed-topology
1corintios	5	2	C1	ἐστέ	root-or-unresolved			0		unresolved-root	καὶ ὑμεῖς πεφυσιωμένοι ==ἐστέ== καὶ οὐχὶ μᾶλλον	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	5	2	C2	ἐπενθήσατε	root-parent			0		unresolved-root	==ἐπενθήσατε==	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	5	2	C3	ἀρθῇ	leaf	C2	subordinate	1	medium	suggested	ἵνα ==ἀρθῇ== ἐκ μέσου ὑμῶν ὁ τὸ ἔργον τοῦτο ποιήσας	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	5	3	C1	κέκρικα	root-or-unresolved			0		unresolved-root	ἐγὼ μὲν γάρ ἀπὼν τῷ σώματι παρὼν δὲ τῷ πνεύματι ἤδη ==κέκρικα== ὡς παρὼν τὸν οὕτως τοῦτο κατεργασάμενον	no-confirmed-topology
1corintios	5	5	C1	σωθῇ	root-or-unresolved			0		unresolved-root	παραδοῦναι τὸν τοιοῦτον τῷ σατανᾷ εἰς ὄλεθρον τῆς σαρκός ἵνα τὸ πνεῦμα ==σωθῇ== ἐν τῇ ἡμέρᾳ τοῦ κυρίου	no-confirmed-topology
1corintios	5	6	C1	οἴδατε	root-parent			0		unresolved-root	οὐ καλὸν τὸ καύχημα ὑμῶν οὐκ ==οἴδατε==	no-confirmed-topology
1corintios	5	6	C2	ζυμοῖ	leaf	C1	subordinate	1	medium	suggested	ὅτι μικρὰ ζύμη ὅλον τὸ φύραμα ==ζυμοῖ==	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	5	7	C1	ἐκκαθάρατε	root-parent			0		unresolved-root	==ἐκκαθάρατε== τὴν παλαιὰν ζύμην	no-confirmed-topology
1corintios	5	7	C2	ἦτε	internal-node	C1	subordinate	1	medium	suggested	ἵνα ==ἦτε== νέον φύραμα καθώς	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	5	7	C3	ἐστε	internal-node	C2	subordinate	2	medium	suggested	==ἐστε== ἄζυμοι καὶ γὰρ τὸ πάσχα ἡμῶν	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	5	7	C4	ἐτύθη	leaf	C3	subordinate	3	medium	suggested	==ἐτύθη== χριστός	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available; parallel-coordinate-structure-detected
1corintios	5	8	C1	ἑορτάζωμεν	root-or-unresolved			0		unresolved-root	ὥστε ==ἑορτάζωμεν== μὴ ἐν ζύμῃ παλαιᾷ μηδὲ ἐν ζύμῃ κακίας καὶ πονηρίας ἀλλʼ ἐν ἀζύμοις εἰλικρινείας καὶ ἀληθείας	no-confirmed-topology
1corintios	5	9	C1	ἔγραψα	root-or-unresolved			0		unresolved-root	==ἔγραψα== ὑμῖν ἐν τῇ ἐπιστολῇ μὴ συναναμίγνυσθαι πόρνοις	no-confirmed-topology
1corintios	5	10	C1	ὠφείλετε	root-or-unresolved			0		unresolved-root	οὐ πάντως τοῖς πόρνοις τοῦ κόσμου τούτου ἢ τοῖς πλεονέκταις καὶ ἅρπαξιν ἢ εἰδωλολάτραις ἐπεὶ ==ὠφείλετε== ἄρα ἐκ τοῦ κόσμου ἐξελθεῖν	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	5	11	C1	ἔγραψα	root-parent			0		unresolved-root	νῦν δὲ ==ἔγραψα== ὑμῖν μὴ συναναμίγνυσθαι	no-confirmed-topology
1corintios	5	11	C2	ᾖ	leaf	C1	subordinate	1	medium	suggested	ἐάν τις ἀδελφὸς ὀνομαζόμενος ==ᾖ== πόρνος ἢ πλεονέκτης ἢ εἰδωλολάτρης ἢ λοίδορος ἢ μέθυσος ἢ ἅρπαξ τῷ τοιούτῳ μηδὲ συνεσθίειν	function follows connector inventory; subordinating connector before/near target finite clause; source and target clauses available
1corintios	5	12	C1	κρίνετε	root-or-unresolved			0		unresolved-root	τί γάρ μοι τοὺς ἔξω κρίνειν οὐχὶ τοὺς ἔσω ὑμεῖς ==κρίνετε==	no-confirmed-topology
1corintios	5	13	C1	κρίνει;	root-or-unresolved			0		unresolved-root	τοὺς δὲ ἔξω ὁ θεὸς ==κρίνει;==	no-confirmed-topology
1corintios	5	13	C2	ἐξάρατε	root-or-unresolved			0		unresolved-root	==ἐξάρατε== τὸν πονηρὸν ἐξ ὑμῶν αὐτῶν	no-confirmed-topology
1corintios	6	1	C1	τολμᾷ	root-or-unresolved			0		unresolved-root	==τολμᾷ== τις ὑμῶν πρᾶγμα ἔχων πρὸς τὸν ἕτερον κρίνεσθαι ἐπὶ τῶν ἀδίκων καὶ οὐχὶ ἐπὶ τῶν ἁγίων	no-confirmed-topology
1corintios	6	2	C1	οἴδατε	root-parent			0		unresolved-root	ἢ οὐκ ==οἴδατε==	no-confirmed-topology
1corintios	6	2	C2	κρινοῦσιν	internal-node	C1	subordinate	1	medium	suggested	ὅτι οἱ ἅγιοι τὸν κόσμον ==κρινοῦσιν== καὶ	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	6	2	C3	κρίνεται	leaf	C2	subordinate	2	medium	suggested	εἰ ἐν ὑμῖν ==κρίνεται== ὁ κόσμος ἀνάξιοί	function follows connector inventory; subordinating connector before/near target finite clause; source and target clauses available; parallel-coordinate-structure-detected
1corintios	6	2	C4	ἐστε	root-or-unresolved			0		unresolved-root	==ἐστε== κριτηρίων ἐλαχίστων	no-confirmed-topology
1corintios	6	3	C1	οἴδατε	root-parent			0		unresolved-root	οὐκ ==οἴδατε==	no-confirmed-topology
1corintios	6	3	C2	κρινοῦμεν	leaf	C1	subordinate	1	medium	suggested	ὅτι ἀγγέλους ==κρινοῦμεν== μήτιγε βιωτικά	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	6	4	C1	ἔχητε	root-or-unresolved			0		unresolved-root	βιωτικὰ μὲν οὖν κριτήρια ἐὰν ==ἔχητε== τοὺς ἐξουθενημένους ἐν τῇ ἐκκλησίᾳ τούτους	no-confirmed-topology
1corintios	6	4	C2	καθίζετε	root-or-unresolved			0		unresolved-root	==καθίζετε==	no-confirmed-topology
1corintios	6	5	C1	λέγω	root-or-unresolved			0		unresolved-root	πρὸς ἐντροπὴν ὑμῖν ==λέγω== οὕτως οὐκ	no-confirmed-topology
1corintios	6	5	C2	ἔνι	root-or-unresolved			0		unresolved-root	==ἔνι== ἐν ὑμῖν οὐδεὶς σοφὸς ὃς	no-confirmed-topology
1corintios	6	5	C3	δυνήσεται	root-or-unresolved			0		unresolved-root	==δυνήσεται== διακρῖναι ἀνὰ μέσον τοῦ ἀδελφοῦ αὐτοῦ	no-confirmed-topology
1corintios	6	6	C1	κρίνεται	root-or-unresolved			0		unresolved-root	ἀλλὰ ἀδελφὸς μετὰ ἀδελφοῦ ==κρίνεται== καὶ τοῦτο ἐπὶ ἀπίστων	no-confirmed-topology
1corintios	6	7	C1	ἐστιν	root-parent			0		unresolved-root	ἤδη μὲν οὖν ὅλως ἥττημα ὑμῖν ==ἐστιν==	no-confirmed-topology
1corintios	6	7	C2	ἔχετε	leaf	C1	subordinate	1	medium	suggested	ὅτι κρίματα ==ἔχετε== μεθʼ ἑαυτῶν διὰ τί οὐχὶ μᾶλλον	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	6	7	C3	ἀδικεῖσθε	root-or-unresolved			0		unresolved-root	==ἀδικεῖσθε== διὰ τί οὐχὶ μᾶλλον	no-confirmed-topology
1corintios	6	7	C4	ἀποστερεῖσθε	root-or-unresolved			0		unresolved-root	==ἀποστερεῖσθε==	no-confirmed-topology
1corintios	6	8	C1	ἀδικεῖτε	root-or-unresolved			0		unresolved-root	ἀλλὰ ὑμεῖς ==ἀδικεῖτε== καὶ	no-confirmed-topology
1corintios	6	8	C2	ἀποστερεῖτε	root-or-unresolved			0		unresolved-root	==ἀποστερεῖτε== καὶ τοῦτο ἀδελφούς	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	6	9	C1	οἴδατε	root-parent			0		unresolved-root	ἢ οὐκ ==οἴδατε==	no-confirmed-topology
