BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	3	3	01	τί	01	Entonces	direct
romanos	3	3	02	γάρ;	02	¿qué?	direct
romanos	3	3	03	εἰ	03	Si	direct
romanos	3	3	04	ἠπίστησάν	04	algunos	direct
romanos	3	3	05	τινες,	05	fueron	direct
romanos	3	3	06	μὴ	06	infieles,	direct
romanos	3	3	07	ἡ	11	la	direct
romanos	3	3	08	ἀπιστία	12	fidelidad	direct
romanos	3	3	09	αὐτῶν	13	de	direct
romanos	3	3	10	τὴν	14	Dios?	direct
romanos	3	3	11	πίστιν	-	-	missing
romanos	3	3	12	τοῦ	-	-	missing
romanos	3	3	13	θεοῦ	-	-	missing
romanos	3	3	14	καταργήσει;	-	-	missing
